"tempo" "com" "a" "b" "status"
"1156087684" "CONN" "15" "53" "up"
"1156087684" "CONN" "15" "53" "down"
"1156087748" "CONN" "15" "53" "up"
"1156087748" "CONN" "15" "53" "down"
"1156087803" "CONN" "15" "53" "up"
"1156087803" "CONN" "15" "53" "down"
"1156087814" "CONN" "15" "53" "up"
"1156087814" "CONN" "15" "53" "down"
"1156087862" "CONN" "15" "53" "up"
"1156087862" "CONN" "15" "53" "down"
"1156087885" "CONN" "15" "53" "up"
"1156087885" "CONN" "15" "53" "down"
"1156087932" "CONN" "15" "53" "up"
"1156087947" "CONN" "15" "53" "down"
"1156087963" "CONN" "15" "53" "up"
"1156087963" "CONN" "15" "53" "down"
"1156088105" "CONN" "15" "53" "up"
"1156088105" "CONN" "15" "53" "down"
"1156088156" "CONN" "15" "53" "up"
"1156088156" "CONN" "15" "53" "down"
"1156088352" "CONN" "15" "53" "up"
"1156088352" "CONN" "15" "53" "down"
"1156088383" "CONN" "15" "53" "up"
"1156088383" "CONN" "15" "53" "down"
"1156088387" "CONN" "15" "53" "up"
"1156088387" "CONN" "15" "53" "down"
"1156088434" "CONN" "15" "53" "up"
"1156088451" "CONN" "15" "53" "down"
"1156088540" "CONN" "15" "53" "up"
"1156088540" "CONN" "15" "53" "down"
"1156088758" "CONN" "15" "53" "up"
"1156088758" "CONN" "15" "53" "down"
"1156088816" "CONN" "15" "53" "up"
"1156088816" "CONN" "15" "53" "down"
"1156088820" "CONN" "15" "53" "up"
"1156088820" "CONN" "15" "53" "down"
"1156089026" "CONN" "15" "53" "up"
"1156089026" "CONN" "15" "53" "down"
"1156089074" "CONN" "15" "53" "up"
"1156089077" "CONN" "15" "53" "down"
"1156089113" "CONN" "15" "53" "up"
"1156089126" "CONN" "15" "53" "down"
"1156089272" "CONN" "15" "53" "up"
"1156089272" "CONN" "15" "53" "down"
"1156089360" "CONN" "15" "53" "up"
"1156089360" "CONN" "15" "53" "down"
"1156089432" "CONN" "15" "53" "up"
"1156089432" "CONN" "15" "53" "down"
"1156089449" "CONN" "15" "53" "up"
"1156089449" "CONN" "15" "53" "down"
"1156089807" "CONN" "15" "53" "up"
"1156089807" "CONN" "15" "53" "down"
"1156089844" "CONN" "15" "53" "up"
"1156089844" "CONN" "15" "53" "down"
"1156089882" "CONN" "15" "53" "up"
"1156089882" "CONN" "15" "53" "down"
"1156089908" "CONN" "15" "53" "up"
"1156089908" "CONN" "15" "53" "down"
"1156089964" "CONN" "15" "53" "up"
"1156089964" "CONN" "15" "53" "down"
"1156089966" "CONN" "15" "53" "up"
"1156089966" "CONN" "15" "53" "down"
"1156090011" "CONN" "15" "53" "up"
"1156090011" "CONN" "15" "53" "down"
"1156090097" "CONN" "15" "53" "up"
"1156090097" "CONN" "15" "53" "down"
"1156090151" "CONN" "15" "53" "up"
"1156090151" "CONN" "15" "53" "down"
"1156091538" "CONN" "15" "53" "up"
"1156091538" "CONN" "15" "53" "down"
"1156091804" "CONN" "15" "53" "up"
"1156091804" "CONN" "15" "53" "down"
"1156091893" "CONN" "15" "53" "up"
"1156091893" "CONN" "15" "53" "down"
"1156092646" "CONN" "15" "53" "up"
"1156092646" "CONN" "15" "53" "down"
"1156093338" "CONN" "15" "53" "up"
"1156093338" "CONN" "15" "53" "down"
"1156093699" "CONN" "15" "53" "up"
"1156093699" "CONN" "15" "53" "down"
"1156085363" "CONN" "15" "534" "up"
"1156085363" "CONN" "15" "534" "down"
"1156085452" "CONN" "15" "534" "up"
"1156085452" "CONN" "15" "534" "down"
"1156085509" "CONN" "15" "534" "up"
"1156085509" "CONN" "15" "534" "down"
"1156085515" "CONN" "15" "534" "up"
"1156085515" "CONN" "15" "534" "down"
"1156086197" "CONN" "15" "534" "up"
"1156086197" "CONN" "15" "534" "down"
"1156086327" "CONN" "15" "534" "up"
"1156086327" "CONN" "15" "534" "down"
"1156086461" "CONN" "15" "534" "up"
"1156086461" "CONN" "15" "534" "down"
"1156086847" "CONN" "15" "534" "up"
"1156086847" "CONN" "15" "534" "down"
"1156088231" "CONN" "15" "534" "up"
"1156088231" "CONN" "15" "534" "down"
"1156088312" "CONN" "15" "534" "up"
"1156088312" "CONN" "15" "534" "down"
"1156089411" "CONN" "15" "534" "up"
"1156089464" "CONN" "15" "534" "down"
"1156089484" "CONN" "15" "534" "up"
"1156089484" "CONN" "15" "534" "down"
"1156089504" "CONN" "15" "534" "up"
"1156089532" "CONN" "15" "534" "down"
"1156089548" "CONN" "15" "534" "up"
"1156089568" "CONN" "15" "534" "down"
"1156089951" "CONN" "15" "534" "up"
"1156089951" "CONN" "15" "534" "down"
"1156090008" "CONN" "15" "534" "up"
"1156090008" "CONN" "15" "534" "down"
"1156090038" "CONN" "15" "534" "up"
"1156090038" "CONN" "15" "534" "down"
"1156091924" "CONN" "15" "534" "up"
"1156092048" "CONN" "15" "534" "down"
"1156084864" "CONN" "15" "54" "up"
"1156084864" "CONN" "15" "54" "down"
"1156084925" "CONN" "15" "54" "up"
"1156084925" "CONN" "15" "54" "down"
"1156084938" "CONN" "15" "54" "up"
"1156084938" "CONN" "15" "54" "down"
"1156084955" "CONN" "15" "54" "up"
"1156084955" "CONN" "15" "54" "down"
"1156084985" "CONN" "15" "54" "up"
"1156084985" "CONN" "15" "54" "down"
"1156084989" "CONN" "15" "54" "up"
"1156084999" "CONN" "15" "54" "down"
"1156085027" "CONN" "15" "54" "up"
"1156085027" "CONN" "15" "54" "down"
"1156085067" "CONN" "15" "54" "up"
"1156085067" "CONN" "15" "54" "down"
"1156085069" "CONN" "15" "54" "up"
"1156085108" "CONN" "15" "54" "down"
"1156085590" "CONN" "15" "54" "up"
"1156085590" "CONN" "15" "54" "down"
"1156085938" "CONN" "15" "54" "up"
"1156085938" "CONN" "15" "54" "down"
"1156085990" "CONN" "15" "54" "up"
"1156085990" "CONN" "15" "54" "down"
"1156086212" "CONN" "15" "54" "up"
"1156086212" "CONN" "15" "54" "down"
"1156086220" "CONN" "15" "54" "up"
"1156086220" "CONN" "15" "54" "down"
"1156086314" "CONN" "15" "54" "up"
"1156086314" "CONN" "15" "54" "down"
"1156086341" "CONN" "15" "54" "up"
"1156086355" "CONN" "15" "54" "down"
"1156086614" "CONN" "15" "54" "up"
"1156086614" "CONN" "15" "54" "down"
"1156086943" "CONN" "15" "54" "up"
"1156086943" "CONN" "15" "54" "down"
"1156086996" "CONN" "15" "54" "up"
"1156086996" "CONN" "15" "54" "down"
"1156087371" "CONN" "15" "54" "up"
"1156087389" "CONN" "15" "54" "down"
"1156087393" "CONN" "15" "54" "up"
"1156087393" "CONN" "15" "54" "down"
"1156087409" "CONN" "15" "54" "up"
"1156087409" "CONN" "15" "54" "down"
"1156087417" "CONN" "15" "54" "up"
"1156087417" "CONN" "15" "54" "down"
"1156088201" "CONN" "15" "54" "up"
"1156088201" "CONN" "15" "54" "down"
"1156088231" "CONN" "15" "54" "up"
"1156088231" "CONN" "15" "54" "down"
"1156088242" "CONN" "15" "54" "up"
"1156088242" "CONN" "15" "54" "down"
"1156088276" "CONN" "15" "54" "up"
"1156088314" "CONN" "15" "54" "down"
"1156088340" "CONN" "15" "54" "up"
"1156088342" "CONN" "15" "54" "down"
"1156088356" "CONN" "15" "54" "up"
"1156088356" "CONN" "15" "54" "down"
"1156088383" "CONN" "15" "54" "up"
"1156088383" "CONN" "15" "54" "down"
"1156088488" "CONN" "15" "54" "up"
"1156088488" "CONN" "15" "54" "down"
"1156088525" "CONN" "15" "54" "up"
"1156088525" "CONN" "15" "54" "down"
"1156088566" "CONN" "15" "54" "up"
"1156088592" "CONN" "15" "54" "down"
"1156088628" "CONN" "15" "54" "up"
"1156088645" "CONN" "15" "54" "down"
"1156091280" "CONN" "15" "54" "up"
"1156091280" "CONN" "15" "54" "down"
"1156091783" "CONN" "15" "54" "up"
"1156091783" "CONN" "15" "54" "down"
"1156092646" "CONN" "15" "540" "up"
"1156092646" "CONN" "15" "540" "down"
"1156090165" "CONN" "15" "541" "up"
"1156090180" "CONN" "15" "541" "down"
"1156086280" "CONN" "15" "543" "up"
"1156086280" "CONN" "15" "543" "down"
"1156085177" "CONN" "15" "548" "up"
"1156085218" "CONN" "15" "548" "down"
"1156085243" "CONN" "15" "548" "up"
"1156085259" "CONN" "15" "548" "down"
"1156085590" "CONN" "15" "548" "up"
"1156085590" "CONN" "15" "548" "down"
"1156085919" "CONN" "15" "548" "up"
"1156085919" "CONN" "15" "548" "down"
"1156086225" "CONN" "15" "548" "up"
"1156086225" "CONN" "15" "548" "down"
"1156086293" "CONN" "15" "548" "up"
"1156086327" "CONN" "15" "548" "down"
"1156086543" "CONN" "15" "548" "up"
"1156086543" "CONN" "15" "548" "down"
"1156092048" "CONN" "15" "548" "up"
"1156092048" "CONN" "15" "548" "down"
"1156085584" "CONN" "15" "55" "up"
"1156085584" "CONN" "15" "55" "down"
"1156085919" "CONN" "15" "55" "up"
"1156085919" "CONN" "15" "55" "down"
"1156085921" "CONN" "15" "55" "up"
"1156085921" "CONN" "15" "55" "down"
"1156086227" "CONN" "15" "55" "up"
"1156086227" "CONN" "15" "55" "down"
"1156086491" "CONN" "15" "55" "up"
"1156086491" "CONN" "15" "55" "down"
"1156087080" "CONN" "15" "55" "up"
"1156087080" "CONN" "15" "55" "down"
"1156090597" "CONN" "15" "55" "up"
"1156090597" "CONN" "15" "55" "down"
"1156090641" "CONN" "15" "55" "up"
"1156090641" "CONN" "15" "55" "down"
"1156090660" "CONN" "15" "55" "up"
"1156090675" "CONN" "15" "55" "down"
"1156090710" "CONN" "15" "55" "up"
"1156090710" "CONN" "15" "55" "down"
"1156091056" "CONN" "15" "55" "up"
"1156091112" "CONN" "15" "55" "down"
"1156091160" "CONN" "15" "55" "up"
"1156091187" "CONN" "15" "55" "down"
"1156091194" "CONN" "15" "55" "up"
"1156091213" "CONN" "15" "55" "down"
"1156091217" "CONN" "15" "55" "up"
"1156091250" "CONN" "15" "55" "down"
"1156091996" "CONN" "15" "55" "up"
"1156092020" "CONN" "15" "55" "down"
"1156092048" "CONN" "15" "55" "up"
"1156092077" "CONN" "15" "55" "down"
"1156088832" "CONN" "15" "550" "up"
"1156088832" "CONN" "15" "550" "down"
"1156091259" "CONN" "15" "554" "up"
"1156091275" "CONN" "15" "554" "down"
"1156085218" "CONN" "15" "557" "up"
"1156085259" "CONN" "15" "557" "down"
"1156085984" "CONN" "15" "557" "up"
"1156085995" "CONN" "15" "557" "down"
"1156086143" "CONN" "15" "557" "up"
"1156086143" "CONN" "15" "557" "down"
"1156086184" "CONN" "15" "557" "up"
"1156086184" "CONN" "15" "557" "down"
"1156086396" "CONN" "15" "557" "up"
"1156086396" "CONN" "15" "557" "down"
"1156086446" "CONN" "15" "557" "up"
"1156086448" "CONN" "15" "557" "down"
"1156086611" "CONN" "15" "557" "up"
"1156086611" "CONN" "15" "557" "down"
"1156087439" "CONN" "15" "557" "up"
"1156087439" "CONN" "15" "557" "down"
"1156087991" "CONN" "15" "557" "up"
"1156087993" "CONN" "15" "557" "down"
"1156088106" "CONN" "15" "557" "up"
"1156088106" "CONN" "15" "557" "down"
"1156088132" "CONN" "15" "557" "up"
"1156088186" "CONN" "15" "557" "down"
"1156088212" "CONN" "15" "557" "up"
"1156088231" "CONN" "15" "557" "down"
"1156088264" "CONN" "15" "557" "up"
"1156088264" "CONN" "15" "557" "down"
"1156088312" "CONN" "15" "557" "up"
"1156088312" "CONN" "15" "557" "down"
"1156088525" "CONN" "15" "557" "up"
"1156088525" "CONN" "15" "557" "down"
"1156088652" "CONN" "15" "557" "up"
"1156088652" "CONN" "15" "557" "down"
"1156088805" "CONN" "15" "557" "up"
"1156088805" "CONN" "15" "557" "down"
"1156088852" "CONN" "15" "557" "up"
"1156088852" "CONN" "15" "557" "down"
"1156088903" "CONN" "15" "557" "up"
"1156088921" "CONN" "15" "557" "down"
"1156088939" "CONN" "15" "557" "up"
"1156088956" "CONN" "15" "557" "down"
"1156088996" "CONN" "15" "557" "up"
"1156088996" "CONN" "15" "557" "down"
"1156089027" "CONN" "15" "557" "up"
"1156089055" "CONN" "15" "557" "down"
"1156089059" "CONN" "15" "557" "up"
"1156089059" "CONN" "15" "557" "down"
"1156089807" "CONN" "15" "557" "up"
"1156089807" "CONN" "15" "557" "down"
"1156089844" "CONN" "15" "557" "up"
"1156089844" "CONN" "15" "557" "down"
"1156090388" "CONN" "15" "557" "up"
"1156091035" "CONN" "15" "557" "down"
"1156085755" "CONN" "15" "558" "up"
"1156085755" "CONN" "15" "558" "down"
"1156087229" "CONN" "15" "559" "up"
"1156087229" "CONN" "15" "559" "down"
"1156084763" "CONN" "15" "56" "up"
"1156084763" "CONN" "15" "56" "down"
"1156084791" "CONN" "15" "56" "up"
"1156084808" "CONN" "15" "56" "down"
"1156084844" "CONN" "15" "56" "up"
"1156084855" "CONN" "15" "56" "down"
"1156084869" "CONN" "15" "56" "up"
"1156084899" "CONN" "15" "56" "down"
"1156085102" "CONN" "15" "56" "up"
"1156085122" "CONN" "15" "56" "down"
"1156085607" "CONN" "15" "56" "up"
"1156085607" "CONN" "15" "56" "down"
"1156085898" "CONN" "15" "56" "up"
"1156085899" "CONN" "15" "56" "down"
"1156086197" "CONN" "15" "56" "up"
"1156086197" "CONN" "15" "56" "down"
"1156086674" "CONN" "15" "56" "up"
"1156086674" "CONN" "15" "56" "down"
"1156086691" "CONN" "15" "56" "up"
"1156086691" "CONN" "15" "56" "down"
"1156086790" "CONN" "15" "56" "up"
"1156086790" "CONN" "15" "56" "down"
"1156086792" "CONN" "15" "56" "up"
"1156086792" "CONN" "15" "56" "down"
"1156086892" "CONN" "15" "56" "up"
"1156086892" "CONN" "15" "56" "down"
"1156086961" "CONN" "15" "56" "up"
"1156086961" "CONN" "15" "56" "down"
"1156086996" "CONN" "15" "56" "up"
"1156086996" "CONN" "15" "56" "down"
"1156087014" "CONN" "15" "56" "up"
"1156087014" "CONN" "15" "56" "down"
"1156087017" "CONN" "15" "56" "up"
"1156087019" "CONN" "15" "56" "down"
"1156087640" "CONN" "15" "56" "up"
"1156087660" "CONN" "15" "56" "down"
"1156087684" "CONN" "15" "56" "up"
"1156087684" "CONN" "15" "56" "down"
"1156087717" "CONN" "15" "56" "up"
"1156087717" "CONN" "15" "56" "down"
"1156087726" "CONN" "15" "56" "up"
"1156087726" "CONN" "15" "56" "down"
"1156087828" "CONN" "15" "56" "up"
"1156087828" "CONN" "15" "56" "down"
"1156087829" "CONN" "15" "56" "up"
"1156087831" "CONN" "15" "56" "down"
"1156087893" "CONN" "15" "56" "up"
"1156087941" "CONN" "15" "56" "down"
"1156088141" "CONN" "15" "56" "up"
"1156088143" "CONN" "15" "56" "down"
"1156088172" "CONN" "15" "56" "up"
"1156088172" "CONN" "15" "56" "down"
"1156088204" "CONN" "15" "56" "up"
"1156088204" "CONN" "15" "56" "down"
"1156088238" "CONN" "15" "56" "up"
"1156088238" "CONN" "15" "56" "down"
"1156088247" "CONN" "15" "56" "up"
"1156088247" "CONN" "15" "56" "down"
"1156088285" "CONN" "15" "56" "up"
"1156088285" "CONN" "15" "56" "down"
"1156088327" "CONN" "15" "56" "up"
"1156088327" "CONN" "15" "56" "down"
"1156088342" "CONN" "15" "56" "up"
"1156088376" "CONN" "15" "56" "down"
"1156088412" "CONN" "15" "56" "up"
"1156088427" "CONN" "15" "56" "down"
"1156088488" "CONN" "15" "56" "up"
"1156088520" "CONN" "15" "56" "down"
"1156088587" "CONN" "15" "56" "up"
"1156088599" "CONN" "15" "56" "down"
"1156091570" "CONN" "15" "56" "up"
"1156091570" "CONN" "15" "56" "down"
"1156092159" "CONN" "15" "56" "up"
"1156092159" "CONN" "15" "56" "down"
"1156092295" "CONN" "15" "56" "up"
"1156092295" "CONN" "15" "56" "down"
"1156086383" "CONN" "15" "563" "up"
"1156086396" "CONN" "15" "563" "down"
"1156085542" "CONN" "15" "57" "up"
"1156085542" "CONN" "15" "57" "down"
"1156085560" "CONN" "15" "57" "up"
"1156085560" "CONN" "15" "57" "down"
"1156086833" "CONN" "15" "57" "up"
"1156086833" "CONN" "15" "57" "down"
"1156086851" "CONN" "15" "57" "up"
"1156086851" "CONN" "15" "57" "down"
"1156086865" "CONN" "15" "57" "up"
"1156086865" "CONN" "15" "57" "down"
"1156086881" "CONN" "15" "57" "up"
"1156086900" "CONN" "15" "57" "down"
"1156086906" "CONN" "15" "57" "up"
"1156086912" "CONN" "15" "57" "down"
"1156086978" "CONN" "15" "57" "up"
"1156086996" "CONN" "15" "57" "down"
"1156087030" "CONN" "15" "57" "up"
"1156087030" "CONN" "15" "57" "down"
"1156087597" "CONN" "15" "57" "up"
"1156087597" "CONN" "15" "57" "down"
"1156087825" "CONN" "15" "57" "up"
"1156087825" "CONN" "15" "57" "down"
"1156087885" "CONN" "15" "57" "up"
"1156087885" "CONN" "15" "57" "down"
"1156087900" "CONN" "15" "57" "up"
"1156087917" "CONN" "15" "57" "down"
"1156087925" "CONN" "15" "57" "up"
"1156087972" "CONN" "15" "57" "down"
"1156089886" "CONN" "15" "57" "up"
"1156089907" "CONN" "15" "57" "down"
"1156089942" "CONN" "15" "57" "up"
"1156089942" "CONN" "15" "57" "down"
"1156089951" "CONN" "15" "57" "up"
"1156089951" "CONN" "15" "57" "down"
"1156089966" "CONN" "15" "57" "up"
"1156089966" "CONN" "15" "57" "down"
"1156089988" "CONN" "15" "57" "up"
"1156089988" "CONN" "15" "57" "down"
"1156090011" "CONN" "15" "57" "up"
"1156090011" "CONN" "15" "57" "down"
"1156090124" "CONN" "15" "57" "up"
"1156090151" "CONN" "15" "57" "down"
"1156090189" "CONN" "15" "57" "up"
"1156090198" "CONN" "15" "57" "down"
"1156090332" "CONN" "15" "57" "up"
"1156090344" "CONN" "15" "57" "down"
"1156090365" "CONN" "15" "57" "up"
"1156090388" "CONN" "15" "57" "down"
"1156091213" "CONN" "15" "57" "up"
"1156091213" "CONN" "15" "57" "down"
"1156091230" "CONN" "15" "57" "up"
"1156091230" "CONN" "15" "57" "down"
"1156091525" "CONN" "15" "57" "up"
"1156091536" "CONN" "15" "57" "down"
"1156091550" "CONN" "15" "57" "up"
"1156091570" "CONN" "15" "57" "down"
"1156091601" "CONN" "15" "57" "up"
"1156091636" "CONN" "15" "57" "down"
"1156091659" "CONN" "15" "57" "up"
"1156091659" "CONN" "15" "57" "down"
"1156091689" "CONN" "15" "57" "up"
"1156091689" "CONN" "15" "57" "down"
"1156091758" "CONN" "15" "57" "up"
"1156091771" "CONN" "15" "57" "down"
"1156092678" "CONN" "15" "57" "up"
"1156092678" "CONN" "15" "57" "down"
"1156093089" "CONN" "15" "57" "up"
"1156093089" "CONN" "15" "57" "down"
"1156093313" "CONN" "15" "57" "up"
"1156093313" "CONN" "15" "57" "down"
"1156093707" "CONN" "15" "57" "up"
"1156093707" "CONN" "15" "57" "down"
"1156093751" "CONN" "15" "57" "up"
"1156093764" "CONN" "15" "57" "down"
"1156086735" "CONN" "15" "574" "up"
"1156086735" "CONN" "15" "574" "down"
"1156087050" "CONN" "15" "574" "up"
"1156087050" "CONN" "15" "574" "down"
"1156087766" "CONN" "15" "574" "up"
"1156087797" "CONN" "15" "574" "down"
"1156087917" "CONN" "15" "574" "up"
"1156087917" "CONN" "15" "574" "down"
"1156087947" "CONN" "15" "574" "up"
"1156087961" "CONN" "15" "574" "down"
"1156088186" "CONN" "15" "574" "up"
"1156088186" "CONN" "15" "574" "down"
"1156088787" "CONN" "15" "574" "up"
"1156088787" "CONN" "15" "574" "down"
"1156088820" "CONN" "15" "574" "up"
"1156088820" "CONN" "15" "574" "down"
"1156088903" "CONN" "15" "574" "up"
"1156088903" "CONN" "15" "574" "down"
"1156088923" "CONN" "15" "574" "up"
"1156088956" "CONN" "15" "574" "down"
"1156088985" "CONN" "15" "574" "up"
"1156089027" "CONN" "15" "574" "down"
"1156089162" "CONN" "15" "574" "up"
"1156089196" "CONN" "15" "574" "down"
"1156089434" "CONN" "15" "574" "up"
"1156089434" "CONN" "15" "574" "down"
"1156089481" "CONN" "15" "574" "up"
"1156089481" "CONN" "15" "574" "down"
"1156089484" "CONN" "15" "574" "up"
"1156089484" "CONN" "15" "574" "down"
"1156089782" "CONN" "15" "574" "up"
"1156089844" "CONN" "15" "574" "down"
"1156089865" "CONN" "15" "574" "up"
"1156089865" "CONN" "15" "574" "down"
"1156089894" "CONN" "15" "574" "up"
"1156089908" "CONN" "15" "574" "down"
"1156089937" "CONN" "15" "574" "up"
"1156089937" "CONN" "15" "574" "down"
"1156089953" "CONN" "15" "574" "up"
"1156089953" "CONN" "15" "574" "down"
"1156090008" "CONN" "15" "574" "up"
"1156090008" "CONN" "15" "574" "down"
"1156090127" "CONN" "15" "574" "up"
"1156090198" "CONN" "15" "574" "down"
"1156090332" "CONN" "15" "574" "up"
"1156090332" "CONN" "15" "574" "down"
"1156093123" "CONN" "15" "574" "up"
"1156093123" "CONN" "15" "574" "down"
"1156093248" "CONN" "15" "574" "up"
"1156093248" "CONN" "15" "574" "down"
"1156093494" "CONN" "15" "574" "up"
"1156093494" "CONN" "15" "574" "down"
"1156093858" "CONN" "15" "574" "up"
"1156093858" "CONN" "15" "574" "down"
"1156084869" "CONN" "15" "575" "up"
"1156084869" "CONN" "15" "575" "down"
"1156084925" "CONN" "15" "575" "up"
"1156084925" "CONN" "15" "575" "down"
"1156085007" "CONN" "15" "575" "up"
"1156085007" "CONN" "15" "575" "down"
"1156085038" "CONN" "15" "575" "up"
"1156085038" "CONN" "15" "575" "down"
"1156085069" "CONN" "15" "575" "up"
"1156085069" "CONN" "15" "575" "down"
"1156085743" "CONN" "15" "575" "up"
"1156085743" "CONN" "15" "575" "down"
"1156085784" "CONN" "15" "575" "up"
"1156085814" "CONN" "15" "575" "down"
"1156086339" "CONN" "15" "575" "up"
"1156086341" "CONN" "15" "575" "down"
"1156086512" "CONN" "15" "575" "up"
"1156086512" "CONN" "15" "575" "down"
"1156086943" "CONN" "15" "575" "up"
"1156086943" "CONN" "15" "575" "down"
"1156086977" "CONN" "15" "575" "up"
"1156086977" "CONN" "15" "575" "down"
"1156087050" "CONN" "15" "575" "up"
"1156087050" "CONN" "15" "575" "down"
"1156087295" "CONN" "15" "575" "up"
"1156087354" "CONN" "15" "575" "down"
"1156087439" "CONN" "15" "575" "up"
"1156087439" "CONN" "15" "575" "down"
"1156090521" "CONN" "15" "575" "up"
"1156090538" "CONN" "15" "575" "down"
"1156090579" "CONN" "15" "575" "up"
"1156090630" "CONN" "15" "575" "down"
"1156085984" "CONN" "15" "58" "up"
"1156085984" "CONN" "15" "58" "down"
"1156085986" "CONN" "15" "58" "up"
"1156085986" "CONN" "15" "58" "down"
"1156086212" "CONN" "15" "58" "up"
"1156086212" "CONN" "15" "58" "down"
"1156086230" "CONN" "15" "58" "up"
"1156086230" "CONN" "15" "58" "down"
"1156086308" "CONN" "15" "58" "up"
"1156086327" "CONN" "15" "58" "down"
"1156086348" "CONN" "15" "58" "up"
"1156086348" "CONN" "15" "58" "down"
"1156086479" "CONN" "15" "58" "up"
"1156086479" "CONN" "15" "58" "down"
"1156086585" "CONN" "15" "58" "up"
"1156086597" "CONN" "15" "58" "down"
"1156086612" "CONN" "15" "58" "up"
"1156086612" "CONN" "15" "58" "down"
"1156087275" "CONN" "15" "58" "up"
"1156087275" "CONN" "15" "58" "down"
"1156089532" "CONN" "15" "58" "up"
"1156089532" "CONN" "15" "58" "down"
"1156089548" "CONN" "15" "58" "up"
"1156089548" "CONN" "15" "58" "down"
"1156090597" "CONN" "15" "58" "up"
"1156090604" "CONN" "15" "58" "down"
"1156090915" "CONN" "15" "58" "up"
"1156090915" "CONN" "15" "58" "down"
"1156091293" "CONN" "15" "58" "up"
"1156091293" "CONN" "15" "58" "down"
"1156091366" "CONN" "15" "58" "up"
"1156091403" "CONN" "15" "58" "down"
"1156091924" "CONN" "15" "585" "up"
"1156091924" "CONN" "15" "585" "down"
"1156085601" "CONN" "15" "59" "up"
"1156085601" "CONN" "15" "59" "down"
"1156085607" "CONN" "15" "59" "up"
"1156085607" "CONN" "15" "59" "down"
"1156085919" "CONN" "15" "59" "up"
"1156085919" "CONN" "15" "59" "down"
"1156085927" "CONN" "15" "59" "up"
"1156085927" "CONN" "15" "59" "down"
"1156086319" "CONN" "15" "59" "up"
"1156086322" "CONN" "15" "59" "down"
"1156086478" "CONN" "15" "59" "up"
"1156086478" "CONN" "15" "59" "down"
"1156086597" "CONN" "15" "59" "up"
"1156086597" "CONN" "15" "59" "down"
"1156086614" "CONN" "15" "59" "up"
"1156086614" "CONN" "15" "59" "down"
"1156086925" "CONN" "15" "59" "up"
"1156086925" "CONN" "15" "59" "down"
"1156086943" "CONN" "15" "59" "up"
"1156086943" "CONN" "15" "59" "down"
"1156087073" "CONN" "15" "59" "up"
"1156087073" "CONN" "15" "59" "down"
"1156087393" "CONN" "15" "59" "up"
"1156087393" "CONN" "15" "59" "down"
"1156087395" "CONN" "15" "59" "up"
"1156087413" "CONN" "15" "59" "down"
"1156091847" "CONN" "15" "59" "up"
"1156091850" "CONN" "15" "59" "down"
"1156092068" "CONN" "15" "59" "up"
"1156092068" "CONN" "15" "59" "down"
"1156092184" "CONN" "15" "59" "up"
"1156092184" "CONN" "15" "59" "down"
"1156092265" "CONN" "15" "59" "up"
"1156092265" "CONN" "15" "59" "down"
"1156092310" "CONN" "15" "59" "up"
"1156092310" "CONN" "15" "59" "down"
"1156092337" "CONN" "15" "59" "up"
"1156092350" "CONN" "15" "59" "down"
"1156086212" "CONN" "15" "591" "up"
"1156086212" "CONN" "15" "591" "down"
"1156090841" "CONN" "15" "596" "up"
"1156090841" "CONN" "15" "596" "down"
"1156085165" "CONN" "15" "60" "up"
"1156085165" "CONN" "15" "60" "down"
"1156085591" "CONN" "15" "60" "up"
"1156085591" "CONN" "15" "60" "down"
"1156085918" "CONN" "15" "60" "up"
"1156085918" "CONN" "15" "60" "down"
"1156085944" "CONN" "15" "60" "up"
"1156085984" "CONN" "15" "60" "down"
"1156086464" "CONN" "15" "60" "up"
"1156086464" "CONN" "15" "60" "down"
"1156086668" "CONN" "15" "60" "up"
"1156086668" "CONN" "15" "60" "down"
"1156086731" "CONN" "15" "60" "up"
"1156086731" "CONN" "15" "60" "down"
"1156086748" "CONN" "15" "60" "up"
"1156086748" "CONN" "15" "60" "down"
"1156086764" "CONN" "15" "60" "up"
"1156086777" "CONN" "15" "60" "down"
"1156086832" "CONN" "15" "60" "up"
"1156086832" "CONN" "15" "60" "down"
"1156086833" "CONN" "15" "60" "up"
"1156086833" "CONN" "15" "60" "down"
"1156086992" "CONN" "15" "60" "up"
"1156086992" "CONN" "15" "60" "down"
"1156087064" "CONN" "15" "60" "up"
"1156087064" "CONN" "15" "60" "down"
"1156087421" "CONN" "15" "60" "up"
"1156087421" "CONN" "15" "60" "down"
"1156087699" "CONN" "15" "60" "up"
"1156087699" "CONN" "15" "60" "down"
"1156087723" "CONN" "15" "60" "up"
"1156087723" "CONN" "15" "60" "down"
"1156088106" "CONN" "15" "60" "up"
"1156088106" "CONN" "15" "60" "down"
"1156088107" "CONN" "15" "60" "up"
"1156088107" "CONN" "15" "60" "down"
"1156088525" "CONN" "15" "60" "up"
"1156088525" "CONN" "15" "60" "down"
"1156088526" "CONN" "15" "60" "up"
"1156088555" "CONN" "15" "60" "down"
"1156092010" "CONN" "15" "60" "up"
"1156092010" "CONN" "15" "60" "down"
"1156092063" "CONN" "15" "60" "up"
"1156092084" "CONN" "15" "60" "down"
"1156092419" "CONN" "15" "60" "up"
"1156092419" "CONN" "15" "60" "down"
"1156092500" "CONN" "15" "60" "up"
"1156092500" "CONN" "15" "60" "down"
"1156092623" "CONN" "15" "60" "up"
