"a" "b" "tempo"
"5" "159" 37000
"5" "166" 0
"5" "179" 0
"5" "182" 0
"5" "196" 0
"5" "198" 0
"5" "199" 0
"5" "203" 0
"5" "210" 0
"5" "236" 0
"5" "244" 0
"5" "252" 0
"5" "257" 0
"5" "258" 0
"5" "272" 0
"5" "284" 0
"5" "287" 0
"5" "294" 168000
"5" "303" 0
"5" "306" 140000
"5" "311" 323000
"5" "318" 181000
"5" "323" 48000
"5" "337" 101000
"5" "338" 89000
"5" "344" 0
"5" "345" 193000
"5" "347" 0
"5" "348" 0
"5" "349" 4000
"5" "353" 28000
"5" "362" 0
"5" "363" 74000
"5" "367" 0
"5" "371" 0
"5" "375" 520000
"5" "377" 151000
"5" "379" 0
"5" "382" 0
"5" "389" 0
"5" "396" 421000
"5" "397" 0
"5" "401" 173000
"5" "404" 0
"5" "407" 0
"5" "408" 15000
"5" "410" 78000
"5" "424" 74000
"5" "427" 0
"5" "428" 0
"5" "430" 0
"5" "433" 297000
"5" "435" 0
"5" "436" 395000
"5" "437" 196000
"5" "439" 196000
"5" "445" 0
"5" "446" 16000
"5" "450" 0
"5" "454" 0
"5" "455" 0
"5" "460" 350000
"5" "463" 117000
"5" "471" 0
"5" "472" 86000
"5" "475" 0
"5" "487" 4000
"5" "501" 0
"5" "503" 11000
"5" "505" 0
"5" "507" 0
"5" "509" 0
"5" "511" 0
"5" "522" 0
"5" "525" 0
"5" "528" 0
"5" "529" 0
"5" "530" 0
"5" "534" 704000
"5" "541" 0
"5" "542" 0
"5" "544" 0
"5" "548" 270000
"5" "551" 0
"5" "556" 0
"5" "557" 92000
"5" "563" 0
"5" "570" 0
"5" "574" 8e+05
"5" "575" 432000
"5" "578" 0
"5" "585" 131000
"5" "589" 25000
"5" "591" 0
"5" "596" 0
"5" "599" 0
"5" "600" 0
"5" "601" 0
"5" "604" 0
"5" "611" 450000
"5" "631" 0
"5" "634" 0
"5" "635" 0
