Nº de nós: 1112
Total Geral Contatos: 132510
Total Tipo Contato (A -> B): 15767
Total Tempo Contato: 1033288
Total Tempo Inter Contato: 30776014
Total Contatos(tempo = 0): 94106
Total Conexões(tempo > 0): 38404
Grau Geral: 15767
Grau Medio: 28.3579136690647
Densidade: 0.0127623373848176
Media Nº Contatos: 8.40426206634109
Media Tempo de Contatos: 65.5348512716433
Media Tempo Inter Contatos: 1951.92579438067
 
"a" "b" "num_contatos" "tempo_contatos" "inter_contatos" "media_tcontatos" "media_intercon" "porc_contatos" "porc_tempo_cont" "porc_inter_cont" "porc_media_tcont" "porc_media_tinter"
"1" "363" 9 242 472 26.8888888888889 59 6.79194023092597e-05 0.000234203823135467 1.53366189656659e-05 0.000391378033075352 2.01136225635922e-05
"1" "373" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "375" 44 288 8192 6.54545454545455 190.511627906977 0.000332050411289714 0.000278721905219068 0.00026618131899732 9.5271587315112e-05 6.49471013168891e-05
"1" "377" 21 357 5016 17 250.8 0.000158478605388273 0.000345499028344469 0.000162984069346992 0.000247441483721194 8.54999413381175e-05
"1" "378" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "379" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "396" 5 33 5384 6.6 1346 3.7733001282922e-05 3.19368849730182e-05 0.000174941433286325 9.60655172094046e-05 0.000458863321535511
"1" "401" 11 355 5493 32.2727272727273 549.3 8.30126028224285e-05 0.000343563459558226 0.000178483152496616 0.000469741854123122 0.000187261235155614
"1" "407" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "408" 3 13 1803 4.33333333333333 901.5 2.26398007697532e-05 1.25811971105829e-05 5.85845847353722e-05 6.30733193799121e-05 0.000307329334594549
"1" "410" 10 109 2505 10.9 278.333333333333 7.54660025658441e-05 0.000105488498850272 8.13945561631211e-05 0.000158653657209471 9.48862985344606e-05
"1" "412" 3 47 43 15.6666666666667 21.5 2.26398007697532e-05 4.54858664767229e-05 1.3971919820416e-06 0.000228034308527375 7.32954042571582e-06
"1" "414" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "415" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "426" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "427" 22 295 4161 13.4090909090909 198.142857142857 0.000166025205644857 0.00028549639597092 0.000135202693890118 0.000195174432346931 6.75486549532747e-05
"1" "433" 10 142 7244 14.2 804.888888888889 7.54660025658441e-05 0.00013742538382329 0.000235378109718822 0.000206686415814174 0.000274393751131191
"1" "435" 7 103 577 14.7142857142857 96.1666666666667 5.28262017960909e-05 9.96817924915416e-05 1.87483668287908e-05 0.000214172040531789 3.27840684157987e-05
"1" "436" 20 146 6802 7.3 358 0.000150932005131688 0.000141296521395777 0.000221016275856906 0.00010625428418616 0.000122045370809594
"1" "437" 24 98 8282 4.08333333333333 360.086956521739 0.000181118406158026 9.48428705259327e-05 0.00026910567430857 5.9434474031071e-05 0.000122756832772049
"1" "439" 27 678 7053 25.1111111111111 271.269230769231 0.000203758206927779 0.000656157818536555 0.000229171977891614 0.000365501799483593 9.24780834035307e-05
"1" "440" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "442" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "446" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "447" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "452" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "455" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "458" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "459" 6 69 331 11.5 66.2 4.52796015395065e-05 6.67771231254016e-05 1.07551289780411e-05 0.00016738688604669 2.25681663340645e-05
"1" "460" 22 143 7241 6.5 344.809523809524 0.000166025205644857 0.000138393168216412 0.000235280631208447 9.46099790698682e-05 0.00011754862064808
"1" "463" 7 239 3610 34.1428571428571 601.666666666667 5.28262017960909e-05 0.000231300469956101 0.000117299140817911 0.000496962307641725 0.000205113495634373
"1" "467" 1 2 0 2 0 7.54660025658441e-06 1.93556878624353e-06 0 2.91107627907287e-05 0
"1" "468" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "469" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "471" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "472" 18 142 6942 7.88888888888889 408.352941176471 0.000135838804618519 0.00013742538382329 0.000225565273007739 0.00011482578656343 0.000139211134433158
"1" "475" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "476" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "482" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "486" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "488" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "491" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "501" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "506" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "510" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "511" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "513" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "515" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "517" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "519" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "522" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "524" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "525" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "527" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "534" 20 103 7313 5.15 384.894736842105 0.000150932005131688 9.96817924915416e-05 0.000237620115457447 7.49602141861263e-05 0.000131214024806021
"1" "535" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "536" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "540" 1 11 0 11 0 7.54660025658441e-06 1.06456283243394e-05 0 0.000160109195349008 0
"1" "546" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "548" 32 658 6091 20.5625 196.483870967742 0.000241491208210701 0.00063680213067412 0.000197913868898032 0.000299295029942179 6.69830918725207e-05
"1" "550" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "551" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "553" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "554" 5 14 2186 2.8 546.5 3.7733001282922e-05 1.35489815037047e-05 7.10293412265799e-05 4.07550679070201e-05 0.000186306690355986
"1" "557" 14 93 4072 6.64285714285714 313.230769230769 0.000105652403592182 9.00039485603239e-05 0.00013231083141566 9.66893192692059e-05 0.000106783143518837
"1" "558" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "567" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "571" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "574" 5 56 5880 11.2 1470 3.7733001282922e-05 5.41959260148187e-05 0.000191057880334991 0.000163020271628081 0.000501136019804756
"1" "575" 52 668 7702 12.8461538461538 151.019607843137 0.000392423213342389 0.000646479974605338 0.000250259828969405 0.000186980668694296 5.14839218959081e-05
"1" "583" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "585" 11 103 1618 9.36363636363636 161.8 8.30126028224285e-05 9.96817924915416e-05 5.25734099289141e-05 0.00013629129852023 5.51590530642242e-05
"1" "592" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "596" 5 186 997 37.2 249.25 3.7733001282922e-05 0.000180007897120648 3.23953582812901e-05 0.000541460187907553 8.4971532609752e-05
"1" "599" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "600" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "602" 3 34 56 11.3333333333333 28 2.26398007697532e-05 3.29046693661399e-05 1.81959886033325e-06 0.000164960989147462 9.54544799628106e-06
"1" "606" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "607" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "610" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "611" 13 83 5397 6.38461538461539 449.75 9.81058033355973e-05 8.03261046291063e-05 0.000175363840164617 9.29305119857877e-05 0.000153323758440265
"1" "612" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "614" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "615" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "616" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "630" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "631" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
"1" "633" 1 0 0 0 0 7.54660025658441e-06 0 0 0 0
