"a" "b" "contagem"
"14" "395" 1
"14" "396" 9
"14" "401" 11
"14" "405" 1
"14" "408" 2
"14" "410" 12
"14" "422" 1
"14" "427" 4
"14" "433" 10
"14" "436" 44
"14" "437" 32
"14" "439" 6
"14" "446" 1
"14" "452" 1
"14" "458" 1
"14" "460" 15
"14" "463" 19
"14" "464" 1
"14" "465" 1
"14" "469" 1
"14" "472" 4
"14" "474" 1
"14" "475" 1
"14" "476" 1
"14" "482" 1
"14" "487" 1
"14" "509" 1
"14" "517" 1
"14" "519" 1
"14" "525" 1
"14" "534" 10
"14" "540" 4
"14" "548" 35
"14" "556" 1
"14" "557" 6
"14" "560" 1
"14" "566" 1
"14" "574" 5
"14" "575" 35
"14" "578" 1
"14" "583" 1
"14" "585" 13
"14" "587" 1
"14" "599" 1
"14" "610" 1
"14" "611" 1
"14" "618" 1
"14" "623" 1
"14" "634" 1
"14" "637" 1
"14" "641" 1
"14" "642" 1
"14" "643" 1
"14" "668" 1
"14" "674" 1
"14" "676" 1
"14" "686" 1
"14" "697" 1
"14" "704" 1
"14" "712" 1
"14" "722" 1
"14" "723" 1
"14" "726" 1
"14" "731" 1
"14" "750" 1
"14" "755" 1
"14" "781" 1
"14" "792" 1
"14" "800" 1
"14" "801" 1
"14" "802" 28
"14" "813" 11
"14" "818" 1
"14" "829" 1
"14" "845" 1
"14" "849" 1
"14" "851" 6
"14" "860" 3
"14" "861" 3
"14" "873" 5
"14" "874" 1
"14" "882" 4
"14" "888" 1
"14" "891" 13
"14" "893" 1
"14" "911" 1
"14" "916" 1
"14" "917" 1
"14" "920" 19
"14" "926" 10
"14" "940" 1
"14" "958" 1
"14" "967" 1
"14" "970" 1
"14" "972" 1
"14" "979" 1
"14" "987" 27
"14" "992" 1
"14" "995" 1
"14" "996" 1
"14" "997" 1
"14" "1003" 1
"14" "1005" 1
"14" "1027" 15
"14" "1045" 1
"14" "1046" 1
"14" "1052" 1
"14" "1056" 3
"14" "1058" 11
"14" "1070" 9
"14" "1072" 1
"14" "1074" 18
"14" "1081" 2
"14" "1083" 2
"14" "1092" 16
"14" "1107" 2
"14" "1109" 5
"15" "16" 20
"15" "17" 65
"15" "18" 37
"15" "19" 27
"15" "20" 23
"15" "21" 25
"15" "22" 67
"15" "23" 34
"15" "24" 23
"15" "25" 32
"15" "26" 15
"15" "27" 49
"15" "28" 5
"15" "29" 55
"15" "30" 16
"15" "31" 56
"15" "32" 37
"15" "33" 29
"15" "34" 32
"15" "35" 58
"15" "36" 13
"15" "37" 38
"15" "38" 23
"15" "39" 50
"15" "40" 16
"15" "41" 39
"15" "42" 41
"15" "43" 19
"15" "44" 37
"15" "45" 33
"15" "46" 24
"15" "47" 38
"15" "48" 58
"15" "49" 51
"15" "50" 14
"15" "51" 22
"15" "52" 22
"15" "53" 63
"15" "54" 36
"15" "55" 16
"15" "56" 38
"15" "57" 37
"15" "58" 16
"15" "59" 19
"15" "60" 25
"15" "61" 27
"15" "62" 43
"15" "70" 14
"15" "73" 1
"15" "78" 1
"15" "81" 4
"15" "85" 6
"15" "88" 6
"15" "90" 12
"15" "94" 1
"15" "95" 16
"15" "102" 1
"15" "105" 1
"15" "108" 2
"15" "114" 6
"15" "115" 10
"15" "120" 29
"15" "121" 4
"15" "126" 1
"15" "139" 1
"15" "144" 23
"15" "150" 6
"15" "151" 15
"15" "153" 6
"15" "159" 5
"15" "168" 1
"15" "230" 1
"15" "231" 1
"15" "248" 1
"15" "258" 1
"15" "259" 1
"15" "266" 1
"15" "267" 1
"15" "270" 1
"15" "271" 1
"15" "272" 1
"15" "285" 1
"15" "287" 7
"15" "292" 1
"15" "294" 2
"15" "297" 2
"15" "300" 1
"15" "306" 22
"15" "311" 43
"15" "314" 1
"15" "318" 23
"15" "319" 1
"15" "333" 1
"15" "337" 23
"15" "338" 24
"15" "343" 1
"15" "344" 1
"15" "345" 40
"15" "347" 1
"15" "349" 1
"15" "350" 1
"15" "351" 1
"15" "352" 1
"15" "353" 1
"15" "358" 1
"15" "361" 1
"15" "363" 8
"15" "365" 1
"15" "375" 24
"15" "377" 29
"15" "396" 46
"15" "397" 1
"15" "401" 24
"15" "408" 2
"15" "410" 2
"15" "411" 1
"15" "416" 1
"15" "417" 1
"15" "422" 1
"15" "424" 1
"15" "427" 5
"15" "428" 1
"15" "433" 27
"15" "435" 1
"15" "436" 13
"15" "437" 27
"15" "439" 31
"15" "443" 1
"15" "446" 1
"15" "451" 1
"15" "458" 1
"15" "459" 3
"15" "460" 35
"15" "463" 35
"15" "464" 1
"15" "472" 31
"15" "475" 1
"15" "476" 3
"15" "479" 1
"15" "487" 1
"15" "501" 1
"15" "505" 1
"15" "510" 1
"15" "511" 1
"15" "522" 1
"15" "524" 1
"15" "525" 1
"15" "526" 1
"15" "534" 18
"15" "540" 1
"15" "541" 1
"15" "543" 1
"15" "548" 8
"15" "550" 1
"15" "554" 1
"15" "557" 26
"15" "558" 1
"15" "559" 1
"15" "563" 1
"15" "574" 27
"15" "575" 16
"15" "585" 1
"15" "591" 1
"15" "596" 1
"15" "600" 1
"15" "611" 48
"15" "622" 1
"15" "625" 1
"15" "631" 1
"15" "634" 1
"15" "637" 1
"15" "642" 1
"15" "654" 1
"15" "658" 1
"15" "661" 1
"15" "682" 1
"15" "687" 1
"15" "693" 1
"15" "694" 1
"15" "702" 1
"15" "711" 1
"15" "712" 1
"15" "724" 1
"15" "725" 1
"15" "731" 1
"15" "732" 1
"15" "742" 1
"15" "743" 1
"15" "745" 1
"15" "752" 1
"15" "754" 1
"15" "757" 1
"15" "758" 1
"15" "768" 1
"15" "770" 1
"15" "771" 1
"15" "776" 1
"15" "785" 1
"15" "791" 1
"15" "796" 1
"15" "798" 1
"15" "799" 1
"15" "800" 1
"15" "802" 9
"15" "808" 4
"15" "809" 1
"15" "813" 38
"15" "818" 1
"15" "823" 1
"15" "830" 1
"15" "831" 1
"15" "839" 1
"15" "845" 1
"15" "846" 4
"15" "847" 1
"15" "848" 1
"15" "851" 33
"15" "852" 1
"15" "860" 13
"15" "868" 2
"15" "873" 8
"15" "877" 1
"15" "881" 1
"15" "882" 7
"15" "891" 10
"15" "905" 1
"15" "909" 1
"15" "920" 20
"15" "921" 1
"15" "926" 14
"15" "938" 1
"15" "940" 1
"15" "943" 1
"15" "944" 1
"15" "947" 1
"15" "955" 1
"15" "957" 1
"15" "958" 1
"15" "963" 1
"15" "968" 1
"15" "975" 1
"15" "987" 5
"15" "992" 1
"15" "996" 6
"15" "1003" 21
"15" "1017" 3
"15" "1027" 11
"15" "1028" 1
"15" "1035" 1
"15" "1037" 1
"15" "1045" 1
"15" "1046" 11
"15" "1052" 1
"15" "1058" 57
"15" "1063" 1
"15" "1066" 1
"15" "1070" 9
"15" "1072" 1
"15" "1074" 28
"15" "1075" 1
"15" "1077" 1
"15" "1081" 47
"15" "1083" 36
"15" "1090" 1
"15" "1092" 14
"15" "1107" 3
"15" "1109" 25
"16" "17" 4
"16" "18" 2
"16" "19" 51
"16" "20" 25
"16" "21" 13
"16" "23" 11
"16" "25" 32
"16" "26" 50
"16" "27" 1
"16" "28" 56
"16" "29" 9
"16" "30" 94
"16" "31" 2
"16" "32" 14
"16" "33" 50
"16" "34" 71
"16" "35" 28
"16" "36" 87
"16" "37" 31
"16" "38" 87
"16" "39" 46
"16" "40" 82
"16" "41" 1
"16" "42" 8
"16" "43" 58
"16" "44" 50
"16" "45" 45
"16" "46" 95
"16" "47" 15
"16" "48" 4
"16" "49" 17
"16" "50" 129
"16" "51" 48
"16" "52" 4
"16" "54" 11
"16" "55" 62
"16" "56" 7
"16" "57" 1
"16" "58" 44
"16" "59" 34
"16" "60" 13
"16" "61" 30
"16" "62" 5
"16" "69" 1
"16" "70" 30
"16" "72" 1
"16" "73" 1
"16" "78" 1
"16" "79" 1
"16" "85" 28
"16" "86" 1
"16" "88" 24
"16" "91" 2
"16" "94" 1
"16" "95" 38
"16" "99" 1
"16" "102" 1
"16" "104" 1
"16" "105" 1
"16" "108" 17
"16" "112" 1
"16" "114" 8
"16" "115" 1
"16" "116" 2
"16" "119" 1
"16" "120" 24
"16" "121" 10
"16" "124" 1
"16" "133" 1
"16" "134" 1
"16" "137" 1
"16" "145" 1
"16" "149" 1
"16" "151" 7
"16" "153" 8
"16" "157" 10
"16" "159" 1
"16" "160" 1
"16" "165" 1
"16" "173" 1
"16" "174" 1
"16" "175" 1
"16" "179" 1
"16" "182" 1
"16" "183" 1
"16" "188" 1
"16" "190" 1
"16" "197" 1
"16" "198" 1
"16" "201" 1
"16" "203" 1
"16" "204" 1
"16" "206" 2
"16" "209" 1
"16" "215" 1
"16" "220" 2
"16" "221" 1
"16" "222" 1
"16" "225" 1
"16" "229" 1
"16" "230" 1
"16" "232" 1
"16" "235" 1
"16" "236" 1
"16" "237" 1
"16" "240" 1
"16" "241" 2
"16" "243" 1
"16" "248" 1
"16" "256" 1
"16" "258" 1
"16" "259" 1
"16" "263" 1
"16" "267" 1
"16" "271" 2
"16" "272" 1
"16" "273" 1
"16" "275" 1
"16" "277" 3
"16" "281" 1
"16" "284" 1
"16" "285" 1
"16" "287" 2
"16" "290" 1
"16" "291" 1
"16" "294" 8
"16" "295" 1
"16" "297" 1
"16" "298" 1
"16" "302" 1
"16" "303" 1
"16" "305" 1
"16" "306" 12
"16" "310" 1
"16" "311" 2
"16" "318" 2
"16" "319" 8
"16" "320" 2
"16" "322" 1
"16" "324" 1
"16" "326" 1
"16" "329" 1
"16" "330" 1
"16" "337" 31
"16" "338" 18
"16" "343" 1
"16" "349" 1
"16" "356" 1
"16" "357" 1
"16" "360" 1
"16" "362" 1
"16" "363" 6
"16" "365" 1
"16" "375" 20
"16" "377" 1
"16" "379" 1
"16" "382" 1
"16" "383" 1
"16" "401" 2
"16" "402" 1
"16" "408" 1
"16" "410" 4
"16" "417" 1
"16" "426" 1
"16" "427" 10
"16" "431" 1
"16" "433" 12
"16" "434" 1
"16" "436" 20
"16" "437" 13
"16" "439" 7
"16" "451" 2
"16" "452" 1
"16" "453" 1
"16" "455" 1
"16" "460" 14
"16" "462" 1
"16" "463" 3
"16" "464" 1
"16" "466" 1
"16" "467" 1
"16" "469" 1
"16" "471" 2
"16" "472" 2
"16" "476" 3
"16" "483" 1
"16" "486" 3
"16" "487" 3
"16" "488" 1
"16" "490" 1
"16" "496" 1
"16" "501" 3
"16" "502" 1
"16" "507" 1
"16" "510" 1
"16" "511" 1
"16" "512" 1
"16" "513" 1
"16" "516" 1
"16" "518" 1
"16" "519" 1
"16" "521" 1
"16" "529" 2
"16" "534" 5
"16" "535" 1
"16" "540" 1
"16" "548" 57
"16" "550" 1
"16" "551" 1
"16" "556" 1
"16" "558" 1
"16" "565" 1
"16" "571" 1
"16" "575" 73
"16" "583" 1
"16" "585" 4
"16" "592" 1
"16" "597" 1
"16" "599" 1
"16" "602" 1
"16" "606" 1
"16" "610" 1
"16" "611" 1
"16" "614" 1
"16" "615" 1
"16" "616" 1
"16" "618" 1
"16" "619" 1
"16" "620" 1
"16" "621" 1
"16" "624" 1
"16" "628" 1
"16" "631" 1
"16" "635" 1
"16" "636" 1
"16" "637" 3
"16" "641" 1
"16" "642" 1
"16" "646" 1
"16" "647" 1
"16" "649" 1
"16" "651" 6
"16" "652" 1
"16" "653" 1
"16" "654" 1
"16" "659" 1
"16" "661" 1
"16" "663" 1
"16" "665" 1
"16" "666" 1
"16" "668" 1
"16" "670" 1
"16" "672" 1
"16" "674" 1
"16" "677" 1
"16" "682" 3
"16" "686" 1
"16" "687" 1
"16" "689" 1
"16" "690" 1
"16" "691" 1
"16" "697" 1
"16" "699" 1
"16" "700" 1
"16" "701" 1
"16" "703" 1
"16" "704" 1
"16" "705" 1
"16" "707" 1
"16" "708" 1
"16" "709" 1
"16" "712" 1
"16" "713" 1
"16" "714" 1
"16" "717" 1
"16" "719" 1
"16" "720" 1
"16" "722" 1
"16" "728" 1
"16" "729" 1
"16" "731" 1
"16" "736" 1
"16" "741" 1
"16" "744" 1
"16" "745" 1
"16" "746" 1
"16" "753" 1
"16" "755" 1
"16" "757" 1
"16" "763" 1
"16" "766" 1
"16" "767" 1
"16" "768" 1
"16" "772" 1
"16" "775" 1
"16" "778" 1
"16" "785" 1
"16" "786" 1
"16" "788" 1
"16" "791" 1
"16" "792" 1
"16" "798" 1
"16" "802" 24
"16" "808" 2
"16" "813" 10
"16" "814" 1
"16" "817" 1
"16" "818" 1
"16" "819" 1
"16" "823" 1
"16" "828" 1
"16" "837" 1
"16" "840" 1
"16" "845" 1
"16" "846" 1
"16" "847" 2
"16" "849" 1
"16" "851" 2
"16" "852" 1
"16" "856" 1
"16" "862" 1
"16" "869" 1
"16" "871" 1
"16" "873" 13
"16" "875" 1
"16" "876" 1
"16" "877" 2
"16" "878" 1
"16" "879" 1
"16" "882" 9
"16" "888" 1
"16" "889" 1
"16" "891" 17
"16" "908" 1
"16" "910" 1
"16" "911" 1
"16" "914" 1
"16" "920" 21
"16" "926" 6
"16" "927" 1
"16" "928" 1
"16" "930" 4
"16" "936" 1
"16" "940" 1
"16" "944" 1
"16" "946" 1
"16" "948" 1
"16" "953" 1
"16" "958" 1
"16" "962" 1
"16" "965" 2
"16" "967" 1
"16" "972" 1
"16" "974" 1
"16" "975" 1
"16" "979" 1
"16" "984" 1
"16" "986" 1
"16" "987" 15
"16" "988" 1
"16" "992" 1
"16" "993" 1
"16" "996" 1
"16" "997" 1
"16" "998" 5
"16" "1002" 1
"16" "1005" 1
"16" "1008" 1
"16" "1015" 1
"16" "1016" 1
"16" "1017" 7
"16" "1025" 1
"16" "1027" 23
"16" "1032" 1
"16" "1033" 1
"16" "1034" 1
"16" "1040" 1
"16" "1045" 1
"16" "1048" 1
"16" "1051" 1
"16" "1052" 1
"16" "1054" 1
"16" "1055" 1
"16" "1058" 3
"16" "1063" 1
"16" "1064" 1
"16" "1065" 1
"16" "1068" 2
"16" "1069" 2
"16" "1070" 8
"16" "1071" 1
"16" "1074" 15
"16" "1076" 1
"16" "1077" 1
"16" "1081" 1
"16" "1084" 1
"16" "1092" 9
"16" "1095" 1
"16" "1102" 1
"16" "1106" 1
"16" "1107" 1
"16" "1108" 1
"16" "1112" 1
"17" "18" 165
"17" "19" 43
"17" "20" 38
"17" "21" 27
"17" "22" 57
"17" "23" 54
"17" "24" 73
"17" "25" 24
"17" "26" 50
"17" "27" 19
"17" "28" 1
"17" "29" 60
"17" "30" 1
"17" "31" 50
"17" "32" 45
"17" "33" 13
"17" "34" 21
"17" "35" 33
"17" "36" 6
"17" "37" 30
"17" "38" 1
"17" "39" 26
"17" "40" 7
"17" "41" 34
"17" "42" 21
"17" "43" 15
"17" "44" 21
"17" "45" 24
"17" "46" 4
"17" "47" 38
"17" "48" 45
"17" "49" 51
"17" "51" 22
"17" "52" 53
"17" "53" 69
"17" "54" 55
"17" "55" 20
"17" "56" 33
"17" "57" 26
"17" "58" 21
"17" "59" 29
"17" "60" 25
"17" "61" 19
"17" "62" 23
"17" "70" 20
"17" "76" 1
"17" "81" 9
"17" "85" 2
"17" "88" 13
"17" "90" 13
"17" "95" 8
"17" "98" 1
"17" "105" 1
"17" "108" 2
"17" "113" 1
"17" "114" 3
"17" "115" 29
"17" "120" 27
"17" "121" 7
"17" "134" 1
"17" "144" 24
"17" "148" 1
"17" "150" 26
"17" "151" 6
"17" "153" 11
"17" "158" 1
"17" "159" 2
"17" "161" 1
"17" "162" 1
"17" "168" 1
"17" "230" 1
"17" "233" 1
"17" "269" 1
"17" "271" 2
"17" "287" 7
"17" "293" 1
"17" "294" 3
"17" "297" 2
"17" "300" 1
"17" "306" 23
"17" "311" 35
"17" "316" 1
"17" "318" 19
"17" "331" 1
"17" "332" 1
"17" "337" 9
"17" "338" 29
"17" "345" 38
"17" "346" 1
"17" "353" 1
"17" "357" 1
"17" "359" 1
"17" "360" 1
"17" "363" 3
"17" "375" 24
"17" "377" 33
"17" "388" 1
"17" "395" 1
"17" "396" 37
"17" "401" 35
"17" "405" 1
"17" "408" 2
"17" "410" 4
"17" "422" 1
"17" "424" 1
"17" "427" 9
"17" "433" 21
"17" "436" 22
"17" "437" 22
"17" "439" 26
"17" "444" 1
"17" "446" 1
"17" "448" 2
"17" "450" 1
"17" "459" 1
"17" "460" 16
"17" "463" 40
"17" "472" 16
"17" "488" 1
"17" "501" 1
"17" "506" 1
"17" "509" 1
"17" "524" 1
"17" "525" 1
"17" "530" 1
"17" "534" 22
"17" "539" 1
"17" "548" 8
"17" "554" 1
"17" "557" 38
"17" "568" 1
"17" "570" 1
"17" "574" 19
"17" "575" 9
"17" "578" 1
"17" "583" 1
"17" "585" 1
"17" "599" 1
"17" "611" 43
"17" "615" 1
"17" "616" 2
"17" "631" 1
"17" "637" 1
"17" "642" 1
"17" "645" 1
"17" "657" 1
"17" "667" 1
"17" "682" 1
"17" "687" 1
"17" "697" 1
"17" "704" 1
"17" "712" 1
"17" "726" 1
"17" "730" 1
"17" "751" 1
"17" "753" 1
"17" "756" 1
"17" "757" 1
"17" "768" 1
"17" "772" 1
"17" "788" 1
"17" "798" 1
"17" "800" 1
"17" "802" 7
"17" "808" 2
"17" "813" 31
"17" "815" 1
"17" "826" 1
"17" "828" 1
"17" "846" 1
"17" "849" 1
"17" "851" 41
"17" "856" 1
"17" "860" 28
"17" "861" 4
"17" "867" 1
"17" "873" 11
"17" "874" 1
"17" "877" 1
"17" "882" 16
"17" "890" 1
"17" "891" 19
"17" "900" 1
"17" "906" 1
"17" "916" 1
"17" "920" 39
"17" "921" 1
"17" "923" 1
"17" "926" 27
"17" "929" 1
"17" "936" 2
"17" "939" 1
"17" "941" 1
"17" "947" 1
"17" "957" 1
"17" "962" 1
"17" "970" 1
"17" "987" 2
"17" "992" 1
"17" "996" 7
"17" "998" 7
"17" "1003" 35
"17" "1015" 1
"17" "1027" 9
"17" "1028" 1
"17" "1046" 14
"17" "1048" 1
"17" "1058" 49
"17" "1070" 10
"17" "1072" 1
"17" "1074" 25
"17" "1075" 1
"17" "1081" 37
"17" "1083" 34
"17" "1087" 2
"17" "1091" 1
"17" "1092" 16
"17" "1107" 3
"17" "1109" 27
"18" "19" 19
"18" "20" 16
"18" "21" 17
"18" "22" 33
"18" "23" 38
"18" "24" 84
"18" "25" 11
"18" "26" 14
"18" "27" 13
"18" "29" 34
"18" "30" 1
"18" "31" 25
"18" "32" 15
"18" "33" 12
"18" "34" 12
"18" "35" 10
"18" "36" 1
"18" "37" 11
"18" "38" 1
"18" "39" 15
"18" "40" 3
"18" "41" 14
"18" "42" 9
"18" "43" 4
"18" "44" 11
"18" "45" 12
"18" "46" 1
"18" "47" 8
"18" "48" 20
"18" "49" 33
"18" "51" 13
"18" "52" 26
"18" "53" 42
"18" "54" 33
"18" "55" 13
"18" "56" 16
"18" "57" 11
"18" "58" 14
"18" "59" 19
"18" "60" 13
"18" "61" 13
"18" "62" 13
"18" "70" 17
"18" "81" 6
"18" "83" 1
"18" "85" 3
"18" "88" 2
"18" "90" 2
"18" "95" 4
"18" "102" 1
"18" "114" 3
"18" "115" 30
"18" "120" 18
"18" "121" 1
"18" "144" 28
"18" "147" 1
"18" "149" 1
"18" "150" 20
"18" "151" 9
"18" "153" 5
"18" "155" 1
"18" "157" 1
"18" "159" 1
"18" "160" 1
"18" "163" 1
"18" "244" 1
"18" "271" 3
"18" "284" 1
"18" "285" 1
"18" "287" 8
"18" "294" 4
"18" "297" 10
"18" "306" 8
"18" "311" 30
"18" "318" 16
"18" "321" 1
"18" "332" 1
"18" "337" 8
"18" "338" 11
"18" "345" 24
"18" "346" 1
"18" "353" 1
"18" "357" 2
"18" "363" 2
"18" "367" 1
"18" "368" 1
"18" "374" 1
"18" "375" 16
"18" "377" 33
"18" "389" 1
"18" "396" 16
"18" "401" 22
"18" "408" 3
"18" "410" 6
"18" "427" 5
"18" "433" 13
"18" "436" 14
"18" "437" 23
"18" "439" 13
"18" "448" 1
"18" "460" 8
"18" "462" 1
"18" "463" 31
"18" "471" 1
"18" "472" 26
"18" "475" 1
"18" "510" 1
"18" "511" 1
"18" "529" 1
"18" "534" 14
"18" "538" 1
"18" "540" 3
"18" "548" 4
"18" "551" 1
"18" "554" 3
"18" "556" 1
"18" "557" 20
"18" "565" 1
"18" "574" 14
"18" "575" 7
"18" "585" 5
"18" "592" 1
"18" "611" 34
"18" "646" 1
"18" "650" 1
"18" "654" 1
"18" "671" 1
"18" "712" 1
"18" "728" 1
"18" "736" 1
"18" "751" 1
"18" "755" 1
"18" "781" 1
"18" "800" 1
"18" "802" 2
"18" "813" 19
"18" "814" 1
"18" "818" 1
"18" "846" 7
"18" "851" 36
"18" "860" 17
"18" "861" 11
"18" "868" 1
"18" "873" 7
"18" "877" 1
"18" "882" 7
"18" "884" 1
"18" "891" 20
"18" "920" 27
"18" "926" 15
"18" "936" 1
"18" "957" 1
"18" "963" 1
"18" "969" 1
"18" "977" 1
"18" "987" 2
"18" "995" 1
"18" "996" 1
"18" "998" 6
"18" "1003" 22
"18" "1012" 1
"18" "1015" 1
"18" "1027" 3
"18" "1030" 1
"18" "1032" 1
"18" "1039" 1
"18" "1045" 1
"18" "1046" 6
"18" "1048" 1
"18" "1054" 1
"18" "1058" 47
"18" "1070" 12
"18" "1074" 24
"18" "1081" 36
"18" "1082" 1
"18" "1083" 20
"18" "1092" 9
"18" "1100" 1
"18" "1107" 1
"18" "1109" 26
"19" "20" 48
"19" "21" 38
"19" "22" 29
"19" "23" 16
"19" "24" 25
"19" "25" 12
"19" "26" 172
"19" "27" 7
"19" "28" 25
"19" "29" 36
"19" "30" 45
"19" "31" 16
"19" "32" 29
"19" "33" 35
"19" "34" 52
"19" "35" 19
"19" "36" 32
"19" "37" 18
"19" "38" 50
"19" "39" 33
"19" "40" 49
"19" "41" 16
"19" "42" 25
"19" "43" 31
"19" "44" 32
"19" "45" 32
"19" "46" 48
"19" "47" 25
"19" "48" 24
"19" "49" 33
"19" "50" 54
"19" "51" 25
"19" "52" 18
"19" "53" 36
"19" "54" 14
"19" "55" 22
"19" "56" 29
"19" "57" 15
"19" "58" 36
"19" "59" 24
"19" "60" 30
"19" "61" 17
"19" "62" 17
"19" "64" 2
"19" "70" 11
"19" "85" 9
"19" "88" 25
"19" "90" 3
"19" "95" 25
"19" "102" 1
"19" "106" 1
"19" "108" 2
"19" "112" 1
"19" "113" 1
"19" "114" 2
"19" "115" 8
"19" "119" 1
"19" "120" 14
"19" "121" 4
"19" "134" 1
"19" "144" 16
"19" "150" 12
"19" "151" 5
"19" "153" 19
"19" "159" 5
"19" "178" 1
"19" "180" 1
"19" "198" 1
"19" "210" 1
"19" "239" 1
"19" "251" 1
"19" "269" 1
"19" "271" 1
"19" "275" 1
"19" "277" 1
"19" "284" 1
"19" "287" 11
"19" "294" 6
"19" "301" 1
"19" "306" 5
"19" "311" 19
"19" "318" 10
"19" "321" 1
"19" "326" 1
"19" "337" 30
"19" "338" 5
"19" "345" 7
"19" "349" 1
"19" "358" 1
"19" "362" 1
"19" "363" 8
"19" "366" 1
"19" "375" 16
"19" "377" 35
"19" "378" 1
"19" "380" 1
"19" "389" 1
"19" "395" 1
"19" "396" 15
"19" "401" 20
"19" "404" 1
"19" "408" 1
"19" "410" 1
"19" "417" 1
"19" "423" 1
"19" "425" 1
"19" "427" 4
"19" "428" 1
"19" "433" 10
"19" "436" 35
"19" "437" 14
"19" "439" 15
"19" "447" 1
"19" "451" 3
"19" "460" 10
"19" "463" 22
"19" "472" 9
"19" "476" 4
"19" "479" 1
"19" "484" 1
"19" "487" 1
"19" "501" 1
"19" "506" 1
"19" "507" 1
"19" "511" 1
"19" "517" 1
"19" "525" 1
"19" "534" 7
"19" "548" 29
"19" "551" 1
"19" "557" 9
"19" "567" 1
"19" "570" 1
"19" "574" 7
"19" "575" 28
"19" "578" 1
"19" "583" 1
"19" "585" 4
"19" "592" 1
"19" "596" 1
"19" "599" 1
"19" "605" 1
"19" "609" 1
"19" "611" 16
"19" "615" 1
"19" "631" 1
"19" "637" 2
"19" "642" 1
"19" "645" 1
"19" "654" 1
"19" "658" 1
"19" "661" 1
"19" "676" 5
"19" "687" 1
"19" "689" 1
"19" "697" 1
"19" "702" 1
"19" "704" 1
"19" "711" 1
"19" "714" 1
"19" "730" 1
"19" "731" 1
"19" "742" 1
"19" "745" 1
"19" "746" 1
"19" "757" 1
"19" "761" 1
"19" "768" 1
"19" "770" 1
"19" "771" 1
"19" "781" 1
"19" "793" 1
"19" "796" 1
"19" "798" 1
"19" "802" 23
"19" "807" 1
"19" "808" 2
"19" "813" 8
"19" "826" 1
"19" "846" 2
"19" "851" 11
"19" "860" 21
"19" "873" 9
"19" "874" 1
"19" "877" 1
"19" "879" 1
"19" "882" 6
"19" "891" 4
"19" "920" 3
"19" "924" 1
"19" "927" 1
"19" "930" 1
"19" "934" 1
"19" "939" 1
"19" "944" 1
"19" "967" 1
"19" "984" 1
"19" "986" 1
"19" "987" 14
"19" "993" 2
"19" "995" 1
"19" "997" 1
"19" "998" 2
"19" "1002" 1
"19" "1003" 17
"19" "1005" 1
"19" "1017" 3
"19" "1027" 5
"19" "1030" 1
"19" "1031" 1
"19" "1046" 1
"19" "1051" 1
"19" "1058" 14
"19" "1063" 1
"19" "1070" 9
"19" "1072" 1
"19" "1074" 14
"19" "1081" 18
"19" "1083" 9
"19" "1084" 1
"19" "1092" 6
"19" "1107" 1
"19" "1109" 17
"20" "21" 25
"20" "22" 21
"20" "23" 33
"20" "24" 18
"20" "25" 30
"20" "26" 51
"20" "27" 9
"20" "28" 11
"20" "29" 23
"20" "30" 26
"20" "31" 24
"20" "32" 16
"20" "33" 21
"20" "34" 44
"20" "35" 12
"20" "36" 38
"20" "37" 30
"20" "38" 29
"20" "39" 30
"20" "40" 24
"20" "41" 27
"20" "42" 7
"20" "43" 22
"20" "44" 14
"20" "45" 22
"20" "46" 46
"20" "47" 25
"20" "48" 13
"20" "49" 29
"20" "50" 65
"20" "51" 24
"20" "52" 11
"20" "53" 39
"20" "54" 4
"20" "55" 23
"20" "56" 35
"20" "57" 19
"20" "58" 36
"20" "59" 17
"20" "60" 15
"20" "61" 21
"20" "62" 7
"20" "70" 25
"20" "73" 3
"20" "81" 6
"20" "85" 4
"20" "88" 2
"20" "90" 3
"20" "95" 23
"20" "102" 1
"20" "108" 1
"20" "114" 2
"20" "115" 3
"20" "118" 1
"20" "120" 12
"20" "121" 2
"20" "137" 1
"20" "144" 18
"20" "147" 1
"20" "149" 1
"20" "150" 5
"20" "151" 2
"20" "153" 5
"20" "154" 1
"20" "157" 1
"20" "159" 7
"20" "163" 1
"20" "164" 1
"20" "165" 1
"20" "199" 1
"20" "236" 1
"20" "259" 2
"20" "271" 4
"20" "279" 1
"20" "284" 1
"20" "285" 1
"20" "287" 8
"20" "294" 11
"20" "297" 6
"20" "306" 20
"20" "308" 1
"20" "311" 20
"20" "318" 20
"20" "322" 1
"20" "326" 1
"20" "328" 1
"20" "337" 15
"20" "338" 10
"20" "345" 13
"20" "363" 3
"20" "375" 10
"20" "377" 29
"20" "379" 1
"20" "380" 1
"20" "396" 15
"20" "401" 20
"20" "408" 2
"20" "410" 10
"20" "427" 4
"20" "433" 6
"20" "435" 1
"20" "436" 19
"20" "437" 15
"20" "439" 8
"20" "445" 1
"20" "455" 1
"20" "460" 19
"20" "463" 19
"20" "467" 1
"20" "471" 1
"20" "472" 14
"20" "480" 1
"20" "482" 1
"20" "498" 1
"20" "501" 1
"20" "505" 1
"20" "522" 1
"20" "534" 18
"20" "540" 6
"20" "548" 20
"20" "554" 4
"20" "557" 9
"20" "560" 1
"20" "574" 23
"20" "575" 30
"20" "585" 8
"20" "599" 1
"20" "605" 1
"20" "611" 30
"20" "631" 1
