"a" "b" "tinicio" "tfinal" "tcontato"
"5" "1109" 6714000 6731000 17000
"5" "1109" 6890000 6890000 0
"5" "1109" 6943000 6943000 0
"5" "1109" 7012000 7012000 0
"5" "1109" 7079000 7094000 15000
"5" "1109" 7130000 7130000 0
"5" "1109" 7254000 7254000 0
"5" "1109" 7430000 7430000 0
"5" "1109" 7513000 7513000 0
"6" "7" 1187000 1187000 0
"6" "7" 2819000 2819000 0
"6" "7" 2823000 2823000 0
"6" "7" 2976000 2976000 0
"6" "7" 2978000 2978000 0
"6" "7" 3018000 3018000 0
"6" "7" 3027000 3027000 0
"6" "7" 3861000 3879000 18000
"6" "7" 3909000 3909000 0
"6" "7" 5674000 5674000 0
"6" "7" 6061000 6074000 13000
"6" "7" 6115000 6132000 17000
"6" "7" 6143000 6178000 35000
"6" "7" 6201000 6201000 0
"6" "7" 6224000 6224000 0
"6" "7" 6234000 6234000 0
"6" "7" 6264000 6264000 0
"6" "7" 6710000 6710000 0
"6" "7" 7729000 7729000 0
"6" "8" 1146000 1146000 0
"6" "8" 1163000 1163000 0
"6" "8" 2100000 2104000 4000
"6" "8" 2137000 2137000 0
"6" "8" 2148000 2186000 38000
"6" "8" 2196000 2198000 2000
"6" "8" 2244000 2244000 0
"6" "8" 2249000 2249000 0
"6" "8" 2266000 2266000 0
"6" "8" 2282000 2282000 0
"6" "8" 2287000 2287000 0
"6" "8" 2341000 2341000 0
"6" "8" 2361000 2361000 0
"6" "8" 2624000 2624000 0
"6" "8" 3098000 3098000 0
"6" "8" 3565000 3589000 24000
"6" "8" 3615000 3629000 14000
"6" "8" 3647000 3647000 0
"6" "8" 4180000 4180000 0
"6" "8" 6051000 6051000 0
"6" "8" 6086000 6086000 0
"6" "8" 8651000 8651000 0
"6" "8" 9144000 9165000 21000
"6" "8" 9170000 9191000 21000
"6" "8" 9257000 9271000 14000
"6" "8" 9282000 9299000 17000
"6" "8" 9352000 9352000 0
"6" "8" 9368000 9368000 0
"6" "8" 9387000 9398000 11000
"6" "8" 9425000 9425000 0
"6" "8" 9438000 9481000 43000
"6" "8" 9518000 9518000 0
"6" "8" 9541000 9541000 0
"6" "8" 9558000 9584000 26000
"6" "8" 9610000 9610000 0
"6" "8" 9637000 9637000 0
"6" "8" 9639000 9688000 49000
"6" "8" 9728000 9731000 3000
"6" "8" 9760000 9760000 0
"6" "8" 9806000 9806000 0
"6" "8" 9903000 9918000 15000
"6" "8" 9958000 9978000 20000
"6" "8" 10044000 10044000 0
"6" "9" 2180000 2180000 0
"6" "9" 2299000 2299000 0
"6" "9" 2638000 2638000 0
"6" "9" 2933000 2933000 0
"6" "9" 3e+06 3e+06 0
"6" "9" 3660000 3660000 0
"6" "9" 4258000 4258000 0
"6" "9" 4381000 4381000 0
"6" "9" 5424000 5424000 0
"6" "9" 5433000 5433000 0
"6" "9" 5472000 5472000 0
"6" "9" 5594000 5594000 0
"6" "9" 5607000 5607000 0
"6" "9" 5695000 5695000 0
"6" "9" 5714000 5714000 0
"6" "9" 7718000 7718000 0
"6" "9" 7740000 7740000 0
"6" "9" 7772000 7785000 13000
"6" "9" 7806000 7806000 0
"6" "9" 7812000 7839000 27000
"6" "9" 7858000 7874000 16000
"6" "9" 7921000 7940000 19000
"6" "9" 7975000 7975000 0
"6" "9" 8197000 8197000 0
"6" "9" 8406000 8444000 38000
"6" "9" 8477000 8477000 0
"6" "9" 8500000 8547000 47000
"6" "9" 8576000 8637000 61000
"6" "9" 8917000 8937000 20000
"6" "9" 8968000 9111000 143000
"6" "9" 9354000 9354000 0
"6" "9" 9699000 9699000 0
"6" "9" 9842000 9860000 18000
"6" "9" 9886000 10134000 248000
"6" "10" 7677000 7681000 4000
"6" "10" 7729000 7729000 0
"6" "10" 7812000 7812000 0
"6" "11" 1720000 1720000 0
"6" "11" 1730000 1730000 0
"6" "11" 1762000 1783000 21000
"6" "11" 1799000 1799000 0
"6" "11" 2330000 2330000 0
"6" "11" 2349000 2349000 0
"6" "11" 2388000 2388000 0
"6" "11" 2406000 2406000 0
"6" "11" 2495000 2495000 0
"6" "11" 2634000 2634000 0
"6" "11" 2666000 2666000 0
"6" "11" 3313000 3313000 0
"6" "11" 3323000 3323000 0
"6" "11" 3366000 3366000 0
"6" "11" 3396000 3396000 0
"6" "11" 3432000 3432000 0
"6" "11" 3547000 3547000 0
"6" "11" 3815000 3844000 29000
"6" "11" 4163000 4163000 0
"6" "11" 4193000 4193000 0
"6" "11" 4446000 4446000 0
"6" "11" 4751000 4751000 0
"6" "11" 4764000 4764000 0
"6" "11" 4818000 4818000 0
"6" "11" 4888000 4888000 0
"6" "11" 4891000 4891000 0
"6" "11" 4946000 4946000 0
"6" "11" 4952000 4969000 17000
"6" "11" 5199000 5212000 13000
"6" "11" 5262000 5262000 0
"6" "11" 6021000 6021000 0
"6" "11" 6036000 6036000 0
"6" "11" 6066000 6066000 0
"6" "11" 6106000 6106000 0
"6" "11" 6129000 6129000 0
"6" "11" 6143000 6143000 0
"6" "11" 6428000 6428000 0
"6" "11" 7756000 7756000 0
"6" "11" 8123000 8123000 0
"6" "11" 8187000 8187000 0
"6" "11" 9071000 9071000 0
"6" "11" 9184000 9184000 0
"6" "11" 9354000 9357000 3000
"6" "11" 9430000 9430000 0
"6" "11" 9445000 9445000 0
"6" "11" 9518000 9544000 26000
"6" "11" 9592000 9592000 0
"6" "11" 9599000 9599000 0
"6" "12" 1717000 1717000 0
"6" "12" 2006000 2006000 0
"6" "12" 2023000 2052000 29000
"6" "12" 2891000 2891000 0
"6" "12" 3476000 3476000 0
"6" "12" 3565000 3565000 0
"6" "12" 3571000 3586000 15000
"6" "12" 3649000 3654000 5000
"6" "12" 4114000 4114000 0
"6" "12" 4148000 4148000 0
"6" "12" 4163000 4163000 0
"6" "12" 4199000 4199000 0
"6" "12" 4330000 4330000 0
"6" "12" 4337000 4337000 0
"6" "12" 4360000 4360000 0
"6" "12" 4381000 4394000 13000
"6" "12" 4413000 4413000 0
"6" "12" 4451000 4457000 6000
"6" "12" 4838000 4838000 0
"6" "12" 4858000 4876000 18000
"6" "12" 6019000 6019000 0
"6" "12" 7873000 7873000 0
"6" "12" 7961000 7961000 0
"6" "12" 9354000 9354000 0
"6" "12" 9398000 9398000 0
"6" "12" 9481000 9493000 12000
"6" "12" 9558000 9605000 47000
"6" "12" 9637000 9637000 0
"6" "13" 1319000 1319000 0
"6" "13" 1448000 1477000 29000
"6" "13" 1510000 1555000 45000
"6" "13" 1583000 1583000 0
"6" "13" 1601000 1601000 0
"6" "13" 1639000 1639000 0
"6" "13" 1663000 1663000 0
"6" "13" 2794000 2803000 9000
"6" "13" 2925000 2925000 0
"6" "13" 4510000 4554000 44000
"6" "13" 4586000 4586000 0
"6" "13" 4620000 4639000 19000
"6" "13" 4674000 4674000 0
"6" "13" 4771000 4771000 0
"6" "13" 4838000 4919000 81000
"6" "13" 4946000 4946000 0
"6" "13" 4948000 4948000 0
"6" "13" 5124000 5124000 0
"6" "13" 5127000 5127000 0
"6" "13" 5154000 5154000 0
"6" "13" 5178000 5178000 0
"6" "13" 5250000 5250000 0
"6" "13" 5259000 5259000 0
"6" "13" 5280000 5297000 17000
"6" "13" 5472000 5485000 13000
"6" "13" 8156000 8169000 13000
"6" "13" 8182000 8193000 11000
"6" "13" 8265000 8296000 31000
"6" "13" 8359000 8359000 0
"6" "13" 8361000 8388000 27000
"6" "13" 8426000 8426000 0
"6" "13" 8448000 8448000 0
"6" "13" 8502000 8502000 0
"6" "13" 8560000 8578000 18000
"6" "13" 9860000 9860000 0
"6" "13" 9861000 9861000 0
"6" "14" 639000 639000 0
"6" "14" 656000 656000 0
"6" "14" 669000 669000 0
"6" "14" 687000 687000 0
"6" "14" 752000 752000 0
"6" "14" 774000 774000 0
"6" "14" 778000 809000 31000
"6" "14" 829000 829000 0
"6" "14" 877000 934000 57000
"6" "14" 982000 982000 0
"6" "14" 986000 1029000 43000
"6" "14" 1048000 1115000 67000
"6" "14" 1116000 1146000 30000
"6" "14" 1187000 1187000 0
"6" "14" 1197000 1197000 0
"6" "14" 1359000 1371000 12000
"6" "14" 1409000 1409000 0
"6" "14" 1424000 1440000 16000
"6" "14" 1448000 1448000 0
"6" "14" 1479000 1479000 0
"6" "14" 1537000 1537000 0
"6" "14" 1578000 1578000 0
"6" "14" 1585000 1622000 37000
"6" "14" 1639000 1639000 0
"6" "14" 1677000 1677000 0
"6" "14" 2144000 2157000 13000
"6" "14" 2196000 2196000 0
"6" "14" 2235000 2235000 0
"6" "14" 2254000 2254000 0
"6" "14" 2264000 2264000 0
"6" "14" 2283000 2283000 0
"6" "14" 2419000 2419000 0
"6" "14" 2485000 2485000 0
"6" "14" 2504000 2525000 21000
"6" "14" 2557000 2557000 0
"6" "14" 3158000 3158000 0
"6" "14" 3271000 3289000 18000
"6" "14" 3351000 3351000 0
"6" "14" 3425000 3440000 15000
"6" "14" 3447000 3447000 0
"6" "14" 3478000 3478000 0
"6" "14" 3488000 3488000 0
"6" "14" 3547000 3565000 18000
"6" "14" 3571000 3571000 0
"6" "14" 3624000 3624000 0
"6" "14" 3658000 3658000 0
"6" "14" 3703000 3731000 28000
"6" "14" 3758000 3862000 104000
"6" "14" 3899000 3899000 0
"6" "14" 3919000 3919000 0
"6" "14" 3930000 3951000 21000
"6" "14" 3981000 3981000 0
"6" "14" 3989000 4009000 20000
"6" "14" 4033000 4033000 0
"6" "14" 4044000 4062000 18000
"6" "14" 4069000 4069000 0
"6" "14" 4099000 4114000 15000
"6" "14" 4288000 4288000 0
"6" "14" 4294000 4294000 0
"6" "14" 4328000 4367000 39000
"6" "14" 4394000 4441000 47000
"6" "14" 4527000 4536000 9000
"6" "14" 4566000 4566000 0
"6" "14" 4786000 4838000 52000
"6" "14" 4859000 4859000 0
"6" "14" 4872000 4872000 0
"6" "14" 5110000 5127000 17000
"6" "14" 5132000 5178000 46000
"6" "14" 5208000 5208000 0
"6" "14" 5295000 5330000 35000
"6" "14" 5422000 5450000 28000
"6" "14" 5498000 5509000 11000
"6" "14" 5531000 5531000 0
"6" "14" 5551000 5551000 0
"6" "14" 5618000 5648000 30000
"6" "14" 5692000 5692000 0
"6" "14" 5707000 5707000 0
"6" "14" 5720000 5739000 19000
"6" "14" 6371000 6371000 0
"6" "14" 6427000 6458000 31000
"6" "14" 6488000 6488000 0
"6" "14" 6503000 6539000 36000
"6" "14" 6543000 6543000 0
"6" "14" 6577000 6590000 13000
"6" "14" 6601000 6601000 0
"6" "14" 6644000 6644000 0
"6" "14" 6745000 6767000 22000
"6" "14" 7268000 7268000 0
"6" "14" 7500000 7500000 0
"6" "14" 7503000 7503000 0
"6" "14" 7557000 7557000 0
"6" "14" 7610000 7628000 18000
"6" "14" 7659000 7659000 0
"6" "14" 7686000 7686000 0
"6" "14" 7740000 7740000 0
"6" "14" 7772000 7772000 0
"6" "14" 7797000 7817000 20000
"6" "14" 7851000 7873000 22000
"6" "14" 7906000 7954000 48000
"6" "14" 7961000 7975000 14000
"6" "14" 9027000 9027000 0
"6" "14" 9058000 9058000 0
"6" "14" 9102000 9113000 11000
"6" "14" 9122000 9122000 0
"6" "14" 9159000 9159000 0
"6" "14" 9210000 9216000 6000
"6" "14" 9326000 9368000 42000
"6" "14" 9389000 9404000 15000
"6" "14" 9425000 9445000 20000
"6" "14" 9465000 9506000 41000
"6" "14" 9544000 9548000 4000
"6" "14" 9637000 9637000 0
"6" "14" 9665000 9739000 74000
"6" "14" 9775000 9794000 19000
"6" "14" 9841000 9842000 1000
"6" "14" 9872000 9872000 0
"6" "14" 9903000 9903000 0
"6" "14" 9929000 10050000 121000
"6" "14" 10079000 10114000 35000
"6" "15" 895000 895000 0
"6" "15" 896000 896000 0
"6" "15" 952000 952000 0
"6" "15" 982000 985000 3000
"6" "15" 1009000 1009000 0
"6" "15" 1706000 1720000 14000
"6" "15" 1986000 1986000 0
"6" "15" 1999000 1999000 0
"6" "15" 2325000 2325000 0
"6" "15" 2388000 2393000 5000
"6" "15" 2427000 2427000 0
"6" "15" 2585000 2585000 0
"6" "15" 2624000 2624000 0
"6" "15" 3425000 3425000 0
"6" "15" 3435000 3435000 0
"6" "15" 6537000 6537000 0
"6" "16" 1510000 1510000 0
"6" "16" 1986000 1986000 0
"6" "16" 2001000 2001000 0
"6" "16" 2036000 2036000 0
"6" "16" 2195000 2195000 0
"6" "16" 2235000 2235000 0
"6" "16" 2264000 2276000 12000
"6" "16" 2721000 2740000 19000
"6" "16" 2752000 2752000 0
"6" "16" 2769000 2769000 0
"6" "16" 2794000 2794000 0
"6" "16" 2835000 2853000 18000
"6" "16" 2933000 2933000 0
"6" "16" 3371000 3371000 0
"6" "16" 4888000 4892000 4000
"6" "16" 4963000 4963000 0
"6" "16" 5074000 5074000 0
"6" "16" 5110000 5115000 5000
"6" "16" 5166000 5166000 0
"6" "16" 5178000 5199000 21000
"6" "16" 5202000 5220000 18000
"6" "16" 5234000 5234000 0
"6" "16" 5257000 5257000 0
"6" "16" 5262000 5262000 0
"6" "16" 5295000 5318000 23000
"6" "16" 5360000 5378000 18000
"6" "16" 5674000 5674000 0
"6" "16" 7780000 7780000 0
"6" "16" 7825000 7825000 0
"6" "16" 7988000 7988000 0
"6" "16" 7995000 7995000 0
"6" "16" 8015000 8015000 0
"6" "16" 8033000 8033000 0
"6" "16" 8060000 8060000 0
"6" "16" 8109000 8181000 72000
"6" "16" 8209000 8209000 0
"6" "16" 8256000 8274000 18000
"6" "16" 8296000 8296000 0
"6" "16" 8370000 8370000 0
"6" "16" 8714000 8725000 11000
"6" "16" 8763000 8769000 6000
"6" "16" 8802000 8802000 0
"6" "16" 8836000 8836000 0
"6" "16" 8847000 8847000 0
"6" "16" 8865000 8865000 0
"6" "16" 8886000 8912000 26000
"6" "16" 8953000 8980000 27000
"6" "16" 8998000 8998000 0
"6" "16" 9011000 9011000 0
"6" "16" 9852000 9852000 0
"6" "16" 9860000 9860000 0
"6" "17" 999000 999000 0
"6" "17" 1001000 1001000 0
"6" "17" 1038000 1048000 10000
"6" "17" 1079000 1145000 66000
"6" "17" 1146000 1146000 0
"6" "17" 2676000 2676000 0
"6" "17" 2721000 2721000 0
"6" "17" 2746000 2746000 0
"6" "17" 2758000 2758000 0
"6" "17" 3098000 3111000 13000
"6" "17" 3133000 3133000 0
"6" "17" 3547000 3547000 0
"6" "17" 3629000 3629000 0
"6" "17" 6017000 6017000 0
"6" "17" 6207000 6207000 0
"6" "17" 6224000 6244000 20000
"6" "17" 6351000 6351000 0
"6" "17" 6386000 6386000 0
"6" "17" 9469000 9469000 0
"6" "17" 9529000 9529000 0
"6" "18" 1072000 1072000 0
"6" "18" 1099000 1175000 76000
"6" "18" 6210000 6210000 0
"6" "18" 6218000 6238000 20000
"6" "19" 3152000 3152000 0
"6" "19" 4163000 4163000 0
"6" "19" 4288000 4288000 0
"6" "19" 4381000 4429000 48000
"6" "19" 4682000 4682000 0
"6" "19" 4715000 4732000 17000
"6" "19" 4855000 4855000 0
"6" "19" 5110000 5127000 17000
"6" "19" 5176000 5176000 0
"6" "19" 5178000 5219000 41000
"6" "19" 5223000 5223000 0
"6" "19" 5256000 5262000 6000
"6" "19" 5360000 5360000 0
"6" "19" 5447000 5447000 0
"6" "19" 5450000 5465000 15000
"6" "19" 5586000 5586000 0
"6" "19" 5607000 5607000 0
"6" "19" 5695000 5707000 12000
"6" "19" 7836000 7836000 0
"6" "19" 7887000 7887000 0
"6" "19" 9191000 9191000 0
"6" "19" 9252000 9252000 0
"6" "19" 9334000 9398000 64000
"6" "19" 9493000 9493000 0
"6" "19" 9518000 9518000 0
"6" "19" 9544000 9558000 14000
"6" "19" 9592000 9592000 0
"6" "19" 9622000 9637000 15000
"6" "19" 9677000 9677000 0
"6" "19" 9760000 9760000 0
"6" "19" 9806000 9806000 0
"6" "19" 10068000 10079000 11000
"6" "20" 852000 852000 0
"6" "20" 869000 869000 0
"6" "20" 877000 877000 0
"6" "20" 4719000 4719000 0
"6" "20" 4784000 4784000 0
"6" "20" 4818000 4818000 0
"6" "20" 5159000 5159000 0
"6" "20" 5171000 5171000 0
"6" "20" 5250000 5262000 12000
"6" "20" 7648000 7648000 0
"6" "20" 7838000 7873000 35000
"6" "20" 7906000 7921000 15000
"6" "21" 884000 884000 0
"6" "21" 896000 896000 0
"6" "21" 913000 913000 0
"6" "21" 936000 952000 16000
"6" "21" 963000 1093000 130000
"6" "21" 1196000 1196000 0
"6" "21" 1207000 1207000 0
"6" "21" 1251000 1251000 0
"6" "21" 1371000 1417000 46000
"6" "21" 1460000 1460000 0
"6" "21" 1510000 1510000 0
"6" "21" 1524000 1524000 0
"6" "21" 1558000 1558000 0
"6" "21" 1567000 1601000 34000
"6" "21" 1621000 1663000 42000
"6" "21" 1706000 1775000 69000
"6" "21" 1799000 1799000 0
"6" "21" 1801000 1801000 0
"6" "21" 2152000 2154000 2000
"6" "21" 2184000 2184000 0
"6" "21" 2270000 2270000 0
"6" "21" 2276000 2276000 0
"6" "21" 2388000 2432000 44000
"6" "21" 2447000 2447000 0
"6" "21" 2475000 2475000 0
"6" "21" 2502000 2502000 0
"6" "21" 2504000 2504000 0
"6" "21" 2538000 2538000 0
"6" "21" 2549000 2549000 0
"6" "21" 3105000 3105000 0
"6" "21" 3111000 3126000 15000
"6" "21" 3178000 3199000 21000
"6" "21" 3205000 3253000 48000
"6" "21" 3260000 3260000 0
"6" "21" 3304000 3304000 0
"6" "21" 3311000 3311000 0
"6" "21" 3565000 3565000 0
"6" "21" 3602000 3602000 0
"6" "21" 3610000 3610000 0
"6" "21" 3643000 3647000 4000
"6" "21" 3697000 3697000 0
"6" "21" 3707000 3707000 0
"6" "21" 3731000 3761000 30000
"6" "21" 3785000 3862000 77000
"6" "21" 3899000 3944000 45000
"6" "21" 4007000 4007000 0
"6" "21" 4022000 4033000 11000
"6" "21" 4059000 4063000 4000
"6" "21" 4069000 4069000 0
"6" "21" 4103000 4146000 43000
"6" "21" 4180000 4197000 17000
"6" "21" 4234000 4246000 12000
"6" "21" 4294000 4313000 19000
"6" "21" 4320000 4348000 28000
"6" "21" 4379000 4379000 0
"6" "21" 4394000 4394000 0
"6" "21" 4400000 4400000 0
"6" "21" 4430000 4483000 53000
"6" "21" 4495000 4495000 0
"6" "21" 4527000 4527000 0
"6" "21" 4561000 4561000 0
"6" "21" 4608000 4608000 0
"6" "21" 4634000 4634000 0
"6" "21" 4714000 4714000 0
"6" "21" 4766000 4814000 48000
"6" "21" 4872000 4872000 0
"6" "21" 5295000 5295000 0
"6" "21" 5317000 5317000 0
"6" "21" 5348000 5348000 0
"6" "21" 5378000 5378000 0
"6" "21" 5396000 5396000 0
"6" "21" 5433000 5433000 0
"6" "21" 5441000 5441000 0
"6" "21" 5465000 5465000 0
"6" "21" 5476000 5509000 33000
"6" "21" 5540000 5540000 0
"6" "21" 5563000 5563000 0
"6" "21" 5587000 5638000 51000
"6" "21" 5674000 5687000 13000
"6" "21" 6367000 6367000 0
"6" "21" 6399000 6411000 12000
"6" "21" 6452000 6452000 0
"6" "21" 6495000 6539000 44000
"6" "21" 6575000 6575000 0
"6" "21" 6655000 6655000 0
"6" "21" 6744000 6753000 9000
"6" "21" 6791000 6791000 0
"6" "21" 6792000 6796000 4000
"6" "21" 7141000 7141000 0
"6" "21" 7164000 7177000 13000
"6" "21" 7191000 7191000 0
"6" "21" 7216000 7216000 0
"6" "21" 7238000 7238000 0
"6" "21" 7246000 7246000 0
"6" "21" 7293000 7293000 0
"6" "21" 7500000 7525000 25000
"6" "21" 7543000 7543000 0
"6" "21" 7557000 7568000 11000
"6" "21" 7573000 7635000 62000
"6" "21" 7640000 7640000 0
"6" "21" 7702000 7702000 0
"6" "21" 7729000 7729000 0
"6" "21" 7772000 7772000 0
"6" "21" 7837000 7837000 0
"6" "21" 7861000 7887000 26000
"6" "21" 7921000 7940000 19000
"6" "21" 9022000 9022000 0
"6" "21" 9083000 9111000 28000
"6" "21" 9133000 9133000 0
"6" "21" 9158000 9210000 52000
"6" "21" 9235000 9235000 0
"6" "21" 9282000 9282000 0
"6" "21" 9324000 9324000 0
"6" "21" 9339000 9339000 0
"6" "21" 9364000 9379000 15000
"6" "21" 9398000 9398000 0
"6" "21" 9423000 9506000 83000
"6" "21" 9531000 9543000 12000
"6" "21" 9558000 9558000 0
"6" "21" 9569000 9569000 0
"6" "21" 9622000 9622000 0
"6" "21" 9647000 9647000 0
"6" "21" 9665000 9677000 12000
"6" "21" 9835000 9835000 0
"6" "21" 9860000 9860000 0
"6" "22" 6036000 6036000 0
"6" "22" 6503000 6503000 0
"6" "22" 6539000 6539000 0
"6" "22" 6575000 6575000 0
"6" "22" 6601000 6614000 13000
"6" "22" 6719000 6719000 0
"6" "23" 1521000 1521000 0
"6" "23" 1576000 1576000 0
"6" "23" 2196000 2196000 0
"6" "23" 2853000 2853000 0
"6" "23" 2856000 2856000 0
"6" "23" 3127000 3127000 0
"6" "23" 3260000 3271000 11000
"6" "23" 3970000 3970000 0
"6" "23" 4051000 4051000 0
"6" "23" 4956000 4956000 0
"6" "23" 4963000 4963000 0
"6" "25" 1187000 1187000 0
"6" "25" 1382000 1382000 0
"6" "25" 1410000 1424000 14000
"6" "25" 1430000 1430000 0
"6" "25" 1528000 1528000 0
"6" "25" 1552000 1552000 0
"6" "25" 1578000 1578000 0
"6" "25" 1581000 1581000 0
"6" "25" 1621000 1636000 15000
"6" "25" 1682000 1682000 0
"6" "25" 1733000 1733000 0
"6" "25" 1735000 1735000 0
"6" "25" 1815000 1815000 0
"6" "25" 1821000 1832000 11000
"6" "25" 1870000 1870000 0
"6" "25" 1871000 1871000 0
"6" "25" 1947000 1967000 20000
"6" "25" 2052000 2052000 0
"6" "25" 2101000 2101000 0
"6" "25" 2517000 2517000 0
"6" "25" 2525000 2573000 48000
"6" "25" 2580000 2580000 0
"6" "25" 2965000 2965000 0
"6" "25" 2986000 2986000 0
"6" "25" 2992000 2992000 0
"6" "25" 3025000 3025000 0
"6" "25" 3080000 3080000 0
"6" "25" 3089000 3089000 0
"6" "25" 3358000 3358000 0
"6" "25" 3693000 3697000 4000
"6" "25" 3739000 3739000 0
"6" "25" 5723000 5723000 0
"6" "25" 5791000 5791000 0
"6" "25" 9380000 9380000 0
"6" "26" 2918000 2933000 15000
"6" "26" 2954000 2965000 11000
"6" "26" 2992000 2992000 0
"6" "26" 4089000 4089000 0
"6" "26" 4146000 4163000 17000
"6" "26" 4233000 4251000 18000
"6" "26" 4288000 4299000 11000
"6" "26" 4381000 4381000 0
"6" "26" 4401000 4401000 0
"6" "26" 4411000 4471000 60000
"6" "26" 4728000 4728000 0
"6" "26" 4946000 4946000 0
"6" "26" 5041000 5041000 0
"6" "26" 5070000 5070000 0
"6" "26" 5110000 5127000 17000
"6" "26" 5159000 5159000 0
"6" "26" 5162000 5162000 0
"6" "26" 5199000 5199000 0
"6" "26" 5234000 5234000 0
"6" "26" 5262000 5280000 18000
"6" "26" 5493000 5493000 0
"6" "26" 5498000 5498000 0
"6" "26" 5581000 5581000 0
"6" "26" 5610000 5610000 0
"6" "26" 5618000 5630000 12000
"6" "26" 5661000 5674000 13000
"6" "26" 5698000 5698000 0
"6" "26" 6104000 6104000 0
"6" "26" 6143000 6162000 19000
"6" "26" 6224000 6224000 0
"6" "26" 6249000 6249000 0
"6" "26" 6315000 6342000 27000
"6" "26" 6415000 6415000 0
"6" "26" 7633000 7633000 0
"6" "26" 7659000 7659000 0
"6" "26" 7836000 7857000 21000
"6" "26" 9146000 9146000 0
"6" "26" 9329000 9329000 0
"6" "26" 9368000 9380000 12000
"6" "26" 9425000 9425000 0
"6" "26" 9621000 9621000 0
"6" "26" 9622000 9622000 0
"6" "26" 9653000 9654000 1000
"6" "26" 9699000 9755000 56000
"6" "26" 9775000 9794000 19000
"6" "26" 10050000 10050000 0
"6" "28" 4466000 4466000 0
"6" "28" 4506000 4506000 0
"6" "28" 4527000 4527000 0
"6" "28" 4550000 4563000 13000
"6" "28" 7994000 7994000 0
"6" "28" 8156000 8156000 0
"6" "28" 8178000 8178000 0
"6" "28" 8345000 8345000 0
"6" "29" 816000 816000 0
"6" "29" 822000 822000 0
"6" "29" 1195000 1195000 0
"6" "29" 2451000 2451000 0
"6" "29" 3327000 3327000 0
"6" "29" 4882000 4882000 0
"6" "29" 4892000 4892000 0
"6" "29" 5856000 5856000 0
"6" "29" 5896000 5896000 0
"6" "29" 6017000 6017000 0
"6" "29" 6086000 6086000 0
"6" "29" 6157000 6157000 0
"6" "29" 6644000 6644000 0
"6" "29" 6752000 6752000 0
"6" "29" 10117000 10117000 0
"6" "30" 2232000 2232000 0
"6" "30" 4394000 4394000 0
"6" "30" 4466000 4466000 0
"6" "30" 4598000 4598000 0
"6" "30" 4631000 4631000 0
"6" "30" 4715000 4715000 0
"6" "30" 4716000 4716000 0
"6" "30" 4900000 4900000 0
"6" "30" 4909000 4909000 0
"6" "30" 5127000 5127000 0
"6" "30" 5140000 5140000 0
"6" "30" 5159000 5231000 72000
"6" "30" 5295000 5295000 0
"6" "30" 7935000 7935000 0
"6" "30" 7961000 7975000 14000
"6" "30" 7990000 8005000 15000
"6" "30" 8137000 8137000 0
"6" "30" 8161000 8161000 0
"6" "30" 8169000 8202000 33000
"6" "30" 8228000 8256000 28000
"6" "30" 8300000 8312000 12000
"6" "30" 8313000 8313000 0
"6" "30" 8461000 8461000 0
"6" "31" 607000 609000 2000
"6" "31" 870000 870000 0
"6" "31" 893000 893000 0
"6" "31" 896000 896000 0
"6" "31" 1017000 1017000 0
"6" "31" 5033000 5033000 0
"6" "31" 5826000 5826000 0
"6" "31" 5874000 5874000 0
"6" "31" 6503000 6503000 0
"6" "32" 1360000 1360000 0
"6" "32" 1440000 1440000 0
"6" "32" 1496000 1496000 0
"6" "32" 1842000 1842000 0
"6" "32" 6017000 6017000 0
"6" "32" 8780000 8780000 0
"6" "32" 9079000 9079000 0
"6" "32" 9266000 9266000 0
"6" "33" 607000 607000 0
"6" "33" 1117000 1117000 0
"6" "33" 1211000 1211000 0
"6" "33" 1521000 1521000 0
"6" "33" 1565000 1565000 0
"6" "33" 1578000 1578000 0
"6" "33" 1597000 1634000 37000
"6" "33" 1686000 1686000 0
"6" "33" 1744000 1744000 0
"6" "33" 1883000 1883000 0
"6" "33" 1886000 1886000 0
"6" "33" 2388000 2388000 0
"6" "33" 2663000 2663000 0
"6" "33" 2676000 2676000 0
"6" "33" 3333000 3333000 0
"6" "33" 4446000 4446000 0
"6" "33" 4451000 4451000 0
"6" "33" 4479000 4494000 15000
"6" "33" 4498000 4498000 0
"6" "33" 4527000 4580000 53000
"6" "33" 4589000 4600000 11000
"6" "33" 4616000 4640000 24000
"6" "33" 4670000 4670000 0
"6" "33" 4724000 4724000 0
"6" "33" 4776000 4791000 15000
"6" "33" 4836000 4836000 0
"6" "33" 4858000 4858000 0
"6" "33" 4867000 4867000 0
"6" "33" 4888000 4888000 0
"6" "33" 4897000 4897000 0
"6" "33" 4925000 4946000 21000
"6" "33" 5189000 5219000 30000
"6" "33" 5239000 5262000 23000
"6" "33" 5455000 5455000 0
"6" "33" 5485000 5485000 0
"6" "33" 6017000 6017000 0
"6" "33" 6551000 6568000 17000
"6" "33" 6575000 6575000 0
"6" "33" 6601000 6618000 17000
"6" "33" 6707000 6707000 0
"6" "33" 8113000 8113000 0
"6" "33" 8137000 8137000 0
"6" "33" 8794000 8794000 0
"6" "33" 8953000 8953000 0
"6" "33" 8997000 8997000 0
"6" "33" 9339000 9339000 0
"6" "34" 627000 627000 0
"6" "34" 1338000 1338000 0
"6" "34" 2404000 2417000 13000
"6" "34" 3262000 3262000 0
"6" "34" 4855000 4855000 0
"6" "34" 4888000 4888000 0
