"a" "b" "tinicio" "tfinal" "tcontato"
"7" "375" 6263 6263 0
"7" "375" 6280 6355 75
"7" "375" 6742 6742 0
"7" "375" 6772 6793 21
"7" "375" 6839 6839 0
"7" "375" 7146 7164 18
"7" "375" 7203 7203 0
"7" "375" 8017 8017 0
"7" "375" 8046 8046 0
"7" "375" 8077 8123 46
"7" "375" 8140 8140 0
"7" "375" 8169 8247 78
"7" "375" 8334 8334 0
"7" "375" 9083 9083 0
"7" "375" 9442 9442 0
"7" "377" 2087 2105 18
"7" "377" 2170 2170 0
"7" "377" 2192 2192 0
"7" "377" 2221 2221 0
"7" "377" 2299 2299 0
"7" "377" 2481 2481 0
"7" "377" 2636 2636 0
"7" "377" 2683 2683 0
"7" "377" 2703 2703 0
"7" "377" 2766 2768 2
"7" "377" 3316 3316 0
"7" "377" 3428 3431 3
"7" "377" 4023 4023 0
"7" "377" 4042 4042 0
"7" "377" 4265 4265 0
"7" "377" 4314 4314 0
"7" "377" 4771 4771 0
"7" "377" 4801 4814 13
"7" "377" 4847 4847 0
"7" "377" 5050 5050 0
"7" "377" 5152 5152 0
"7" "377" 6018 6061 43
"7" "377" 6263 6331 68
"7" "377" 6368 6368 0
"7" "377" 6580 6580 0
"7" "377" 7448 7462 14
"7" "377" 7594 7594 0
"7" "377" 7743 7831 88
"7" "377" 7876 7914 38
"7" "377" 7947 7947 0
"7" "377" 7991 7991 0
"7" "377" 8373 8373 0
"7" "378" 2287 2287 0
"7" "381" 4522 4522 0
"7" "396" 1490 1514 24
"7" "396" 1531 1531 0
"7" "396" 1584 1584 0
"7" "396" 1682 1732 50
"7" "396" 1765 1765 0
"7" "396" 1793 1833 40
"7" "396" 1840 1840 0
"7" "396" 1882 1882 0
"7" "396" 1939 1939 0
"7" "396" 2016 2016 0
"7" "396" 2219 2219 0
"7" "396" 2234 2234 0
"7" "396" 2652 2652 0
"7" "396" 2686 2690 4
"7" "396" 3369 3382 13
"7" "396" 8046 8090 44
"7" "396" 8140 8140 0
"7" "396" 9326 9326 0
"7" "401" 1896 1896 0
"7" "401" 1925 1939 14
"7" "401" 1963 1984 21
"7" "401" 2057 2116 59
"7" "401" 2152 2173 21
"7" "401" 2221 2221 0
"7" "401" 3316 3316 0
"7" "401" 3431 3431 0
"7" "401" 3909 3924 15
"7" "401" 4025 4025 0
"7" "401" 4154 4154 0
"7" "401" 4184 4187 3
"7" "401" 4326 4326 0
"7" "401" 4665 4701 36
"7" "401" 4736 4736 0
"7" "401" 4835 4835 0
"7" "401" 6725 6761 36
"7" "401" 6793 6826 33
"7" "401" 6853 6853 0
"7" "401" 6885 6905 20
"7" "401" 7501 7501 0
"7" "401" 8017 8017 0
"7" "401" 9686 9686 0
"7" "408" 8479 8479 0
"7" "408" 8586 8586 0
"7" "408" 9562 9562 0
"7" "410" 7501 7577 76
"7" "410" 7743 7783 40
"7" "410" 7847 7847 0
"7" "410" 7876 7876 0
"7" "410" 8433 8447 14
"7" "410" 8529 8569 40
"7" "410" 8606 8606 0
"7" "410" 8661 8661 0
"7" "410" 8881 8881 0
"7" "410" 8947 8947 0
"7" "410" 9083 9083 0
"7" "410" 10046 10046 0
"7" "417" 1226 1226 0
"7" "420" 3819 3819 0
"7" "427" 2976 2976 0
"7" "427" 3033 3033 0
"7" "427" 3082 3082 0
"7" "427" 3111 3113 2
"7" "427" 3187 3187 0
"7" "427" 3579 3579 0
"7" "427" 5050 5050 0
"7" "427" 5080 5080 0
"7" "427" 5115 5115 0
"7" "427" 5167 5167 0
"7" "427" 5210 5210 0
"7" "429" 5490 5490 0
"7" "433" 2623 2623 0
"7" "433" 3003 3003 0
"7" "433" 3034 3065 31
"7" "433" 3111 3111 0
"7" "433" 3115 3115 0
"7" "433" 3162 3162 0
"7" "433" 3236 3236 0
"7" "433" 3490 3490 0
"7" "433" 3529 3529 0
"7" "433" 3553 3576 23
"7" "433" 3622 3622 0
"7" "433" 3669 3687 18
"7" "433" 3861 3861 0
"7" "433" 3942 3942 0
"7" "433" 4079 4090 11
"7" "433" 4110 4187 77
"7" "433" 4327 4327 0
"7" "433" 4349 4363 14
"7" "433" 4389 4389 0
"7" "433" 4453 4489 36
"7" "433" 4614 4719 105
"7" "433" 5119 5119 0
"7" "433" 6761 6761 0
"7" "433" 6809 6809 0
"7" "433" 7272 7408 136
"7" "433" 7448 7462 14
"7" "433" 8035 8035 0
"7" "433" 8077 8107 30
"7" "433" 9208 9208 0
"7" "433" 9686 9686 0
"7" "435" 6592 6592 0
"7" "435" 7462 7482 20
"7" "435" 7520 7536 16
"7" "436" 1840 1840 0
"7" "436" 1866 1866 0
"7" "436" 1913 1913 0
"7" "436" 1963 1963 0
"7" "436" 1984 1984 0
"7" "436" 2031 2057 26
"7" "436" 2152 2152 0
"7" "436" 2173 2173 0
"7" "436" 2221 2221 0
"7" "436" 2311 2311 0
"7" "436" 2793 2793 0
"7" "436" 3018 3018 0
"7" "436" 3033 3033 0
"7" "436" 3052 3052 0
"7" "436" 3082 3082 0
"7" "436" 3448 3448 0
"7" "436" 3879 3893 14
"7" "436" 4326 4326 0
"7" "436" 4338 4349 11
"7" "436" 5301 5301 0
"7" "436" 5579 5579 0
"7" "436" 5643 5643 0
"7" "436" 5990 6006 16
"7" "436" 6049 6061 12
"7" "436" 6094 6113 19
"7" "436" 6132 6144 12
"7" "436" 6381 6398 17
"7" "436" 7743 7764 21
"7" "436" 7800 7815 15
"7" "436" 7858 7896 38
"7" "436" 9083 9083 0
"7" "437" 1147 1176 29
"7" "437" 1896 1896 0
"7" "437" 2311 2311 0
"7" "437" 2367 2367 0
"7" "437" 2396 2419 23
"7" "437" 2819 2819 0
"7" "437" 3190 3204 14
"7" "437" 3277 3316 39
"7" "437" 3357 3357 0
"7" "437" 3687 3703 16
"7" "437" 4079 4079 0
"7" "437" 4093 4093 0
"7" "437" 4167 4184 17
"7" "437" 4408 4424 16
"7" "437" 4801 4801 0
"7" "437" 4863 4951 88
"7" "437" 5234 5234 0
"7" "437" 6307 6311 4
"7" "437" 6344 6344 0
"7" "437" 6826 6839 13
"7" "437" 6885 6885 0
"7" "437" 6918 6918 0
"7" "437" 8353 8353 0
"7" "437" 8547 8547 0
"7" "437" 8845 8845 0
"7" "437" 8899 8899 0
"7" "439" 2043 2102 59
"7" "439" 2152 2152 0
"7" "439" 2332 2332 0
"7" "439" 2381 2381 0
"7" "439" 2408 2408 0
"7" "439" 2440 2481 41
"7" "439" 2520 2536 16
"7" "439" 2566 2578 12
"7" "439" 2619 2619 0
"7" "439" 2780 2780 0
"7" "439" 3080 3080 0
"7" "439" 3095 3111 16
"7" "439" 3131 3162 31
"7" "439" 3202 3202 0
"7" "439" 3475 3475 0
"7" "439" 3973 3973 0
"7" "439" 4009 4009 0
"7" "439" 4061 4090 29
"7" "439" 4300 4300 0
"7" "439" 4326 4327 1
"7" "439" 4349 4349 0
"7" "439" 4378 4378 0
"7" "439" 4408 4408 0
"7" "439" 4771 4789 18
"7" "439" 4847 4847 0
"7" "439" 4951 4954 3
"7" "439" 5005 5035 30
"7" "439" 5064 5115 51
"7" "439" 5167 5234 67
"7" "439" 5609 5611 2
"7" "439" 5694 5694 0
"7" "439" 6263 6263 0
"7" "439" 6293 6331 38
"7" "439" 7227 7272 45
"7" "439" 8284 8322 38
"7" "440" 8017 8017 0
"7" "446" 3924 3924 0
"7" "460" 2619 2619 0
"7" "460" 2686 2686 0
"7" "460" 2768 2768 0
"7" "460" 3369 3371 2
"7" "460" 3924 3924 0
"7" "460" 3956 3956 0
"7" "460" 3990 3990 0
"7" "460" 4023 4023 0
"7" "460" 4665 4701 36
"7" "460" 5005 5017 12
"7" "460" 5152 5152 0
"7" "460" 5462 5474 12
"7" "460" 5509 5509 0
"7" "460" 5752 5799 47
"7" "460" 6018 6018 0
"7" "460" 6247 6247 0
"7" "460" 6442 6453 11
"7" "460" 6580 6580 0
"7" "460" 6610 6622 12
"7" "460" 6695 6710 15
"7" "460" 6826 6839 13
"7" "460" 7004 7019 15
"7" "460" 7097 7164 67
"7" "460" 7203 7203 0
"7" "460" 7914 7914 0
"7" "460" 7947 7959 12
"7" "460" 8300 8322 22
"7" "460" 8718 8718 0
"7" "460" 8899 8911 12
"7" "463" 1515 1518 3
"7" "463" 1952 1963 11
"7" "463" 1984 1984 0
"7" "463" 2016 2087 71
"7" "463" 2116 2170 54
"7" "463" 2192 2203 11
"7" "463" 2239 2239 0
"7" "463" 2311 2311 0
"7" "463" 2598 2623 25
"7" "463" 2703 2703 0
"7" "463" 2780 2780 0
"7" "463" 3020 3021 1
"7" "463" 3277 3277 0
"7" "463" 3461 3461 0
"7" "463" 3576 3576 0
"7" "463" 3620 3620 0
"7" "463" 3656 3669 13
"7" "463" 3909 3942 33
"7" "463" 4389 4424 35
"7" "463" 5097 5097 0
"7" "463" 5116 5116 0
"7" "463" 5135 5135 0
"7" "463" 5181 5181 0
"7" "463" 5223 5223 0
"7" "463" 6234 6234 0
"7" "463" 6422 6422 0
"7" "463" 8017 8017 0
"7" "463" 8077 8090 13
"7" "464" 2453 2468 15
"7" "467" 1147 1162 15
"7" "469" 2367 2367 0
"7" "472" 1518 1518 0
"7" "472" 1571 1571 0
"7" "472" 1612 1612 0
"7" "472" 2087 2087 0
"7" "472" 2105 2135 30
"7" "472" 2170 2203 33
"7" "472" 2311 2311 0
"7" "472" 2578 2578 0
"7" "472" 2805 2805 0
"7" "472" 2989 2989 0
"7" "472" 3018 3018 0
"7" "472" 3328 3328 0
"7" "472" 3461 3461 0
"7" "472" 5035 5064 29
"7" "472" 6331 6355 24
"7" "472" 6867 6867 0
"7" "472" 7243 7272 29
"7" "472" 7312 7323 11
"7" "472" 8247 8247 0
"7" "472" 9562 9686 124
"7" "472" 10046 10046 0
"7" "475" 1206 1206 0
"7" "476" 2793 2805 12
"7" "476" 2834 2864 30
"7" "484" 4221 4221 0
"7" "486" 8834 8834 0
"7" "486" 8911 8911 0
"7" "486" 8962 8962 0
"7" "487" 4253 4253 0
"7" "500" 8586 8586 0
"7" "505" 1262 1262 0
"7" "506" 1814 1817 3
"7" "507" 4221 4221 0
"7" "509" 9804 9804 0
"7" "510" 8688 8688 0
"7" "511" 4238 4238 0
"7" "512" 9804 9804 0
"7" "517" 4221 4221 0
"7" "525" 1226 1226 0
"7" "530" 2989 2989 0
"7" "532" 1262 1262 0
"7" "534" 1514 1514 0
"7" "534" 1559 1559 0
"7" "534" 1584 1584 0
"7" "534" 1627 1627 0
"7" "534" 1793 1793 0
"7" "534" 1814 1814 0
"7" "534" 1855 1882 27
"7" "534" 1913 1913 0
"7" "534" 2239 2239 0
"7" "534" 2269 2269 0
"7" "534" 2493 2493 0
"7" "534" 2520 2549 29
"7" "534" 2741 2741 0
"7" "534" 3687 3687 0
"7" "534" 4187 4187 0
"7" "534" 4471 4471 0
"7" "534" 4883 4883 0
"7" "534" 4932 4974 42
"7" "534" 5017 5017 0
"7" "534" 5050 5050 0
"7" "534" 5116 5116 0
"7" "534" 5181 5181 0
"7" "534" 7577 7577 0
"7" "534" 9442 9442 0
"7" "534" 9686 9686 0
"7" "540" 8046 8046 0
"7" "540" 8077 8077 0
"7" "540" 8169 8181 12
"7" "540" 8284 8284 0
"7" "540" 8304 8322 18
"7" "540" 8834 8834 0
"7" "540" 8899 8899 0
"7" "540" 8936 8936 0
"7" "548" 1392 1406 14
"7" "548" 2347 2367 20
"7" "548" 2819 2819 0
"7" "548" 2961 2961 0
"7" "548" 3018 3020 2
"7" "548" 3033 3080 47
"7" "548" 3111 3115 4
"7" "548" 3162 3162 0
"7" "548" 3253 3264 11
"7" "548" 3475 3490 15
"7" "548" 3608 3608 0
"7" "548" 3622 3622 0
"7" "548" 3861 3879 18
"7" "548" 5411 5411 0
"7" "548" 5474 5474 0
"7" "548" 5509 5509 0
"7" "548" 5646 5646 0
"7" "548" 5919 5919 0
"7" "548" 6442 6453 11
"7" "548" 6468 6550 82
"7" "548" 6638 6674 36
"7" "548" 7727 7764 37
"7" "548" 7800 7815 15
"7" "548" 7858 7858 0
"7" "548" 8404 8404 0
"7" "554" 8284 8304 20
"7" "554" 9208 9208 0
"7" "557" 3018 3021 3
"7" "557" 3316 3339 23
"7" "557" 3428 3428 0
"7" "557" 6280 6280 0
"7" "557" 6368 6368 0
"7" "558" 1782 1782 0
"7" "574" 2000 2000 0
"7" "574" 2043 2043 0
"7" "574" 2072 2072 0
"7" "574" 2219 2219 0
"7" "574" 2481 2481 0
"7" "574" 2536 2536 0
"7" "574" 2564 2564 0
"7" "574" 2619 2623 4
"7" "574" 2683 2683 0
"7" "574" 3339 3369 30
"7" "574" 8061 8061 0
"7" "574" 8267 8267 0
"7" "575" 1187 1187 0
"7" "575" 2311 2311 0
"7" "575" 2440 2440 0
"7" "575" 2481 2481 0
"7" "575" 2834 2834 0
"7" "575" 2917 2961 44
"7" "575" 3277 3295 18
"7" "575" 3475 3475 0
"7" "575" 3573 3576 3
"7" "575" 3608 3608 0
"7" "575" 3640 3640 0
"7" "575" 3669 3669 0
"7" "575" 3703 3758 55
"7" "575" 3799 3799 0
"7" "575" 3832 3843 11
"7" "575" 3990 3990 0
"7" "575" 4314 4314 0
"7" "575" 4389 4389 0
"7" "575" 5251 5251 0
"7" "575" 5567 5567 0
"7" "575" 5649 5664 15
"7" "575" 5732 5732 0
"7" "575" 5855 5892 37
"7" "575" 6442 6504 62
"7" "575" 6539 6539 0
"7" "575" 6562 6562 0
"7" "575" 6592 6610 18
"7" "575" 6742 6793 51
"7" "575" 6946 6963 17
"7" "575" 6987 7030 43
"7" "575" 7112 7127 15
"7" "575" 7203 7203 0
"7" "575" 7643 7656 13
"7" "575" 7689 7764 75
"7" "575" 7831 7831 0
"7" "575" 7858 7896 38
"7" "575" 8404 8404 0
"7" "583" 2780 2780 0
"7" "585" 7427 7427 0
"7" "585" 7520 7520 0
"7" "585" 7547 7547 0
"7" "585" 8373 8373 0
"7" "585" 8494 8494 0
"7" "585" 9083 9083 0
"7" "591" 2221 2221 0
"7" "591" 2287 2287 0
"7" "591" 2311 2311 0
"7" "596" 6539 6550 11
"7" "599" 4140 4140 0
"7" "600" 2754 2754 0
"7" "605" 1866 1866 0
"7" "607" 7427 7448 21
"7" "607" 7482 7547 65
"7" "611" 1502 1502 0
"7" "611" 1584 1661 77
"7" "611" 1866 1882 16
"7" "611" 1952 1952 0
"7" "611" 2219 2219 0
"7" "611" 2236 2236 0
"7" "611" 2287 2287 0
"7" "611" 2636 2636 0
"7" "611" 2683 2683 0
"7" "611" 2690 2690 0
"7" "611" 2721 2721 0
"7" "611" 2754 2754 0
"7" "611" 3395 3410 15
"7" "611" 6929 7030 101
"7" "611" 7097 7097 0
"7" "611" 7216 7216 0
"7" "611" 7815 7818 3
"7" "611" 7847 7847 0
"7" "611" 7896 7896 0
"7" "611" 8107 8123 16
"7" "611" 8140 8140 0
"7" "611" 8247 8247 0
"7" "611" 8334 8334 0
"7" "611" 9562 9562 0
"7" "615" 5445 5445 0
"7" "624" 5833 5835 2
"7" "629" 5990 5990 0
"7" "638" 5919 5919 0
"7" "648" 5919 5919 0
"7" "651" 9208 9208 0
"7" "652" 9804 9804 0
"7" "654" 4238 4238 0
"7" "661" 2000 2000 0
"7" "674" 8247 8247 0
"7" "683" 3382 3382 0
"7" "684" 9804 9804 0
"7" "687" 1312 1312 0
"7" "692" 3382 3382 0
"7" "697" 2989 2989 0
"7" "704" 4187 4187 0
"7" "713" 1765 1765 0
"7" "722" 9442 9442 0
"7" "728" 8718 8718 0
"7" "729" 5833 5833 0
"7" "730" 1939 1939 0
"7" "744" 3909 3909 0
"7" "745" 5855 5855 0
"7" "757" 6221 6221 0
"7" "770" 1473 1473 0
"7" "770" 1584 1584 0
"7" "770" 1644 1644 0
"7" "772" 1292 1292 0
"7" "779" 8046 8046 0
"7" "796" 3832 3832 0
"7" "798" 5933 5933 0
"7" "800" 2976 2976 0
"7" "802" 1246 1246 0
"7" "802" 2381 2381 0
"7" "802" 2819 2819 0
"7" "802" 2976 2976 0
"7" "802" 3003 3003 0
"7" "802" 3082 3113 31
"7" "802" 3176 3187 11
"7" "802" 3204 3218 14
"7" "802" 3475 3475 0
"7" "802" 3573 3573 0
"7" "802" 3669 3669 0
"7" "802" 3942 3942 0
"7" "802" 4363 4363 0
"7" "802" 5290 5301 11
"7" "802" 5462 5474 12
"7" "802" 5521 5521 0
"7" "802" 5664 5679 15
"7" "802" 5876 5876 0
"7" "802" 5906 5919 13
"7" "802" 5945 5977 32
"7" "802" 6006 6006 0
"7" "802" 6034 6144 110
"7" "802" 6381 6381 0
"7" "807" 1176 1176 0
"7" "808" 1680 1682 2
"7" "809" 2396 2396 0
"7" "813" 1226 1226 0
"7" "813" 1273 1273 0
"7" "813" 1326 1356 30
"7" "813" 1392 1392 0
"7" "813" 2367 2367 0
"7" "813" 2846 2882 36
"7" "813" 3052 3052 0
"7" "813" 4025 4025 0
"7" "813" 4801 4883 82
"7" "813" 5035 5064 29
"7" "813" 5181 5181 0
"7" "813" 5223 5223 0
"7" "813" 5609 5609 0
"7" "813" 6355 6355 0
"7" "813" 7577 7594 17
"7" "813" 9326 9562 236
"7" "818" 3737 3737 0
"7" "840" 4835 4835 0
"7" "846" 7448 7462 14
"7" "846" 8267 8267 0
"7" "846" 8322 8322 0
"7" "846" 8947 8947 0
"7" "846" 9562 9686 124
"7" "848" 8672 8672 0
"7" "849" 5223 5223 0
"7" "851" 1696 1696 0
"7" "851" 1782 1782 0
"7" "851" 1840 1840 0
"7" "851" 1896 1896 0
"7" "851" 1963 1963 0
"7" "851" 2000 2072 72
"7" "851" 2135 2135 0
"7" "851" 2173 2173 0
"7" "851" 2623 2623 0
"7" "851" 2766 2766 0
"7" "851" 3328 3339 11
"7" "851" 3703 3703 0
"7" "851" 3990 3990 0
"7" "851" 6247 6276 29
"7" "851" 6580 6622 42
"7" "851" 6674 6676 2
"7" "851" 6725 6725 0
"7" "851" 7146 7164 18
"7" "851" 7259 7272 13
"7" "851" 7299 7312 13
"7" "851" 7344 7374 30
"7" "851" 8061 8061 0
"7" "851" 8107 8127 20
"7" "851" 8233 8247 14
"7" "851" 8334 8334 0
"7" "860" 1913 1925 12
"7" "860" 1952 1981 29
"7" "860" 2000 2031 31
"7" "860" 2636 2636 0
"7" "860" 3328 3339 11
"7" "860" 3428 3428 0
"7" "860" 4009 4023 14
"7" "860" 4042 4061 19
"7" "860" 4093 4154 61
"7" "860" 4184 4184 0
"7" "860" 4253 4253 0
"7" "860" 4408 4424 16
"7" "860" 4701 4701 0
"7" "860" 5035 5035 0
"7" "860" 5064 5064 0
"7" "860" 6115 6115 0
"7" "861" 7815 7815 0
"7" "861" 7831 7831 0
"7" "861" 7858 7858 0
"7" "861" 8002 8002 0
"7" "861" 8154 8200 46
"7" "861" 8233 8233 0
"7" "861" 8334 8334 0
"7" "861" 8845 8845 0
"7" "861" 8924 8924 0
"7" "862" 4614 4614 0
"7" "868" 10046 10046 0
"7" "873" 2453 2468 15
"7" "873" 2961 2961 0
"7" "873" 3573 3573 0
"7" "873" 3594 3608 14
"7" "873" 4915 4915 0
"7" "873" 4974 4974 0
"7" "873" 5005 5005 0
"7" "873" 5080 5080 0
"7" "873" 5115 5116 1
"7" "873" 5152 5168 16
"7" "873" 5192 5192 0
"7" "873" 5223 5234 11
"7" "873" 5714 5732 18
"7" "873" 5833 5833 0
"7" "873" 5855 5855 0
"7" "873" 5906 5906 0
"7" "873" 5959 5959 0
"7" "873" 6049 6049 0
"7" "873" 6158 6158 0
"7" "873" 6276 6293 17
"7" "873" 6331 6331 0
"7" "873" 7127 7127 0
"7" "873" 8077 8107 30
"7" "873" 8140 8154 14
"7" "874" 3758 3758 0
"7" "879" 3719 3719 0
"7" "880" 3893 3893 0
"7" "881" 2766 2766 0
"7" "881" 2793 2846 53
"7" "882" 2192 2203 11
"7" "882" 2408 2419 11
"7" "882" 2468 2468 0
"7" "882" 3176 3187 11
"7" "882" 3202 3204 2
"7" "882" 3236 3236 0
"7" "882" 3490 3490 0
"7" "882" 3553 3573 20
"7" "882" 3640 3640 0
"7" "882" 3706 3706 0
"7" "882" 3737 3737 0
"7" "882" 3781 3781 0
"7" "882" 3819 3819 0
"7" "882" 3843 3843 0
"7" "882" 4025 4025 0
"7" "882" 4932 4932 0
"7" "882" 5050 5050 0
"7" "882" 5168 5181 13
"7" "882" 5251 5251 0
"7" "882" 6234 6247 13
"7" "882" 6381 6381 0
"7" "882" 6676 6676 0
"7" "882" 8046 8061 15
"7" "882" 8123 8127 4
"7" "882" 8154 8200 46
"7" "882" 8334 8334 0
"7" "886" 8017 8017 0
"7" "891" 1176 1176 0
"7" "891" 2509 2509 0
"7" "891" 2549 2549 0
"7" "891" 2578 2578 0
"7" "891" 2819 2819 0
"7" "891" 2961 2961 0
"7" "891" 3020 3021 1
"7" "891" 3316 3316 0
"7" "891" 3448 3448 0
"7" "891" 4090 4090 0
"7" "891" 4110 4110 0
"7" "891" 4167 4167 0
"7" "891" 4378 4378 0
"7" "891" 4863 4883 20
"7" "891" 5534 5551 17
"7" "891" 5609 5609 0
"7" "891" 5649 5649 0
"7" "891" 5876 5876 0
"7" "891" 6456 6489 33
"7" "891" 6650 6650 0
"7" "891" 6695 6695 0
"7" "891" 7970 7970 0
"7" "891" 9442 9442 0
"7" "891" 9804 9804 0
"7" "906" 2619 2619 0
"7" "908" 9921 9921 0
"7" "916" 2686 2686 0
"7" "920" 2793 2805 12
"7" "920" 3295 3295 0
"7" "920" 3428 3428 0
"7" "920" 4424 4441 17
"7" "920" 4665 4665 0
"7" "920" 4814 4814 0
"7" "920" 4883 4883 0
"7" "920" 4932 4932 0
"7" "920" 4954 4974 20
"7" "920" 5080 5097 17
"7" "920" 5119 5119 0
"7" "920" 6115 6115 0
"7" "920" 6276 6293 17
"7" "920" 7674 7674 0
"7" "924" 1984 1984 0
"7" "926" 2440 2453 13
"7" "926" 2493 2509 16
"7" "926" 2549 2549 0
"7" "926" 3428 3428 0
"7" "926" 5097 5115 18
"7" "926" 5135 5135 0
"7" "926" 5168 5168 0
"7" "926" 6221 6221 0
"7" "926" 6247 6247 0
"7" "926" 6676 6676 0
"7" "926" 6772 6772 0
"7" "928" 1855 1855 0
"7" "934" 2440 2440 0
"7" "940" 5445 5445 0
"7" "941" 8035 8035 0
"7" "941" 8061 8061 0
"7" "941" 8154 8154 0
"7" "941" 8233 8247 14
"7" "941" 8334 8334 0
"7" "944" 3592 3592 0
"7" "949" 2239 2239 0
"7" "949" 2269 2269 0
"7" "954" 3781 3781 0
"7" "963" 1406 1406 0
"7" "968" 2332 2347 15
"7" "971" 1356 1356 0
"7" "975" 5833 5833 0
"7" "976" 7482 7501 19
"7" "976" 7547 7563 16
"7" "979" 2652 2652 0
"7" "985" 2287 2299 12
"7" "987" 2347 2347 0
"7" "987" 3218 3218 0
"7" "987" 3253 3253 0
"7" "987" 3475 3475 0
"7" "987" 3620 3620 0
"7" "987" 3669 3703 34
"7" "987" 3832 3832 0
"7" "987" 3956 3956 0
"7" "987" 4363 4363 0
"7" "987" 5270 5290 20
"7" "987" 5551 5551 0
"7" "992" 1292 1292 0
"7" "995" 3758 3758 0
"7" "996" 3095 3095 0
"7" "996" 3113 3115 2
"7" "996" 3832 3843 11
"7" "996" 4282 4282 0
"7" "996" 4314 4326 12
"7" "996" 4338 4349 11
"7" "996" 5035 5035 0
"7" "996" 5064 5064 0
"7" "996" 5115 5115 0
"7" "996" 5167 5167 0
"7" "996" 8123 8140 17
"7" "996" 8233 8233 0
"7" "998" 1392 1406 14
"7" "998" 2846 2864 18
"7" "998" 2902 2902 0
"7" "998" 2929 2929 0
"7" "998" 3316 3328 12
"7" "1002" 6234 6234 0
"7" "1003" 1490 1490 0
"7" "1003" 1515 1518 3
"7" "1003" 1612 1612 0
"7" "1003" 1682 1682 0
"7" "1003" 1765 1793 28
"7" "1003" 2072 2087 15
"7" "1003" 2221 2221 0
"7" "1003" 2299 2299 0
"7" "1003" 2623 2623 0
"7" "1003" 3395 3410 15
"7" "1003" 4110 4184 74
"7" "1003" 4206 4206 0
"7" "1003" 4265 4265 0
"7" "1003" 6885 6885 0
"7" "1003" 9326 9326 0
"7" "1006" 1782 1782 0
"7" "1012" 3893 3893 0
"7" "1015" 2917 2917 0
"7" "1017" 3620 3620 0
"7" "1017" 3656 3656 0
"7" "1027" 2917 2929 12
"7" "1027" 3475 3475 0
"7" "1027" 4756 4756 0
"7" "1027" 5192 5192 0
"7" "1027" 5919 5919 0
"7" "1027" 6293 6307 14
"7" "1027" 7959 7970 11
"7" "1027" 8416 8416 0
"7" "1028" 2043 2043 0
"7" "1045" 2509 2509 0
"7" "1046" 6809 6809 0
"7" "1046" 8300 8300 0
"7" "1046" 8322 8322 0
"7" "1046" 8661 8661 0
"7" "1050" 6918 6918 0
"7" "1050" 7044 7044 0
"7" "1054" 8216 8216 0
"7" "1056" 6918 6918 0
"7" "1056" 7030 7044 14
"7" "1056" 7077 7185 108
"7" "1058" 1518 1518 0
"7" "1058" 1584 1584 0
"7" "1058" 1840 1840 0
"7" "1058" 1896 1896 0
"7" "1058" 1925 1925 0
"7" "1058" 1981 1981 0
"7" "1058" 2016 2072 56
"7" "1058" 2102 2102 0
"7" "1058" 2116 2116 0
"7" "1058" 2170 2192 22
"7" "1058" 2219 2219 0
"7" "1058" 2299 2299 0
"7" "1058" 2690 2703 13
"7" "1058" 2766 2766 0
"7" "1058" 3357 3357 0
"7" "1058" 3371 3371 0
"7" "1058" 3410 3410 0
"7" "1058" 5181 5181 0
"7" "1058" 6772 6793 21
"7" "1058" 6946 6946 0
"7" "1058" 7004 7004 0
"7" "1058" 7203 7216 13
"7" "1058" 8061 8061 0
"7" "1058" 8127 8127 0
"7" "1058" 8154 8154 0
"7" "1058" 8247 8247 0
"7" "1058" 9326 9326 0
"7" "1058" 9562 9562 0
"7" "1070" 3115 3115 0
"7" "1070" 3176 3176 0
"7" "1070" 3202 3204 2
"7" "1070" 3295 3295 0
"7" "1070" 3576 3576 0
"7" "1070" 3622 3640 18
"7" "1070" 3687 3737 50
"7" "1070" 3781 3781 0
"7" "1070" 3861 3942 81
"7" "1070" 4042 4042 0
"7" "1070" 4154 4206 52
"7" "1070" 4238 4238 0
"7" "1070" 4282 4314 32
"7" "1070" 4327 4349 22
"7" "1070" 4389 4408 19
"7" "1070" 4441 4453 12
"7" "1070" 4556 4644 88
"7" "1070" 4682 4682 0
"7" "1070" 4756 4756 0
"7" "1070" 4801 4814 13
"7" "1070" 4863 4900 37
"7" "1070" 4932 4974 42
"7" "1070" 5005 5005 0
"7" "1070" 5062 5064 2
"7" "1070" 5115 5135 20
"7" "1070" 5168 5168 0
"7" "1070" 5210 5210 0
"7" "1070" 5251 5251 0
"7" "1070" 5567 5567 0
"7" "1070" 5598 5598 0
"7" "1070" 5643 5643 0
"7" "1070" 5649 5649 0
"7" "1070" 6276 6311 35
"7" "1070" 6344 6344 0
"7" "1070" 6368 6368 0
"7" "1070" 6622 6622 0
"7" "1070" 6710 6710 0
"7" "1070" 6905 6905 0
"7" "1070" 7227 7227 0
"7" "1070" 7563 7563 0
"7" "1070" 8035 8035 0
"7" "1070" 8816 8816 0
"7" "1070" 9083 9083 0
"7" "1072" 1206 1206 0
"7" "1074" 1515 1515 0
"7" "1074" 1732 1751 19
"7" "1074" 1782 1793 11
"7" "1074" 1810 1812 2
"7" "1074" 1817 1833 16
"7" "1074" 2203 2203 0
"7" "1074" 2481 2493 12
"7" "1074" 2636 2636 0
"7" "1074" 2683 2690 7
"7" "1074" 2768 2768 0
"7" "1074" 2902 2902 0
"7" "1074" 2929 2929 0
"7" "1074" 2961 3003 42
"7" "1074" 3020 3080 60
