"a" "b" "duracao"
"5" "54" 0
"5" "54" 0
"5" "54" 17
"5" "54" 19
"5" "54" 0
"5" "54" 0
"5" "54" 0
"5" "54" 27
"5" "54" 0
"5" "54" 0
"5" "54" 2
"5" "54" 0
"5" "54" 26
"5" "54" 0
"5" "54" 11
"5" "55" 45
"5" "55" 0
"5" "55" 0
"5" "55" 2
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 17
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 18
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 17
"5" "55" 38
"5" "55" 0
"5" "55" 0
"5" "55" 21
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 21
"5" "55" 16
"5" "55" 0
"5" "55" 28
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 0
"5" "55" 40
"5" "55" 0
"5" "55" 0
"5" "55" 18
"5" "56" 14
"5" "56" 0
"5" "56" 12
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 14
"5" "56" 0
"5" "56" 0
"5" "56" 2
"5" "56" 11
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 3
"5" "56" 0
"5" "56" 0
"5" "56" 15
"5" "56" 0
"5" "56" 0
"5" "56" 12
"5" "56" 1
"5" "56" 0
"5" "56" 0
"5" "56" 13
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 3
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "56" 3
"5" "56" 0
"5" "56" 0
"5" "56" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 0
"5" "57" 19
"5" "57" 0
"5" "57" 16
"5" "57" 0
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 2
"5" "58" 26
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 19
"5" "58" 0
"5" "58" 3
"5" "58" 3
"5" "58" 0
"5" "58" 2
"5" "58" 14
"5" "58" 0
"5" "58" 0
"5" "58" 0
"5" "58" 17
"5" "58" 0
"5" "59" 70
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 4
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 18
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 37
"5" "59" 29
"5" "59" 0
"5" "59" 0
"5" "59" 47
"5" "59" 28
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 21
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 20
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 11
"5" "59" 18
"5" "59" 0
"5" "59" 13
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 23
"5" "59" 0
"5" "59" 0
"5" "59" 0
"5" "59" 6
"5" "59" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 16
"5" "60" 12
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 12
"5" "60" 0
"5" "60" 4
"5" "60" 7
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 0
"5" "60" 12
"5" "60" 0
"5" "60" 14
"5" "60" 3
"5" "60" 0
"5" "60" 0
"5" "60" 13
"5" "60" 0
"5" "60" 33
"5" "60" 19
"5" "60" 16
"5" "60" 27
"5" "60" 0
"5" "60" 0
"5" "61" 0
"5" "61" 0
"5" "61" 0
"5" "61" 0
"5" "61" 34
"5" "61" 21
"5" "62" 0
"5" "62" 0
"5" "62" 0
"5" "62" 0
"5" "62" 18
"5" "62" 0
"5" "62" 0
"5" "70" 0
"5" "70" 11
"5" "70" 46
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 2
"5" "70" 0
"5" "70" 0
"5" "70" 79
"5" "70" 40
"5" "70" 0
"5" "70" 3
"5" "70" 0
"5" "70" 0
"5" "70" 15
"5" "70" 54
"5" "70" 0
"5" "70" 69
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 17
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 5
"5" "70" 0
"5" "70" 17
"5" "70" 0
"5" "70" 30
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 21
"5" "70" 0
"5" "70" 11
"5" "70" 0
"5" "70" 37
"5" "70" 0
"5" "70" 23
"5" "70" 16
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 0
"5" "70" 17
"5" "70" 37
"5" "70" 0
"5" "70" 0
"5" "70" 18
"5" "70" 0
"5" "70" 34
"5" "70" 0
"5" "73" 0
"5" "76" 0
"5" "85" 0
"5" "85" 0
"5" "88" 17
"5" "88" 0
"5" "88" 19
"5" "88" 12
"5" "88" 0
"5" "88" 0
"5" "88" 16
"5" "88" 47
"5" "88" 0
"5" "88" 0
"5" "88" 19
"5" "88" 0
"5" "88" 0
"5" "88" 0
"5" "88" 27
"5" "88" 14
"5" "88" 0
"5" "88" 64
"5" "88" 102
"5" "88" 0
"5" "88" 0
"5" "88" 0
"5" "88" 0
"5" "88" 0
"5" "88" 77
"5" "88" 0
"5" "88" 0
"5" "88" 0
"5" "90" 26
"5" "90" 0
"5" "90" 0
"5" "94" 0
"5" "95" 0
"5" "95" 0
"5" "95" 120
"5" "95" 28
"5" "95" 0
"5" "95" 2
"5" "95" 19
"5" "95" 0
"5" "95" 0
"5" "95" 44
"5" "95" 130
"5" "95" 0
"5" "95" 0
"5" "95" 46
"5" "95" 0
"5" "95" 0
"5" "95" 0
"5" "95" 0
"5" "95" 14
"5" "95" 0
"5" "95" 3
"5" "95" 11
"5" "102" 0
"5" "108" 11
"5" "113" 0
"5" "113" 0
"5" "114" 28
"5" "114" 0
"5" "114" 0
"5" "114" 0
"5" "114" 19
"5" "115" 0
"5" "115" 0
"5" "115" 0
"5" "115" 0
"5" "115" 0
"5" "115" 0
"5" "115" 31
"5" "115" 0
"5" "115" 2
"5" "115" 11
"5" "115" 0
"5" "115" 27
"5" "115" 0
"5" "115" 0
"5" "115" 26
"5" "115" 0
"5" "119" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "120" 19
"5" "120" 14
"5" "120" 19
"5" "120" 0
"5" "120" 0
"5" "120" 0
"5" "121" 0
"5" "121" 0
"5" "121" 0
"5" "121" 18
"5" "121" 0
"5" "121" 0
"5" "121" 16
"5" "121" 83
"5" "121" 21
"5" "121" 0
"5" "126" 0
"5" "136" 0
"5" "144" 0
"5" "144" 0
"5" "144" 0
"5" "144" 0
"5" "144" 20
"5" "144" 0
"5" "144" 14
"5" "144" 0
"5" "144" 16
"5" "144" 27
"5" "144" 0
"5" "144" 0
"5" "144" 0
"5" "144" 0
"5" "144" 44
"5" "147" 0
"5" "148" 0
"5" "149" 16
"5" "150" 0
"5" "150" 36
"5" "150" 0
"5" "150" 0
"5" "150" 0
"5" "150" 0
"5" "150" 0
"5" "150" 0
"5" "150" 0
"5" "151" 0
"5" "151" 28
"5" "151" 19
"5" "151" 0
"5" "151" 19
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "151" 18
"5" "151" 115
"5" "151" 13
"5" "151" 18
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "151" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 12
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "153" 0
"5" "157" 0
"5" "157" 20
"5" "157" 0
"5" "157" 99
"5" "157" 0
"5" "157" 0
"5" "157" 15
"5" "157" 0
"5" "159" 0
"5" "159" 37
"5" "159" 0
"5" "166" 0
"5" "179" 0
"5" "182" 0
"5" "196" 0
"5" "198" 0
"5" "199" 0
"5" "203" 0
"5" "210" 0
"5" "236" 0
"5" "244" 0
"5" "252" 0
"5" "257" 0
"5" "258" 0
"5" "272" 0
"5" "284" 0
"5" "287" 0
"5" "287" 0
"5" "287" 0
"5" "294" 0
"5" "294" 0
"5" "294" 0
"5" "294" 11
"5" "294" 13
"5" "294" 12
"5" "294" 0
"5" "294" 56
"5" "294" 15
"5" "294" 0
"5" "294" 4
"5" "294" 0
"5" "294" 40
"5" "294" 0
"5" "294" 17
"5" "294" 0
"5" "303" 0
"5" "306" 0
"5" "306" 55
"5" "306" 0
"5" "306" 0
"5" "306" 0
"5" "306" 21
"5" "306" 0
"5" "306" 17
"5" "306" 0
"5" "306" 0
"5" "306" 0
"5" "306" 0
"5" "306" 0
"5" "306" 17
"5" "306" 30
"5" "311" 0
"5" "311" 50
"5" "311" 0
"5" "311" 29
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 36
"5" "311" 71
"5" "311" 0
"5" "311" 0
"5" "311" 18
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 119
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "311" 0
"5" "318" 0
"5" "318" 105
"5" "318" 0
"5" "318" 0
"5" "318" 0
"5" "318" 0
"5" "318" 0
"5" "318" 0
"5" "318" 25
"5" "318" 0
"5" "318" 0
"5" "318" 51
"5" "318" 0
"5" "318" 0
"5" "323" 0
"5" "323" 0
"5" "323" 12
"5" "323" 16
"5" "323" 20
"5" "323" 0
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 19
"5" "337" 13
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 0
"5" "337" 69
"5" "337" 0
"5" "338" 55
"5" "338" 0
"5" "338" 17
"5" "338" 17
"5" "338" 0
"5" "338" 0
"5" "344" 0
"5" "345" 16
"5" "345" 0
"5" "345" 24
"5" "345" 0
"5" "345" 0
"5" "345" 0
"5" "345" 0
"5" "345" 13
"5" "345" 15
"5" "345" 3
"5" "345" 0
"5" "345" 0
"5" "345" 13
"5" "345" 27
"5" "345" 3
"5" "345" 0
"5" "345" 27
"5" "345" 0
"5" "345" 0
"5" "345" 0
"5" "345" 21
"5" "345" 31
"5" "345" 0
"5" "345" 0
"5" "345" 0
"5" "345" 0
"5" "347" 0
"5" "348" 0
"5" "349" 4
"5" "353" 15
"5" "353" 12
"5" "353" 1
"5" "362" 0
"5" "363" 0
"5" "363" 0
"5" "363" 21
"5" "363" 53
"5" "363" 0
"5" "363" 0
"5" "363" 0
"5" "367" 0
"5" "371" 0
"5" "375" 0
"5" "375" 27
"5" "375" 0
"5" "375" 0
"5" "375" 0
"5" "375" 101
"5" "375" 0
"5" "375" 69
"5" "375" 0
"5" "375" 0
"5" "375" 0
"5" "375" 13
"5" "375" 0
"5" "375" 0
"5" "375" 0
"5" "375" 0
"5" "375" 3
"5" "375" 119
"5" "375" 53
"5" "375" 40
"5" "375" 0
"5" "375" 33
"5" "375" 0
"5" "375" 0
"5" "375" 16
"5" "375" 0
"5" "375" 0
"5" "375" 2
"5" "375" 0
"5" "375" 14
"5" "375" 0
"5" "375" 30
"5" "375" 0
"5" "375" 0
"5" "375" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 19
"5" "377" 0
"5" "377" 0
"5" "377" 19
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 15
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 0
"5" "377" 3
"5" "377" 18
"5" "377" 45
"5" "377" 0
"5" "377" 13
"5" "377" 19
"5" "377" 0
"5" "379" 0
"5" "382" 0
"5" "389" 0
"5" "396" 11
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 12
"5" "396" 39
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 2
"5" "396" 48
"5" "396" 41
"5" "396" 0
"5" "396" 0
"5" "396" 16
"5" "396" 32
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "396" 96
"5" "396" 20
"5" "396" 16
"5" "396" 0
"5" "396" 19
"5" "396" 36
"5" "396" 33
"5" "396" 0
"5" "396" 0
"5" "396" 0
"5" "397" 0
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 12
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 44
"5" "401" 0
"5" "401" 0
"5" "401" 3
"5" "401" 0
"5" "401" 18
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 0
"5" "401" 30
"5" "401" 32
"5" "401" 0
"5" "401" 13
"5" "401" 0
"5" "401" 0
"5" "401" 21
"5" "404" 0
"5" "407" 0
"5" "408" 0
"5" "408" 0
"5" "408" 0
"5" "408" 15
"5" "408" 0
"5" "408" 0
"5" "410" 0
"5" "410" 0
"5" "410" 0
"5" "410" 0
"5" "410" 0
"5" "410" 63
"5" "410" 15
"5" "424" 0
"5" "424" 74
"5" "424" 0
"5" "427" 0
"5" "427" 0
"5" "427" 0
"5" "427" 0
"5" "427" 0
"5" "427" 0
"5" "427" 0
"5" "428" 0
"5" "430" 0
"5" "433" 104
"5" "433" 0
"5" "433" 0
"5" "433" 30
"5" "433" 0
"5" "433" 0
"5" "433" 13
"5" "433" 0
"5" "433" 113
"5" "433" 21
"5" "433" 2
"5" "433" 14
"5" "433" 0
"5" "433" 0
"5" "433" 0
"5" "435" 0
"5" "436" 0
"5" "436" 0
"5" "436" 15
"5" "436" 0
"5" "436" 0
"5" "436" 0
"5" "436" 13
"5" "436" 2
"5" "436" 0
"5" "436" 0
"5" "436" 0
"5" "436" 79
"5" "436" 0
"5" "436" 23
"5" "436" 58
"5" "436" 0
"5" "436" 28
"5" "436" 2
"5" "436" 0
"5" "436" 13
"5" "436" 14
"5" "436" 0
"5" "436" 19
"5" "436" 12
"5" "436" 34
"5" "436" 0
"5" "436" 0
"5" "436" 83
"5" "437" 13
"5" "437" 14
"5" "437" 12
"5" "437" 0
"5" "437" 13
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 14
"5" "437" 0
"5" "437" 0
"5" "437" 19
"5" "437" 0
"5" "437" 17
"5" "437" 0
"5" "437" 0
"5" "437" 31
"5" "437" 0
"5" "437" 15
"5" "437" 0
"5" "437" 18
"5" "437" 0
"5" "437" 0
"5" "437" 0
"5" "437" 18
"5" "437" 0
"5" "437" 0
"5" "437" 12
"5" "437" 0
"5" "437" 0
"5" "439" 0
"5" "439" 0
"5" "439" 0
"5" "439" 0
"5" "439" 0
"5" "439" 12
"5" "439" 16
"5" "439" 0
"5" "439" 13
"5" "439" 0
"5" "439" 0
"5" "439" 13
"5" "439" 17
"5" "439" 0
"5" "439" 0
"5" "439" 0
"5" "439" 34
"5" "439" 0
"5" "439" 74
"5" "439" 17
"5" "445" 0
"5" "446" 0
"5" "446" 16
"5" "446" 0
"5" "450" 0
"5" "454" 0
"5" "455" 0
"5" "460" 12
"5" "460" 15
"5" "460" 0
"5" "460" 0
"5" "460" 0
"5" "460" 74
"5" "460" 0
"5" "460" 30
"5" "460" 12
"5" "460" 0
"5" "460" 0
"5" "460" 0
"5" "460" 0
"5" "460" 68
"5" "460" 0
"5" "460" 11
"5" "460" 15
"5" "460" 0
"5" "460" 0
"5" "460" 20
"5" "460" 35
"5" "460" 0
"5" "460" 32
"5" "460" 0
"5" "460" 26
"5" "463" 37
"5" "463" 0
"5" "463" 25
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 2
"5" "463" 11
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 0
"5" "463" 42
"5" "471" 0
"5" "472" 0
"5" "472" 32
"5" "472" 54
"5" "472" 0
"5" "472" 0
"5" "472" 0
"5" "475" 0
"5" "487" 4
"5" "501" 0
"5" "503" 11
"5" "505" 0
"5" "507" 0
"5" "509" 0
"5" "511" 0
"5" "522" 0
"5" "525" 0
"5" "528" 0
"5" "529" 0
"5" "530" 0
"5" "534" 0
"5" "534" 14
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 40
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 18
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 0
"5" "534" 14
"5" "534" 0
"5" "534" 30
"5" "534" 0
"5" "534" 11
"5" "534" 210
"5" "534" 195
"5" "534" 58
"5" "534" 52
"5" "534" 0
"5" "534" 17
"5" "534" 45
"5" "541" 0
"5" "542" 0
"5" "544" 0
"5" "548" 34
"5" "548" 0
"5" "548" 28
"5" "548" 15
"5" "548" 0
"5" "548" 0
"5" "548" 98
"5" "548" 17
"5" "548" 11
"5" "548" 0
"5" "548" 30
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 11
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 0
"5" "548" 26
"5" "551" 0
"5" "556" 0
"5" "557" 20
"5" "557" 21
"5" "557" 0
"5" "557" 0
"5" "557" 0
"5" "557" 3
"5" "557" 0
"5" "557" 0
"5" "557" 0
"5" "557" 3
"5" "557" 0
"5" "557" 31
"5" "557" 0
"5" "557" 14
"5" "563" 0
"5" "570" 0
"5" "570" 0
"5" "574" 0
"5" "574" 0
"5" "574" 0
"5" "574" 0
"5" "574" 0
"5" "574" 68
"5" "574" 732
"5" "575" 36
"5" "575" 0
"5" "575" 0
"5" "575" 0
"5" "575" 15
"5" "575" 61
"5" "575" 87
"5" "575" 18
"5" "575" 0
"5" "575" 0
"5" "575" 0
"5" "575" 0
"5" "575" 58
"5" "575" 0
"5" "575" 0
"5" "575" 0
"5" "575" 33
"5" "575" 0
"5" "575" 0
"5" "575" 13
"5" "575" 0
"5" "575" 16
"5" "575" 0
"5" "575" 0
"5" "575" 95
"5" "575" 0
"5" "575" 0
"5" "578" 0
"5" "585" 13
"5" "585" 0
"5" "585" 0
"5" "585" 0
"5" "585" 118
"5" "585" 0
"5" "589" 0
"5" "589" 12
"5" "589" 13
"5" "591" 0
"5" "596" 0
"5" "596" 0
"5" "599" 0
"5" "600" 0
"5" "601" 0
"5" "604" 0
"5" "611" 11
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 17
"5" "611" 0
"5" "611" 19
"5" "611" 69
"5" "611" 44
"5" "611" 11
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 31
"5" "611" 0
"5" "611" 18
"5" "611" 17
"5" "611" 29
"5" "611" 28
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "611" 136
"5" "611" 20
"5" "611" 0
"5" "611" 0
"5" "611" 0
"5" "631" 0
"5" "634" 0
"5" "635" 0
"5" "637" 13
"5" "637" 0
"5" "637" 3
"5" "642" 0
"5" "645" 0
"5" "646" 0
"5" "651" 0
"5" "651" 0
"5" "654" 14
"5" "664" 0
"5" "665" 0
"5" "667" 0
"5" "668" 0
"5" "671" 0
"5" "682" 0
"5" "686" 0
"5" "697" 0
"5" "703" 0
"5" "705" 0
"5" "713" 0
"5" "714" 0
"5" "719" 0
"5" "724" 0
"5" "725" 0
"5" "726" 0
"5" "733" 0
"5" "734" 0
"5" "742" 0
"5" "744" 0
"5" "745" 0
"5" "753" 0
"5" "755" 0
"5" "757" 0
"5" "762" 0
"5" "763" 0
"5" "768" 0
"5" "781" 0
"5" "792" 0
"5" "796" 0
"5" "798" 0
"5" "802" 0
"5" "802" 0
"5" "802" 19
"5" "802" 0
"5" "802" 3
"5" "802" 0
"5" "802" 36
"5" "802" 32
"5" "802" 0
"5" "802" 0
"5" "802" 35
"5" "802" 0
"5" "802" 0
"5" "802" 0
"5" "802" 37
"5" "802" 12
"5" "802" 0
"5" "802" 101
"5" "802" 0
"5" "802" 33
"5" "802" 12
"5" "808" 0
"5" "808" 0
"5" "813" 15
"5" "813" 0
"5" "813" 0
"5" "813" 0
"5" "813" 28
"5" "813" 0
"5" "813" 13
"5" "813" 0
"5" "836" 0
"5" "845" 4
"5" "849" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 0
"5" "851" 33
"5" "851" 0
"5" "860" 0
"5" "860" 0
"5" "860" 15
"5" "860" 11
"5" "860" 18
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 48
"5" "860" 59
"5" "860" 3
"5" "860" 18
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 18
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 32
"5" "860" 18
"5" "860" 0
"5" "860" 0
"5" "860" 0
"5" "860" 17
"5" "860" 18
"5" "860" 33
"5" "860" 0
"5" "860" 0
"5" "861" 0
"5" "861" 0
"5" "861" 19
"5" "861" 0
"5" "873" 11
"5" "873" 0
"5" "873" 26
"5" "873" 0
"5" "873" 16
"5" "873" 0
"5" "873" 0
"5" "873" 0
"5" "873" 0
"5" "881" 0
"5" "882" 0
"5" "882" 17
"5" "882" 0
"5" "882" 0
"5" "891" 0
"5" "891" 17
"5" "891" 36
"5" "891" 0
"5" "891" 16
"5" "891" 32
"5" "891" 0
"5" "891" 47
"5" "891" 0
"5" "891" 32
"5" "891" 0
"5" "891" 0
"5" "891" 30
"5" "891" 0
"5" "891" 0
"5" "891" 21
"5" "891" 0
"5" "891" 0
"5" "891" 12
"5" "891" 0
"5" "891" 34
"5" "891" 0
"5" "891" 11
"5" "891" 0
"5" "891" 41
"5" "891" 51
"5" "891" 20
"5" "904" 0
"5" "908" 0
"5" "911" 0
"5" "912" 0
"5" "916" 0
"5" "920" 0
"5" "920" 42
"5" "920" 0
"5" "920" 13
"5" "920" 21
"5" "920" 0
"5" "920" 41
"5" "920" 16
"5" "920" 0
"5" "920" 30
"5" "920" 0
"5" "920" 84
"5" "920" 49
"5" "920" 15
"5" "920" 87
"5" "920" 40
"5" "920" 27
"5" "920" 18
"5" "920" 0
"5" "920" 0
"5" "920" 0
"5" "920" 13
"5" "920" 102
"5" "920" 31
"5" "920" 30
"5" "920" 55
"5" "920" 120
"5" "920" 17
"5" "920" 0
"5" "920" 0
"5" "921" 0
"5" "922" 0
"5" "926" 20
"5" "926" 19
"5" "926" 0
"5" "926" 0
"5" "926" 0
"5" "926" 0
"5" "929" 0
"5" "931" 0
"5" "938" 0
"5" "939" 0
"5" "942" 0
"5" "943" 0
"5" "944" 0
"5" "950" 0
"5" "957" 0
"5" "959" 0
"5" "961" 0
"5" "966" 0
"5" "969" 0
"5" "973" 0
"5" "979" 0
"5" "987" 0
"5" "987" 12
"5" "987" 0
"5" "987" 29
"5" "987" 0
"5" "987" 0
"5" "987" 0
"5" "987" 0
"5" "988" 0
"5" "996" 2
"5" "996" 0
"5" "996" 0
"5" "996" 0
"5" "996" 20
"5" "996" 0
"5" "998" 0
"5" "1002" 0
"5" "1002" 0
"5" "1003" 0
"5" "1003" 15
"5" "1003" 46
"5" "1003" 18
"5" "1003" 17
"5" "1003" 0
"5" "1003" 0
"5" "1003" 11
"5" "1003" 0
"5" "1003" 0
"5" "1003" 0
"5" "1003" 47
"5" "1003" 18
"5" "1003" 0
"5" "1003" 0
"5" "1027" 0
"5" "1027" 32
"5" "1027" 0
"5" "1027" 0
"5" "1027" 19
"5" "1027" 21
"5" "1027" 0
"5" "1027" 46
"5" "1027" 0
"5" "1027" 20
"5" "1027" 18
"5" "1027" 0
"5" "1027" 0
"5" "1027" 0
"5" "1027" 75
"5" "1027" 0
"5" "1027" 36
"5" "1027" 0
"5" "1027" 51
"5" "1027" 33
"5" "1027" 0
"5" "1027" 0
"5" "1031" 0
"5" "1041" 0
"5" "1048" 0
"5" "1056" 11
"5" "1056" 0
"5" "1056" 0
"5" "1056" 56
"5" "1057" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 28
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 18
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 32
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 104
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 17
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 0
"5" "1058" 13
"5" "1058" 0
"5" "1058" 73
"5" "1070" 13
"5" "1070" 49
"5" "1070" 18
"5" "1070" 0
"5" "1070" 0
"5" "1070" 3
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 2
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 0
"5" "1070" 44
"5" "1070" 0
"5" "1070" 21
"5" "1070" 26
"5" "1070" 30
"5" "1072" 22
"5" "1074" 0
"5" "1074" 0
"5" "1074" 0
"5" "1074" 2
"5" "1074" 0
"5" "1074" 33
"5" "1074" 24
"5" "1074" 35
"5" "1074" 0
"5" "1074" 0
"5" "1074" 2
"5" "1074" 0
"5" "1074" 13
"5" "1074" 20
"5" "1074" 15
"5" "1074" 0
"5" "1074" 0
"5" "1074" 0
"5" "1074" 34
"5" "1074" 31
"5" "1074" 51
"5" "1074" 0
"5" "1074" 0
"5" "1081" 0
"5" "1081" 17
"5" "1081" 0
"5" "1081" 0
"5" "1081" 0
"5" "1081" 0
"5" "1081" 19
"5" "1081" 0
"5" "1081" 18
"5" "1081" 0
"5" "1081" 0
"5" "1081" 0
"5" "1081" 16
"5" "1081" 0
"5" "1081" 0
"5" "1081" 18
"5" "1081" 18
"5" "1081" 12
"5" "1081" 11
"5" "1081" 15
