"a" "b" "duracao"
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 30
"11" "26" 0
"11" "26" 0
"11" "26" 11
"11" "26" 28
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 0
"11" "26" 17
"11" "26" 0
"11" "27" 0
"11" "27" 0
"11" "27" 18
"11" "27" 0
"11" "27" 0
"11" "27" 0
"11" "27" 0
"11" "27" 0
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 16
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 0
"11" "28" 15
"11" "28" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 15
"11" "29" 0
"11" "29" 15
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 19
"11" "29" 30
"11" "29" 0
"11" "29" 39
"11" "29" 9
"11" "29" 21
"11" "29" 16
"11" "29" 0
"11" "29" 20
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "29" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 11
"11" "30" 0
"11" "30" 16
"11" "30" 0
"11" "30" 0
"11" "30" 30
"11" "30" 0
"11" "30" 0
"11" "30" 15
"11" "30" 0
"11" "30" 17
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 18
"11" "30" 0
"11" "30" 17
"11" "30" 0
"11" "30" 27
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 2
"11" "30" 2
"11" "30" 0
"11" "30" 0
"11" "30" 0
"11" "30" 23
"11" "30" 17
"11" "30" 0
"11" "30" 0
"11" "31" 1
"11" "31" 0
"11" "31" 0
"11" "31" 0
"11" "31" 0
"11" "31" 0
"11" "31" 0
"11" "31" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 12
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 12
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 17
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "32" 0
"11" "33" 0
"11" "33" 11
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 36
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 23
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 26
"11" "33" 18
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "33" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 11
"11" "34" 24
"11" "34" 0
"11" "34" 4
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 11
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 15
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 7
"11" "34" 0
"11" "34" 11
"11" "34" 1
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 14
"11" "34" 0
"11" "34" 20
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 11
"11" "34" 0
"11" "34" 0
"11" "34" 27
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "34" 0
"11" "35" 0
"11" "35" 0
"11" "35" 26
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 39
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "35" 2
"11" "35" 0
"11" "35" 0
"11" "35" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 19
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 14
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "36" 0
"11" "37" 9
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 11
"11" "37" 17
"11" "37" 0
"11" "37" 2
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "37" 0
"11" "38" 19
"11" "38" 0
"11" "38" 3
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 18
"11" "38" 33
"11" "38" 0
"11" "38" 11
"11" "38" 0
"11" "38" 17
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 16
"11" "38" 15
"11" "38" 0
"11" "38" 13
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 0
"11" "38" 12
"11" "38" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 32
"11" "39" 0
"11" "39" 0
"11" "39" 2
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 26
"11" "39" 0
"11" "39" 0
"11" "39" 48
"11" "39" 13
"11" "39" 72
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 2
"11" "39" 0
"11" "39" 33
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 12
"11" "39" 0
"11" "39" 0
"11" "39" 15
"11" "39" 28
"11" "39" 18
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 29
"11" "39" 15
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "39" 12
"11" "39" 0
"11" "39" 0
"11" "39" 12
"11" "39" 0
"11" "39" 0
"11" "39" 0
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 11
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 20
"11" "40" 0
"11" "40" 27
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 15
"11" "40" 0
"11" "40" 0
"11" "40" 13
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 18
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 0
"11" "40" 12
"11" "40" 0
"11" "40" 7
"11" "40" 0
"11" "41" 0
"11" "41" 0
"11" "41" 50
"11" "41" 0
"11" "41" 0
"11" "41" 0
"11" "41" 0
"11" "42" 3
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 35
"11" "42" 0
"11" "42" 12
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 0
"11" "42" 19
"11" "42" 14
"11" "42" 0
"11" "43" 0
"11" "43" 0
"11" "43" 14
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 33
"11" "43" 32
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 12
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 0
"11" "43" 21
"11" "43" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 20
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 19
"11" "44" 0
"11" "44" 14
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 27
"11" "44" 0
"11" "44" 0
"11" "44" 11
"11" "44" 1
"11" "44" 0
"11" "44" 4
"11" "44" 11
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 0
"11" "44" 12
"11" "44" 4
"11" "45" 0
"11" "45" 0
"11" "45" 11
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 31
"11" "45" 22
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "45" 0
"11" "46" 0
"11" "46" 29
"11" "46" 0
"11" "46" 13
"11" "46" 0
"11" "46" 19
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 21
"11" "46" 0
"11" "46" 13
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 37
"11" "46" 32
"11" "46" 0
"11" "46" 0
"11" "46" 13
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 12
"11" "46" 0
"11" "46" 17
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 19
"11" "46" 0
"11" "46" 0
"11" "46" 0
"11" "46" 12
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 0
"11" "47" 34
"11" "47" 0
"11" "47" 0
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "48" 29
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "48" 47
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "48" 27
"11" "48" 0
"11" "48" 0
"11" "48" 17
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "48" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 36
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "49" 0
"11" "50" 54
"11" "50" 25
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 13
"11" "50" 0
"11" "50" 7
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 19
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 14
"11" "50" 0
"11" "50" 0
"11" "50" 12
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 2
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 11
"11" "50" 13
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 0
"11" "50" 12
"11" "50" 4
"11" "50" 2
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 38
"11" "51" 2
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 8
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 21
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 41
"11" "51" 1
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 15
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 19
"11" "51" 0
"11" "51" 20
"11" "51" 0
"11" "51" 0
"11" "51" 0
"11" "51" 12
"11" "51" 0
"11" "51" 33
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 3
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 4
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 0
"11" "52" 12
"11" "52" 0
"11" "52" 0
"11" "52" 65
"11" "52" 0
"11" "52" 0
"11" "52" 13
"11" "52" 0
"11" "52" 18
"11" "52" 18
"11" "52" 63
"11" "53" 0
"11" "53" 0
"11" "53" 18
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 53
"11" "53" 40
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "53" 0
"11" "54" 13
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 14
"11" "54" 0
"11" "54" 0
"11" "54" 16
"11" "54" 13
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 4
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 31
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 35
"11" "54" 18
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 21
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "54" 0
"11" "55" 15
"11" "55" 36
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 20
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 62
"11" "55" 0
"11" "55" 19
"11" "55" 0
"11" "55" 0
"11" "55" 20
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 13
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 12
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 18
"11" "55" 0
"11" "55" 0
"11" "55" 18
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 10
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 0
"11" "55" 11
"11" "56" 0
"11" "56" 13
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 4
"11" "56" 0
"11" "56" 30
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 35
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 60
"11" "56" 13
"11" "56" 0
"11" "56" 0
"11" "56" 32
"11" "56" 0
"11" "56" 0
"11" "56" 0
"11" "56" 50
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "57" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 16
"11" "58" 2
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 18
"11" "58" 0
"11" "58" 17
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 21
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 12
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 13
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 61
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "58" 0
"11" "59" 14
"11" "59" 0
"11" "59" 0
"11" "59" 24
"11" "59" 0
"11" "59" 15
"11" "59" 3
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 35
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 1
"11" "59" 18
"11" "59" 11
"11" "59" 15
"11" "59" 0
"11" "59" 6
"11" "59" 0
"11" "59" 0
"11" "59" 0
"11" "59" 10
"11" "59" 0
"11" "59" 0
"11" "59" 54
"11" "60" 0
"11" "60" 0
"11" "60" 23
"11" "60" 0
"11" "60" 16
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 21
"11" "60" 46
"11" "60" 0
"11" "60" 0
"11" "60" 6
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 23
"11" "60" 0
"11" "60" 16
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 0
"11" "60" 32
"11" "61" 36
"11" "61" 0
"11" "61" 0
"11" "61" 2
"11" "61" 0
"11" "61" 27
"11" "61" 0
"11" "61" 30
"11" "61" 0
"11" "61" 0
"11" "61" 19
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 16
"11" "61" 17
"11" "61" 0
"11" "61" 0
"11" "61" 34
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 0
"11" "61" 18
"11" "61" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 11
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 15
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 0
"11" "62" 17
"11" "70" 0
"11" "70" 29
"11" "70" 0
"11" "70" 13
"11" "70" 0
"11" "70" 20
"11" "70" 0
"11" "70" 0
"11" "70" 16
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 19
"11" "70" 20
"11" "70" 0
"11" "70" 0
"11" "70" 107
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 28
"11" "70" 20
"11" "70" 0
"11" "70" 12
"11" "70" 19
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 0
"11" "70" 17
"11" "73" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 34
"11" "85" 0
"11" "85" 30
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "85" 18
"11" "85" 0
"11" "85" 0
"11" "85" 15
"11" "85" 0
"11" "85" 0
"11" "85" 0
"11" "87" 0
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "88" 21
"11" "88" 0
"11" "88" 0
"11" "88" 19
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "88" 0
"11" "90" 18
"11" "90" 0
"11" "90" 0
"11" "90" 0
"11" "90" 0
"11" "90" 14
"11" "91" 11
"11" "91" 0
"11" "92" 0
"11" "95" 0
"11" "95" 0
"11" "95" 19
"11" "95" 32
"11" "95" 20
"11" "95" 0
"11" "95" 96
"11" "95" 0
"11" "95" 0
"11" "95" 47
"11" "95" 0
"11" "95" 0
"11" "95" 41
"11" "95" 0
"11" "95" 0
"11" "95" 21
"11" "95" 11
"11" "95" 0
"11" "95" 0
"11" "95" 91
"11" "95" 0
"11" "95" 71
"11" "95" 0
"11" "95" 0
"11" "95" 48
"11" "95" 0
"11" "95" 0
"11" "95" 0
"11" "95" 0
"11" "95" 0
"11" "102" 0
"11" "104" 0
"11" "108" 17
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 20
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "108" 0
"11" "112" 0
"11" "114" 0
"11" "114" 0
"11" "114" 0
"11" "114" 0
"11" "114" 38
"11" "114" 0
"11" "114" 39
"11" "114" 12
"11" "114" 29
"11" "114" 0
"11" "114" 15
"11" "115" 0
"11" "115" 0
"11" "115" 34
"11" "115" 0
"11" "115" 0
"11" "115" 0
"11" "115" 0
"11" "115" 31
"11" "120" 12
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 19
"11" "120" 0
"11" "120" 0
"11" "120" 13
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 18
"11" "120" 0
"11" "120" 0
"11" "120" 14
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 37
"11" "120" 0
"11" "120" 0
"11" "120" 0
"11" "120" 67
"11" "121" 4
"11" "121" 0
"11" "121" 0
"11" "121" 0
"11" "130" 0
"11" "140" 0
"11" "141" 0
"11" "144" 0
"11" "144" 0
"11" "144" 0
"11" "144" 16
"11" "150" 0
"11" "150" 13
"11" "150" 0
"11" "150" 0
"11" "150" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 13
"11" "151" 0
"11" "151" 18
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "151" 14
"11" "151" 15
"11" "151" 0
"11" "151" 0
"11" "151" 11
"11" "151" 0
"11" "151" 0
"11" "151" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 0
"11" "153" 30
"11" "153" 17
"11" "153" 0
"11" "157" 0
"11" "157" 30
"11" "157" 0
"11" "159" 0
"11" "159" 0
"11" "160" 0
"11" "161" 0
"11" "165" 0
"11" "169" 0
"11" "174" 0
"11" "186" 0
"11" "199" 0
"11" "207" 0
"11" "213" 0
"11" "215" 0
"11" "217" 0
"11" "234" 0
"11" "239" 0
"11" "256" 0
"11" "258" 0
"11" "262" 0
"11" "267" 0
"11" "268" 0
"11" "269" 0
"11" "271" 0
"11" "271" 0
"11" "272" 0
"11" "275" 0
"11" "275" 0
"11" "275" 0
"11" "277" 0
"11" "277" 0
"11" "281" 0
"11" "284" 0
"11" "285" 0
"11" "287" 11
"11" "287" 0
"11" "287" 0
"11" "288" 0
"11" "292" 0
"11" "294" 0
"11" "294" 0
"11" "294" 0
"11" "294" 0
"11" "294" 0
"11" "294" 0
"11" "294" 0
"11" "294" 13
"11" "294" 0
"11" "294" 72
"11" "294" 58
"11" "294" 0
"11" "294" 27
"11" "294" 65
"11" "295" 0
"11" "297" 0
"11" "297" 11
"11" "297" 0
"11" "297" 0
"11" "297" 0
"11" "297" 0
"11" "297" 0
"11" "297" 25
"11" "297" 82
"11" "300" 0
"11" "303" 0
"11" "306" 0
"11" "306" 0
"11" "306" 20
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 17
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 39
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 20
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 0
"11" "306" 13
"11" "306" 33
"11" "306" 0
"11" "306" 0
"11" "306" 11
"11" "311" 13
"11" "311" 0
"11" "311" 0
"11" "311" 0
"11" "311" 0
"11" "311" 0
"11" "311" 0
"11" "311" 0
"11" "318" 12
"11" "318" 14
"11" "318" 0
"11" "318" 0
"11" "318" 0
"11" "318" 0
"11" "318" 0
"11" "323" 0
"11" "323" 0
"11" "324" 0
"11" "337" 14
"11" "337" 42
"11" "337" 15
"11" "337" 0
"11" "337" 0
"11" "337" 19
"11" "337" 0
"11" "337" 0
"11" "337" 0
"11" "337" 16
"11" "337" 0
"11" "337" 0
"11" "337" 0
"11" "337" 0
"11" "337" 0
"11" "337" 0
"11" "337" 46
"11" "337" 47
"11" "337" 0
"11" "338" 0
"11" "338" 40
"11" "338" 66
"11" "338" 12
"11" "338" 0
"11" "338" 0
"11" "338" 14
"11" "338" 0
"11" "338" 0
"11" "338" 0
"11" "338" 13
"11" "338" 0
"11" "338" 0
"11" "338" 0
"11" "338" 0
"11" "345" 0
"11" "345" 0
"11" "345" 0
"11" "345" 0
"11" "345" 0
"11" "345" 0
"11" "345" 31
"11" "345" 0
"11" "345" 86
"11" "347" 0
"11" "349" 17
"11" "357" 0
"11" "362" 0
"11" "363" 0
"11" "363" 35
"11" "363" 17
"11" "363" 16
"11" "363" 0
"11" "363" 0
"11" "363" 19
"11" "363" 0
"11" "365" 4
"11" "375" 0
"11" "375" 0
"11" "375" 87
"11" "375" 80
"11" "375" 0
"11" "375" 0
"11" "375" 29
"11" "375" 0
"11" "375" 0
"11" "375" 0
"11" "375" 28
"11" "375" 0
"11" "375" 14
"11" "375" 0
"11" "375" 24
"11" "375" 0
"11" "375" 0
"11" "375" 13
"11" "375" 55
"11" "375" 0
