n1;30/03/2017;18:20:19;-3.07926297;-59.96372561;99;8206454784;541167616
n1;30/03/2017;18:20:25;-3.07929277;-59.96368756;99;8206454784;541167616
n1;30/03/2017;18:20:30;-3.07929885;-59.96368508;99;8206454784;541167616
n1;30/03/2017;18:20:35;-3.07929885;-59.96368508;99;8206454784;541167616
n1;30/03/2017;18:20:40;-3.07930596;-59.96365599;99;8206450688;541167616
n1;30/03/2017;18:20:45;-3.07930833;-59.96364266;99;8206438400;541167616
n1;30/03/2017;18:20:50;-3.0791826;-59.963766;99;8206450688;541167616
n1;30/03/2017;18:20:55;-3.07930274;-59.96361635;99;8206430208;541167616
n1;30/03/2017;18:21:00;-3.0791826;-59.963766;99;8206417920;541167616
n1;30/03/2017;18:21:05;-3.07878533;-59.96322396;99;8206417920;541167616
n1;30/03/2017;18:21:10;-3.0791826;-59.963766;99;8206434304;541167616
n1;30/03/2017;18:21:15;-3.07823229;-59.96300721;99;8206422016;541167616
n1;30/03/2017;18:21:20;-3.0791826;-59.963766;99;8206430208;541167616
n1;30/03/2017;18:21:25;-3.07742605;-59.96288405;99;8206409728;541167616
n1;30/03/2017;18:21:30;-3.0760121;-59.963134;99;8206413824;541167616
n1;30/03/2017;18:21:35;-3.07649182;-59.96282199;99;8206397440;541167616
n1;30/03/2017;18:21:40;-3.07613204;-59.96268476;99;8206397440;541167616
n1;30/03/2017;18:21:45;-3.07580972;-59.96266979;99;8206397440;541167616
n1;30/03/2017;18:21:50;-3.07570936;-59.96262302;99;8206397440;541167616
n1;30/03/2017;18:21:56;-3.0760093;-59.9630437;99;8206397440;541167616
n1;30/03/2017;18:22:01;-3.07519869;-59.96247985;99;8206397440;541167616
n1;30/03/2017;18:22:06;-3.07498626;-59.96253433;99;8206393344;541167616
n1;30/03/2017;18:22:11;-3.07480511;-59.96272359;99;8206372864;541167616
n1;30/03/2017;18:22:16;-3.07470381;-59.96330014;99;8206397440;541167616
n1;30/03/2017;18:22:21;-3.0758038;-59.9630437;99;8206397440;541167616
n1;30/03/2017;18:22:26;-3.07464036;-59.96432689;99;8206397440;541167616
n1;30/03/2017;18:22:31;-3.07460318;-59.96490004;99;8206397440;541167616
n1;30/03/2017;18:22:36;-3.0745777;-59.96539043;99;8206397440;541167616
n1;30/03/2017;18:22:41;-3.07451831;-59.96572388;99;8206385152;541167616
n1;30/03/2017;18:22:46;-3.07450693;-59.96585201;98;8206393344;541167616
n1;30/03/2017;18:22:51;-3.07452885;-59.96593721;98;8206393344;541167616
n1;30/03/2017;18:22:56;-3.0745835;-59.9656622;98;8206393344;541167616
n1;30/03/2017;18:23:01;-3.07455492;-59.96618429;98;8206360576;541167616
n1;30/03/2017;18:23:06;-3.07439727;-59.96678403;98;8206385152;541167616
n1;30/03/2017;18:23:11;-3.07441504;-59.96727515;98;8206385152;541167616
n1;30/03/2017;18:23:16;-3.07434706;-59.96777492;98;8206360576;541167616
n1;30/03/2017;18:23:21;-3.0742887;-59.96828264;98;8206372864;541167616
n1;30/03/2017;18:23:26;-3.07424721;-59.96879317;98;8206372864;541167616
n1;30/03/2017;18:23:31;-3.07426109;-59.96937096;98;8206372864;541167616
n1;30/03/2017;18:23:36;-3.0744766;-59.9655267;98;8206368768;541167616
n1;30/03/2017;18:23:41;-3.07412159;-59.97072146;98;8206348288;541167616
n1;30/03/2017;18:23:46;-3.07413685;-59.97149974;98;8206372864;541167616
n1;30/03/2017;18:23:51;-3.07432425;-59.97202656;98;8206372864;541167616
n1;30/03/2017;18:23:56;-3.0748677;-59.97238702;98;8206360576;541167616
n1;30/03/2017;18:24:01;-3.07549378;-59.97262565;98;8206368768;541167616
n1;30/03/2017;18:24:06;-3.07619812;-59.9729111;98;8206368768;541167616
n1;30/03/2017;18:24:11;-3.07688173;-59.97311386;98;8206368768;541167616
n1;30/03/2017;18:24:16;-3.07756571;-59.97340504;98;8206368768;541167616
n1;30/03/2017;18:24:21;-3.07824744;-59.97367324;98;8206327808;541167616
n1;30/03/2017;18:24:26;-3.07857025;-59.97399295;98;8206327808;541167616
n1;30/03/2017;18:24:31;-3.07872703;-59.97414977;98;8206327808;541167616
n1;30/03/2017;18:24:36;-3.07869296;-59.97415618;98;8206327808;541167616
n1;30/03/2017;18:24:42;-3.07868636;-59.97416557;98;8206315520;541167616
n1;30/03/2017;18:24:47;-3.0787219;-59.9632694;98;8206323712;541167616
n1;30/03/2017;18:24:52;-3.07867206;-59.97416395;98;8206323712;541167616
n1;30/03/2017;18:24:57;-3.07867682;-59.97414027;98;8206323712;541167616
n1;30/03/2017;18:25:02;-3.07866599;-59.97415033;98;8206323712;541167616
n1;30/03/2017;18:25:07;-3.07866594;-59.97415502;98;8206319616;541167616
n1;30/03/2017;18:25:12;-3.07877451;-59.97426915;98;8206319616;541167616
n1;30/03/2017;18:25:17;-3.07899176;-59.97447023;98;8206319616;541167616
n1;30/03/2017;18:25:22;-3.07922851;-59.97498314;98;8206315520;541167616
n1;30/03/2017;18:25:27;-3.076036;-59.963085;98;8206315520;541167616
n1;30/03/2017;18:25:32;-3.07990535;-59.97578943;98;8206315520;541167616
n1;30/03/2017;18:25:37;-3.08040955;-59.976406;98;8206315520;541167616
n1;30/03/2017;18:25:42;-3.08082931;-59.9765835;98;8206315520;541167616
n1;30/03/2017;18:25:47;-3.0815048;-59.97719267;98;8206315520;541167616
n1;30/03/2017;18:25:52;-3.08203205;-59.97751366;98;8206315520;541167616
n1;30/03/2017;18:25:57;-3.08270523;-59.97786081;98;8206315520;541167616
n1;30/03/2017;18:26:02;-3.0787219;-59.9632694;98;8206307328;541167616
n1;30/03/2017;18:26:07;-3.08377383;-59.97898749;98;8206319616;541167616
n1;30/03/2017;18:26:12;-3.08399505;-59.97947631;98;8206307328;541167616
n1;30/03/2017;18:26:17;-3.08408374;-59.97973367;98;8206307328;541167616
n1;30/03/2017;18:26:22;-3.08414568;-59.97982199;98;8206307328;541167616
n1;30/03/2017;18:26:27;-3.08418789;-59.97982454;98;8206307328;541167616
n1;30/03/2017;18:26:32;-3.08418571;-59.97984978;98;8206307328;541167616
n1;30/03/2017;18:26:37;-3.0787219;-59.9632694;98;8206307328;541167616
n1;30/03/2017;18:26:42;-3.08427636;-59.98053833;98;8206307328;541167616
n1;30/03/2017;18:26:47;-3.08446368;-59.98098308;97;8206307328;541167616
n1;30/03/2017;18:26:52;-3.08473454;-59.98146971;97;8206307328;541167616
n1;30/03/2017;18:26:57;-3.08492961;-59.98204159;97;8206307328;541167616
n1;30/03/2017;18:27:02;-3.0851566;-59.98263727;97;8206307328;541167616
n1;30/03/2017;18:27:07;-3.0853681;-59.9831593;97;8206307328;541167616
n1;30/03/2017;18:27:12;-3.0787219;-59.9632694;97;8206307328;541167616
n1;30/03/2017;18:27:17;-3.08558015;-59.98373482;97;8206307328;541167616
n1;30/03/2017;18:27:22;-3.08562642;-59.98389395;97;8206295040;541167616
n1;30/03/2017;18:27:27;-3.08574959;-59.984095;97;8206303232;541167616
n1;30/03/2017;18:27:32;-3.0858785;-59.98430145;97;8206303232;541167616
n1;30/03/2017;18:27:37;-3.08599899;-59.98469191;97;8206303232;541167616
n1;30/03/2017;18:27:43;-3.0862225;-59.98512192;97;8206303232;541167616
n1;30/03/2017;18:27:48;-3.08647052;-59.9854643;97;8206303232;541167616
n1;30/03/2017;18:27:53;-3.08701563;-59.98595738;97;8206303232;541167616
n1;30/03/2017;18:27:58;-3.08760995;-59.98640416;97;8206282752;541167616
n1;30/03/2017;18:28:03;-3.08821599;-59.98666348;97;8206290944;541167616
n1;30/03/2017;18:28:08;-3.0888602;-59.98688748;97;8206290944;541167616
n1;30/03/2017;18:28:13;-3.0787219;-59.9632694;97;8206290944;541167616
n1;30/03/2017;18:28:18;-3.08993539;-59.98735695;97;8206290944;541167616
n1;30/03/2017;18:28:23;-3.0902988;-59.98741627;97;8206290944;541167616
n1;30/03/2017;18:28:28;-3.09046712;-59.98749957;97;8206274560;541167616
n1;30/03/2017;18:28:33;-3.09056228;-59.98751215;97;8206286848;541167616
n1;30/03/2017;18:28:38;-3.09060455;-59.98756356;97;8206282752;541167616
n1;30/03/2017;18:28:43;-3.09079986;-59.98765592;97;8206282752;541167616
n1;30/03/2017;18:28:48;-3.0787219;-59.9632694;97;8206282752;541167616
n1;30/03/2017;18:28:53;-3.0910077;-59.98776835;97;8206282752;541167616
n1;30/03/2017;18:28:58;-3.09115105;-59.98783794;97;8206282752;541167616
n1;30/03/2017;18:29:03;-3.09129827;-59.9878616;97;8206282752;541167616
n1;30/03/2017;18:29:08;-3.09144514;-59.98790234;97;8206282752;541167616
n1;30/03/2017;18:29:13;-3.09158654;-59.98798227;97;8206282752;541167616
n1;30/03/2017;18:29:18;-3.09171901;-59.98801737;97;8206282752;541167616
n1;30/03/2017;18:29:23;-3.0787219;-59.9632694;97;8206282752;541167616
n1;30/03/2017;18:29:28;-3.09190609;-59.98807788;97;8206282752;541167616
n1;30/03/2017;18:29:33;-3.09197676;-59.98812454;97;8206282752;541167616
n1;30/03/2017;18:29:38;-3.09201004;-59.98815275;97;8206282752;541167616
n1;30/03/2017;18:29:43;-3.09210906;-59.98814494;97;8206282752;541167616
n1;30/03/2017;18:29:48;-3.09220603;-59.9882069;97;8206282752;541167616
n1;30/03/2017;18:29:54;-3.09229061;-59.98835326;97;8206282752;541167616
n1;30/03/2017;18:29:59;-3.0787219;-59.9632694;97;8206282752;541167616
n1;30/03/2017;18:30:04;-3.09234415;-59.98843358;97;8206282752;541167616
n1;30/03/2017;18:30:09;-3.09240547;-59.98865559;97;8206282752;541167616
n1;30/03/2017;18:30:14;-3.09261899;-59.98899366;97;8206282752;541167616
n1;30/03/2017;18:30:19;-3.09309072;-59.9891276;97;8206282752;541167616
n1;30/03/2017;18:30:24;-3.09345261;-59.9888507;97;8206278656;541167616
n1;30/03/2017;18:30:29;-3.09359854;-59.98852537;97;8206278656;541167616
n1;30/03/2017;18:30:34;-3.0787219;-59.9632694;97;8206278656;541167616
n1;30/03/2017;18:30:39;-3.09399869;-59.98753556;97;8206278656;541167616
n1;30/03/2017;18:30:44;-3.09431261;-59.98710594;97;8206278656;541167616
