"tempo" "com" "a" "b" "status"
"3880000" "CONN" "11" "337" "up"
"3880000" "CONN" "11" "337" "down"
"5058000" "CONN" "11" "337" "up"
"5074000" "CONN" "11" "337" "down"
"5130000" "CONN" "11" "337" "up"
"5130000" "CONN" "11" "337" "down"
"5236000" "CONN" "11" "337" "up"
"5236000" "CONN" "11" "337" "down"
"5314000" "CONN" "11" "337" "up"
"5314000" "CONN" "11" "337" "down"
"5386000" "CONN" "11" "337" "up"
"5386000" "CONN" "11" "337" "down"
"5486000" "CONN" "11" "337" "up"
"5486000" "CONN" "11" "337" "down"
"5628000" "CONN" "11" "337" "up"
"5628000" "CONN" "11" "337" "down"
"7588000" "CONN" "11" "337" "up"
"7634000" "CONN" "11" "337" "down"
"7664000" "CONN" "11" "337" "up"
"7711000" "CONN" "11" "337" "down"
"8553000" "CONN" "11" "337" "up"
"8553000" "CONN" "11" "337" "down"
"582000" "CONN" "11" "338" "up"
"582000" "CONN" "11" "338" "down"
"610000" "CONN" "11" "338" "up"
"650000" "CONN" "11" "338" "down"
"709000" "CONN" "11" "338" "up"
"775000" "CONN" "11" "338" "down"
"965000" "CONN" "11" "338" "up"
"977000" "CONN" "11" "338" "down"
"999000" "CONN" "11" "338" "up"
"999000" "CONN" "11" "338" "down"
"1093000" "CONN" "11" "338" "up"
"1093000" "CONN" "11" "338" "down"
"1181000" "CONN" "11" "338" "up"
"1195000" "CONN" "11" "338" "down"
"1526000" "CONN" "11" "338" "up"
"1526000" "CONN" "11" "338" "down"
"2058000" "CONN" "11" "338" "up"
"2058000" "CONN" "11" "338" "down"
"2131000" "CONN" "11" "338" "up"
"2131000" "CONN" "11" "338" "down"
"2159000" "CONN" "11" "338" "up"
"2172000" "CONN" "11" "338" "down"
"2642000" "CONN" "11" "338" "up"
"2642000" "CONN" "11" "338" "down"
"2882000" "CONN" "11" "338" "up"
"2882000" "CONN" "11" "338" "down"
"3770000" "CONN" "11" "338" "up"
"3770000" "CONN" "11" "338" "down"
"7166000" "CONN" "11" "338" "up"
"7166000" "CONN" "11" "338" "down"
"688000" "CONN" "11" "34" "up"
"688000" "CONN" "11" "34" "down"
"689000" "CONN" "11" "34" "up"
"689000" "CONN" "11" "34" "down"
"773000" "CONN" "11" "34" "up"
"773000" "CONN" "11" "34" "down"
"789000" "CONN" "11" "34" "up"
"789000" "CONN" "11" "34" "down"
"906000" "CONN" "11" "34" "up"
"906000" "CONN" "11" "34" "down"
"908000" "CONN" "11" "34" "up"
"908000" "CONN" "11" "34" "down"
"1088000" "CONN" "11" "34" "up"
"1088000" "CONN" "11" "34" "down"
"1122000" "CONN" "11" "34" "up"
"1122000" "CONN" "11" "34" "down"
"1125000" "CONN" "11" "34" "up"
"1125000" "CONN" "11" "34" "down"
"1442000" "CONN" "11" "34" "up"
"1453000" "CONN" "11" "34" "down"
"1500000" "CONN" "11" "34" "up"
"1524000" "CONN" "11" "34" "down"
"1560000" "CONN" "11" "34" "up"
"1560000" "CONN" "11" "34" "down"
"1568000" "CONN" "11" "34" "up"
"1572000" "CONN" "11" "34" "down"
"1601000" "CONN" "11" "34" "up"
"1601000" "CONN" "11" "34" "down"
"1619000" "CONN" "11" "34" "up"
"1619000" "CONN" "11" "34" "down"
"1645000" "CONN" "11" "34" "up"
"1645000" "CONN" "11" "34" "down"
"1796000" "CONN" "11" "34" "up"
"1796000" "CONN" "11" "34" "down"
"1860000" "CONN" "11" "34" "up"
"1860000" "CONN" "11" "34" "down"
"2432000" "CONN" "11" "34" "up"
"2432000" "CONN" "11" "34" "down"
"2447000" "CONN" "11" "34" "up"
"2447000" "CONN" "11" "34" "down"
"2498000" "CONN" "11" "34" "up"
"2498000" "CONN" "11" "34" "down"
"2536000" "CONN" "11" "34" "up"
"2547000" "CONN" "11" "34" "down"
"2628000" "CONN" "11" "34" "up"
"2628000" "CONN" "11" "34" "down"
"2677000" "CONN" "11" "34" "up"
"2677000" "CONN" "11" "34" "down"
"2689000" "CONN" "11" "34" "up"
"2689000" "CONN" "11" "34" "down"
"2713000" "CONN" "11" "34" "up"
"2713000" "CONN" "11" "34" "down"
"2721000" "CONN" "11" "34" "up"
"2736000" "CONN" "11" "34" "down"
"2987000" "CONN" "11" "34" "up"
"2987000" "CONN" "11" "34" "down"
"3073000" "CONN" "11" "34" "up"
"3073000" "CONN" "11" "34" "down"
"3195000" "CONN" "11" "34" "up"
"3195000" "CONN" "11" "34" "down"
"3805000" "CONN" "11" "34" "up"
"3805000" "CONN" "11" "34" "down"
"3847000" "CONN" "11" "34" "up"
"3847000" "CONN" "11" "34" "down"
"4302000" "CONN" "11" "34" "up"
"4302000" "CONN" "11" "34" "down"
"4303000" "CONN" "11" "34" "up"
"4303000" "CONN" "11" "34" "down"
"4331000" "CONN" "11" "34" "up"
"4338000" "CONN" "11" "34" "down"
"4368000" "CONN" "11" "34" "up"
"4368000" "CONN" "11" "34" "down"
"4371000" "CONN" "11" "34" "up"
"4382000" "CONN" "11" "34" "down"
"4402000" "CONN" "11" "34" "up"
"4403000" "CONN" "11" "34" "down"
"4417000" "CONN" "11" "34" "up"
"4417000" "CONN" "11" "34" "down"
"4528000" "CONN" "11" "34" "up"
"4528000" "CONN" "11" "34" "down"
"4569000" "CONN" "11" "34" "up"
"4569000" "CONN" "11" "34" "down"
"5091000" "CONN" "11" "34" "up"
"5091000" "CONN" "11" "34" "down"
"5156000" "CONN" "11" "34" "up"
"5156000" "CONN" "11" "34" "down"
"5181000" "CONN" "11" "34" "up"
"5181000" "CONN" "11" "34" "down"
"5187000" "CONN" "11" "34" "up"
"5187000" "CONN" "11" "34" "down"
"5223000" "CONN" "11" "34" "up"
"5223000" "CONN" "11" "34" "down"
"5560000" "CONN" "11" "34" "up"
"5560000" "CONN" "11" "34" "down"
"5647000" "CONN" "11" "34" "up"
"5647000" "CONN" "11" "34" "down"
"5794000" "CONN" "11" "34" "up"
"5794000" "CONN" "11" "34" "down"
"5821000" "CONN" "11" "34" "up"
"5835000" "CONN" "11" "34" "down"
"6345000" "CONN" "11" "34" "up"
"6345000" "CONN" "11" "34" "down"
"6380000" "CONN" "11" "34" "up"
"6400000" "CONN" "11" "34" "down"
"7182000" "CONN" "11" "34" "up"
"7182000" "CONN" "11" "34" "down"
"7268000" "CONN" "11" "34" "up"
"7268000" "CONN" "11" "34" "down"
"7289000" "CONN" "11" "34" "up"
"7289000" "CONN" "11" "34" "down"
"7416000" "CONN" "11" "34" "up"
"7427000" "CONN" "11" "34" "down"
"7761000" "CONN" "11" "34" "up"
"7761000" "CONN" "11" "34" "down"
"8473000" "CONN" "11" "34" "up"
"8473000" "CONN" "11" "34" "down"
"8509000" "CONN" "11" "34" "up"
"8536000" "CONN" "11" "34" "down"
"9313000" "CONN" "11" "34" "up"
"9313000" "CONN" "11" "34" "down"
"9380000" "CONN" "11" "34" "up"
"9380000" "CONN" "11" "34" "down"
"9403000" "CONN" "11" "34" "up"
"9403000" "CONN" "11" "34" "down"
"9438000" "CONN" "11" "34" "up"
"9438000" "CONN" "11" "34" "down"
"2529000" "CONN" "11" "345" "up"
"2529000" "CONN" "11" "345" "down"
"2612000" "CONN" "11" "345" "up"
"2612000" "CONN" "11" "345" "down"
"3831000" "CONN" "11" "345" "up"
"3831000" "CONN" "11" "345" "down"
"3862000" "CONN" "11" "345" "up"
"3862000" "CONN" "11" "345" "down"
"5991000" "CONN" "11" "345" "up"
"5991000" "CONN" "11" "345" "down"
"6467000" "CONN" "11" "345" "up"
"6467000" "CONN" "11" "345" "down"
"8272000" "CONN" "11" "345" "up"
"8303000" "CONN" "11" "345" "down"
"8350000" "CONN" "11" "345" "up"
"8350000" "CONN" "11" "345" "down"
"9517000" "CONN" "11" "345" "up"
"9603000" "CONN" "11" "345" "down"
"3107000" "CONN" "11" "347" "up"
"3107000" "CONN" "11" "347" "down"
"1313000" "CONN" "11" "349" "up"
"1330000" "CONN" "11" "349" "down"
"717000" "CONN" "11" "35" "up"
"717000" "CONN" "11" "35" "down"
"725000" "CONN" "11" "35" "up"
"725000" "CONN" "11" "35" "down"
"1542000" "CONN" "11" "35" "up"
"1568000" "CONN" "11" "35" "down"
"1635000" "CONN" "11" "35" "up"
"1635000" "CONN" "11" "35" "down"
"1920000" "CONN" "11" "35" "up"
"1920000" "CONN" "11" "35" "down"
"1943000" "CONN" "11" "35" "up"
"1943000" "CONN" "11" "35" "down"
"2172000" "CONN" "11" "35" "up"
"2172000" "CONN" "11" "35" "down"
"2510000" "CONN" "11" "35" "up"
"2510000" "CONN" "11" "35" "down"
"2523000" "CONN" "11" "35" "up"
"2523000" "CONN" "11" "35" "down"
"2558000" "CONN" "11" "35" "up"
"2597000" "CONN" "11" "35" "down"
"2606000" "CONN" "11" "35" "up"
"2606000" "CONN" "11" "35" "down"
"2929000" "CONN" "11" "35" "up"
"2929000" "CONN" "11" "35" "down"
"3848000" "CONN" "11" "35" "up"
"3848000" "CONN" "11" "35" "down"
"4300000" "CONN" "11" "35" "up"
"4300000" "CONN" "11" "35" "down"
"5875000" "CONN" "11" "35" "up"
"5877000" "CONN" "11" "35" "down"
"6606000" "CONN" "11" "35" "up"
"6606000" "CONN" "11" "35" "down"
"7553000" "CONN" "11" "35" "up"
"7553000" "CONN" "11" "35" "down"
"8384000" "CONN" "11" "35" "up"
"8384000" "CONN" "11" "35" "down"
"1292000" "CONN" "11" "357" "up"
"1292000" "CONN" "11" "357" "down"
"525000" "CONN" "11" "36" "up"
"525000" "CONN" "11" "36" "down"
"669000" "CONN" "11" "36" "up"
"669000" "CONN" "11" "36" "down"
"1129000" "CONN" "11" "36" "up"
"1129000" "CONN" "11" "36" "down"
"1690000" "CONN" "11" "36" "up"
"1690000" "CONN" "11" "36" "down"
"1795000" "CONN" "11" "36" "up"
"1795000" "CONN" "11" "36" "down"
"1880000" "CONN" "11" "36" "up"
"1880000" "CONN" "11" "36" "down"
"2047000" "CONN" "11" "36" "up"
"2047000" "CONN" "11" "36" "down"
"3106000" "CONN" "11" "36" "up"
"3125000" "CONN" "11" "36" "down"
"3478000" "CONN" "11" "36" "up"
"3478000" "CONN" "11" "36" "down"
"3559000" "CONN" "11" "36" "up"
"3559000" "CONN" "11" "36" "down"
"4214000" "CONN" "11" "36" "up"
"4214000" "CONN" "11" "36" "down"
"4254000" "CONN" "11" "36" "up"
"4268000" "CONN" "11" "36" "down"
"4331000" "CONN" "11" "36" "up"
"4331000" "CONN" "11" "36" "down"
"4429000" "CONN" "11" "36" "up"
"4429000" "CONN" "11" "36" "down"
"4675000" "CONN" "11" "36" "up"
"4675000" "CONN" "11" "36" "down"
"5821000" "CONN" "11" "36" "up"
"5821000" "CONN" "11" "36" "down"
"7283000" "CONN" "11" "36" "up"
"7283000" "CONN" "11" "36" "down"
"7307000" "CONN" "11" "36" "up"
"7307000" "CONN" "11" "36" "down"
"7376000" "CONN" "11" "36" "up"
"7376000" "CONN" "11" "36" "down"
"8509000" "CONN" "11" "36" "up"
"8509000" "CONN" "11" "36" "down"
"8540000" "CONN" "11" "36" "up"
"8540000" "CONN" "11" "36" "down"
"3559000" "CONN" "11" "362" "up"
"3559000" "CONN" "11" "362" "down"
"1631000" "CONN" "11" "363" "up"
"1631000" "CONN" "11" "363" "down"
"1675000" "CONN" "11" "363" "up"
"1710000" "CONN" "11" "363" "down"
"1740000" "CONN" "11" "363" "up"
"1757000" "CONN" "11" "363" "down"
"1825000" "CONN" "11" "363" "up"
"1841000" "CONN" "11" "363" "down"
"1960000" "CONN" "11" "363" "up"
"1960000" "CONN" "11" "363" "down"
"2211000" "CONN" "11" "363" "up"
"2211000" "CONN" "11" "363" "down"
"2255000" "CONN" "11" "363" "up"
"2274000" "CONN" "11" "363" "down"
"2289000" "CONN" "11" "363" "up"
"2289000" "CONN" "11" "363" "down"
"1568000" "CONN" "11" "365" "up"
"1572000" "CONN" "11" "365" "down"
"669000" "CONN" "11" "37" "up"
"678000" "CONN" "11" "37" "down"
"1427000" "CONN" "11" "37" "up"
"1427000" "CONN" "11" "37" "down"
"1531000" "CONN" "11" "37" "up"
"1531000" "CONN" "11" "37" "down"
"1930000" "CONN" "11" "37" "up"
"1930000" "CONN" "11" "37" "down"
"1943000" "CONN" "11" "37" "up"
"1943000" "CONN" "11" "37" "down"
"2612000" "CONN" "11" "37" "up"
"2612000" "CONN" "11" "37" "down"
"3572000" "CONN" "11" "37" "up"
"3572000" "CONN" "11" "37" "down"
"3581000" "CONN" "11" "37" "up"
"3581000" "CONN" "11" "37" "down"
"3982000" "CONN" "11" "37" "up"
"3982000" "CONN" "11" "37" "down"
"3986000" "CONN" "11" "37" "up"
"3986000" "CONN" "11" "37" "down"
"4051000" "CONN" "11" "37" "up"
"4051000" "CONN" "11" "37" "down"
"4171000" "CONN" "11" "37" "up"
"4171000" "CONN" "11" "37" "down"
"4182000" "CONN" "11" "37" "up"
"4182000" "CONN" "11" "37" "down"
"4210000" "CONN" "11" "37" "up"
"4210000" "CONN" "11" "37" "down"
"4292000" "CONN" "11" "37" "up"
"4292000" "CONN" "11" "37" "down"
"4353000" "CONN" "11" "37" "up"
"4353000" "CONN" "11" "37" "down"
"4559000" "CONN" "11" "37" "up"
"4559000" "CONN" "11" "37" "down"
"4569000" "CONN" "11" "37" "up"
"4569000" "CONN" "11" "37" "down"
"5127000" "CONN" "11" "37" "up"
"5127000" "CONN" "11" "37" "down"
"5217000" "CONN" "11" "37" "up"
"5217000" "CONN" "11" "37" "down"
"5303000" "CONN" "11" "37" "up"
"5314000" "CONN" "11" "37" "down"
"5344000" "CONN" "11" "37" "up"
"5361000" "CONN" "11" "37" "down"
"5572000" "CONN" "11" "37" "up"
"5572000" "CONN" "11" "37" "down"
"5875000" "CONN" "11" "37" "up"
"5877000" "CONN" "11" "37" "down"
"5879000" "CONN" "11" "37" "up"
"5879000" "CONN" "11" "37" "down"
"7556000" "CONN" "11" "37" "up"
"7556000" "CONN" "11" "37" "down"
"7569000" "CONN" "11" "37" "up"
"7569000" "CONN" "11" "37" "down"
"7579000" "CONN" "11" "37" "up"
"7579000" "CONN" "11" "37" "down"
"9112000" "CONN" "11" "37" "up"
"9112000" "CONN" "11" "37" "down"
"504000" "CONN" "11" "375" "up"
"504000" "CONN" "11" "375" "down"
"537000" "CONN" "11" "375" "up"
"537000" "CONN" "11" "375" "down"
"582000" "CONN" "11" "375" "up"
"669000" "CONN" "11" "375" "down"
"709000" "CONN" "11" "375" "up"
"789000" "CONN" "11" "375" "down"
"869000" "CONN" "11" "375" "up"
"869000" "CONN" "11" "375" "down"
"906000" "CONN" "11" "375" "up"
"906000" "CONN" "11" "375" "down"
"936000" "CONN" "11" "375" "up"
"965000" "CONN" "11" "375" "down"
"1012000" "CONN" "11" "375" "up"
"1012000" "CONN" "11" "375" "down"
"1264000" "CONN" "11" "375" "up"
"1264000" "CONN" "11" "375" "down"
"1568000" "CONN" "11" "375" "up"
"1568000" "CONN" "11" "375" "down"
"2131000" "CONN" "11" "375" "up"
"2159000" "CONN" "11" "375" "down"
"2529000" "CONN" "11" "375" "up"
"2529000" "CONN" "11" "375" "down"
"3034000" "CONN" "11" "375" "up"
"3048000" "CONN" "11" "375" "down"
"3073000" "CONN" "11" "375" "up"
"3073000" "CONN" "11" "375" "down"
"3240000" "CONN" "11" "375" "up"
"3264000" "CONN" "11" "375" "down"
"3376000" "CONN" "11" "375" "up"
"3376000" "CONN" "11" "375" "down"
"5026000" "CONN" "11" "375" "up"
"5026000" "CONN" "11" "375" "down"
"5344000" "CONN" "11" "375" "up"
"5357000" "CONN" "11" "375" "down"
"5386000" "CONN" "11" "375" "up"
"5441000" "CONN" "11" "375" "down"
"5470000" "CONN" "11" "375" "up"
"5470000" "CONN" "11" "375" "down"
"5488000" "CONN" "11" "375" "up"
"5500000" "CONN" "11" "375" "down"
"5530000" "CONN" "11" "375" "up"
"5558000" "CONN" "11" "375" "down"
"5754000" "CONN" "11" "375" "up"
"5773000" "CONN" "11" "375" "down"
"5907000" "CONN" "11" "375" "up"
"5946000" "CONN" "11" "375" "down"
"6007000" "CONN" "11" "375" "up"
"6062000" "CONN" "11" "375" "down"
"6095000" "CONN" "11" "375" "up"
"6112000" "CONN" "11" "375" "down"
"6167000" "CONN" "11" "375" "up"
"6236000" "CONN" "11" "375" "down"
"7249000" "CONN" "11" "375" "up"
"7249000" "CONN" "11" "375" "down"
"7851000" "CONN" "11" "375" "up"
"7851000" "CONN" "11" "375" "down"
"7902000" "CONN" "11" "375" "up"
"7922000" "CONN" "11" "375" "down"
"8176000" "CONN" "11" "375" "up"
"8176000" "CONN" "11" "375" "down"
"8706000" "CONN" "11" "375" "up"
"8706000" "CONN" "11" "375" "down"
"8781000" "CONN" "11" "375" "up"
"8781000" "CONN" "11" "375" "down"
"9208000" "CONN" "11" "375" "up"
"9208000" "CONN" "11" "375" "down"
"9295000" "CONN" "11" "375" "up"
"9295000" "CONN" "11" "375" "down"
"9326000" "CONN" "11" "375" "up"
"9347000" "CONN" "11" "375" "down"
"9603000" "CONN" "11" "375" "up"
"9603000" "CONN" "11" "375" "down"
"2286000" "CONN" "11" "377" "up"
"2286000" "CONN" "11" "377" "down"
"2310000" "CONN" "11" "377" "up"
"2331000" "CONN" "11" "377" "down"
"2465000" "CONN" "11" "377" "up"
"2529000" "CONN" "11" "377" "down"
"2583000" "CONN" "11" "377" "up"
"2583000" "CONN" "11" "377" "down"
"3817000" "CONN" "11" "377" "up"
"3817000" "CONN" "11" "377" "down"
"5058000" "CONN" "11" "377" "up"
"5058000" "CONN" "11" "377" "down"
"5109000" "CONN" "11" "377" "up"
"5109000" "CONN" "11" "377" "down"
"5146000" "CONN" "11" "377" "up"
"5146000" "CONN" "11" "377" "down"
"5407000" "CONN" "11" "377" "up"
"5407000" "CONN" "11" "377" "down"
"5500000" "CONN" "11" "377" "up"
"5513000" "CONN" "11" "377" "down"
"5575000" "CONN" "11" "377" "up"
"5575000" "CONN" "11" "377" "down"
"5662000" "CONN" "11" "377" "up"
"5697000" "CONN" "11" "377" "down"
"5773000" "CONN" "11" "377" "up"
"5773000" "CONN" "11" "377" "down"
"5946000" "CONN" "11" "377" "up"
"5960000" "CONN" "11" "377" "down"
"7234000" "CONN" "11" "377" "up"
"7234000" "CONN" "11" "377" "down"
"7268000" "CONN" "11" "377" "up"
"7268000" "CONN" "11" "377" "down"
"7289000" "CONN" "11" "377" "up"
"7307000" "CONN" "11" "377" "down"
"7331000" "CONN" "11" "377" "up"
"7331000" "CONN" "11" "377" "down"
"9208000" "CONN" "11" "377" "up"
"9219000" "CONN" "11" "377" "down"
"9259000" "CONN" "11" "377" "up"
"9326000" "CONN" "11" "377" "down"
"8706000" "CONN" "11" "379" "up"
"8726000" "CONN" "11" "379" "down"
"650000" "CONN" "11" "38" "up"
"669000" "CONN" "11" "38" "down"
"683000" "CONN" "11" "38" "up"
"683000" "CONN" "11" "38" "down"
"1131000" "CONN" "11" "38" "up"
"1134000" "CONN" "11" "38" "down"
"1645000" "CONN" "11" "38" "up"
"1645000" "CONN" "11" "38" "down"
"1667000" "CONN" "11" "38" "up"
"1667000" "CONN" "11" "38" "down"
"1690000" "CONN" "11" "38" "up"
"1690000" "CONN" "11" "38" "down"
"1775000" "CONN" "11" "38" "up"
"1775000" "CONN" "11" "38" "down"
"1842000" "CONN" "11" "38" "up"
"1842000" "CONN" "11" "38" "down"
"1881000" "CONN" "11" "38" "up"
"1881000" "CONN" "11" "38" "down"
"2038000" "CONN" "11" "38" "up"
"2038000" "CONN" "11" "38" "down"
"2048000" "CONN" "11" "38" "up"
"2048000" "CONN" "11" "38" "down"
"2064000" "CONN" "11" "38" "up"
"2064000" "CONN" "11" "38" "down"
"2695000" "CONN" "11" "38" "up"
"2695000" "CONN" "11" "38" "down"
"3143000" "CONN" "11" "38" "up"
"3143000" "CONN" "11" "38" "down"
"3148000" "CONN" "11" "38" "up"
"3166000" "CONN" "11" "38" "down"
"3446000" "CONN" "11" "38" "up"
"3479000" "CONN" "11" "38" "down"
"3525000" "CONN" "11" "38" "up"
"3525000" "CONN" "11" "38" "down"
"3919000" "CONN" "11" "38" "up"
"3930000" "CONN" "11" "38" "down"
"4220000" "CONN" "11" "38" "up"
"4220000" "CONN" "11" "38" "down"
"4257000" "CONN" "11" "38" "up"
"4274000" "CONN" "11" "38" "down"
"4276000" "CONN" "11" "38" "up"
"4276000" "CONN" "11" "38" "down"
"4328000" "CONN" "11" "38" "up"
"4328000" "CONN" "11" "38" "down"
"4637000" "CONN" "11" "38" "up"
"4637000" "CONN" "11" "38" "down"
"4660000" "CONN" "11" "38" "up"
"4660000" "CONN" "11" "38" "down"
"4677000" "CONN" "11" "38" "up"
"4677000" "CONN" "11" "38" "down"
"4692000" "CONN" "11" "38" "up"
"4708000" "CONN" "11" "38" "down"
"4714000" "CONN" "11" "38" "up"
"4729000" "CONN" "11" "38" "down"
"5181000" "CONN" "11" "38" "up"
"5181000" "CONN" "11" "38" "down"
"5184000" "CONN" "11" "38" "up"
"5197000" "CONN" "11" "38" "down"
"5205000" "CONN" "11" "38" "up"
"5205000" "CONN" "11" "38" "down"
"5835000" "CONN" "11" "38" "up"
"5835000" "CONN" "11" "38" "down"
"6298000" "CONN" "11" "38" "up"
"6298000" "CONN" "11" "38" "down"
"7180000" "CONN" "11" "38" "up"
"7180000" "CONN" "11" "38" "down"
"7265000" "CONN" "11" "38" "up"
"7265000" "CONN" "11" "38" "down"
"7649000" "CONN" "11" "38" "up"
"7649000" "CONN" "11" "38" "down"
"7650000" "CONN" "11" "38" "up"
"7650000" "CONN" "11" "38" "down"
"7682000" "CONN" "11" "38" "up"
"7694000" "CONN" "11" "38" "down"
"8504000" "CONN" "11" "38" "up"
"8504000" "CONN" "11" "38" "down"
"9157000" "CONN" "11" "380" "up"
"9157000" "CONN" "11" "380" "down"
"582000" "CONN" "11" "39" "up"
"582000" "CONN" "11" "39" "down"
"650000" "CONN" "11" "39" "up"
"650000" "CONN" "11" "39" "down"
"1161000" "CONN" "11" "39" "up"
"1161000" "CONN" "11" "39" "down"
"1181000" "CONN" "11" "39" "up"
"1181000" "CONN" "11" "39" "down"
"2131000" "CONN" "11" "39" "up"
"2163000" "CONN" "11" "39" "down"
"2199000" "CONN" "11" "39" "up"
"2199000" "CONN" "11" "39" "down"
"2240000" "CONN" "11" "39" "up"
"2240000" "CONN" "11" "39" "down"
"2500000" "CONN" "11" "39" "up"
"2502000" "CONN" "11" "39" "down"
"2516000" "CONN" "11" "39" "up"
"2516000" "CONN" "11" "39" "down"
"2547000" "CONN" "11" "39" "up"
"2547000" "CONN" "11" "39" "down"
"2548000" "CONN" "11" "39" "up"
"2548000" "CONN" "11" "39" "down"
"2568000" "CONN" "11" "39" "up"
"2568000" "CONN" "11" "39" "down"
"2571000" "CONN" "11" "39" "up"
"2597000" "CONN" "11" "39" "down"
"2624000" "CONN" "11" "39" "up"
"2624000" "CONN" "11" "39" "down"
"2744000" "CONN" "11" "39" "up"
"2744000" "CONN" "11" "39" "down"
"2881000" "CONN" "11" "39" "up"
"2929000" "CONN" "11" "39" "down"
"2966000" "CONN" "11" "39" "up"
"2979000" "CONN" "11" "39" "down"
"2987000" "CONN" "11" "39" "up"
"3059000" "CONN" "11" "39" "down"
"3061000" "CONN" "11" "39" "up"
"3061000" "CONN" "11" "39" "down"
"3073000" "CONN" "11" "39" "up"
"3073000" "CONN" "11" "39" "down"
"3089000" "CONN" "11" "39" "up"
"3089000" "CONN" "11" "39" "down"
"3135000" "CONN" "11" "39" "up"
"3137000" "CONN" "11" "39" "down"
"3182000" "CONN" "11" "39" "up"
"3182000" "CONN" "11" "39" "down"
"3190000" "CONN" "11" "39" "up"
"3223000" "CONN" "11" "39" "down"
"3279000" "CONN" "11" "39" "up"
"3279000" "CONN" "11" "39" "down"
"3559000" "CONN" "11" "39" "up"
"3559000" "CONN" "11" "39" "down"
"3665000" "CONN" "11" "39" "up"
"3665000" "CONN" "11" "39" "down"
"3719000" "CONN" "11" "39" "up"
"3719000" "CONN" "11" "39" "down"
"3982000" "CONN" "11" "39" "up"
"3982000" "CONN" "11" "39" "down"
"4290000" "CONN" "11" "39" "up"
"4290000" "CONN" "11" "39" "down"
"4405000" "CONN" "11" "39" "up"
"4405000" "CONN" "11" "39" "down"
"4548000" "CONN" "11" "39" "up"
"4548000" "CONN" "11" "39" "down"
"4728000" "CONN" "11" "39" "up"
"4728000" "CONN" "11" "39" "down"
"4747000" "CONN" "11" "39" "up"
"4759000" "CONN" "11" "39" "down"
"4762000" "CONN" "11" "39" "up"
"4762000" "CONN" "11" "39" "down"
"4793000" "CONN" "11" "39" "up"
"4793000" "CONN" "11" "39" "down"
"4945000" "CONN" "11" "39" "up"
"4960000" "CONN" "11" "39" "down"
"4965000" "CONN" "11" "39" "up"
"4993000" "CONN" "11" "39" "down"
"5004000" "CONN" "11" "39" "up"
"5022000" "CONN" "11" "39" "down"
"5038000" "CONN" "11" "39" "up"
"5038000" "CONN" "11" "39" "down"
"5247000" "CONN" "11" "39" "up"
"5247000" "CONN" "11" "39" "down"
"5334000" "CONN" "11" "39" "up"
"5334000" "CONN" "11" "39" "down"
"5357000" "CONN" "11" "39" "up"
"5386000" "CONN" "11" "39" "down"
"5426000" "CONN" "11" "39" "up"
"5441000" "CONN" "11" "39" "down"
"5624000" "CONN" "11" "39" "up"
"5624000" "CONN" "11" "39" "down"
"5632000" "CONN" "11" "39" "up"
"5632000" "CONN" "11" "39" "down"
"5855000" "CONN" "11" "39" "up"
"5855000" "CONN" "11" "39" "down"
"5877000" "CONN" "11" "39" "up"
"5877000" "CONN" "11" "39" "down"
"5934000" "CONN" "11" "39" "up"
"5934000" "CONN" "11" "39" "down"
"5960000" "CONN" "11" "39" "up"
"5960000" "CONN" "11" "39" "down"
"6543000" "CONN" "11" "39" "up"
"6555000" "CONN" "11" "39" "down"
"6591000" "CONN" "11" "39" "up"
"6591000" "CONN" "11" "39" "down"
"7379000" "CONN" "11" "39" "up"
"7379000" "CONN" "11" "39" "down"
"8442000" "CONN" "11" "39" "up"
"8454000" "CONN" "11" "39" "down"
"8747000" "CONN" "11" "39" "up"
"8747000" "CONN" "11" "39" "down"
"8822000" "CONN" "11" "39" "up"
"8822000" "CONN" "11" "39" "down"
"9038000" "CONN" "11" "39" "up"
"9038000" "CONN" "11" "39" "down"
"2558000" "CONN" "11" "396" "up"
"2558000" "CONN" "11" "396" "down"
"8387000" "CONN" "11" "396" "up"
"8387000" "CONN" "11" "396" "down"
"9467000" "CONN" "11" "396" "up"
"9467000" "CONN" "11" "396" "down"
"9481000" "CONN" "11" "396" "up"
"9481000" "CONN" "11" "396" "down"
"457000" "CONN" "11" "40" "up"
"457000" "CONN" "11" "40" "down"
"498000" "CONN" "11" "40" "up"
"498000" "CONN" "11" "40" "down"
"504000" "CONN" "11" "40" "up"
"504000" "CONN" "11" "40" "down"
"541000" "CONN" "11" "40" "up"
"541000" "CONN" "11" "40" "down"
"551000" "CONN" "11" "40" "up"
"562000" "CONN" "11" "40" "down"
"663000" "CONN" "11" "40" "up"
"663000" "CONN" "11" "40" "down"
"692000" "CONN" "11" "40" "up"
"692000" "CONN" "11" "40" "down"
"1125000" "CONN" "11" "40" "up"
"1125000" "CONN" "11" "40" "down"
"1146000" "CONN" "11" "40" "up"
"1146000" "CONN" "11" "40" "down"
"1690000" "CONN" "11" "40" "up"
"1710000" "CONN" "11" "40" "down"
"1740000" "CONN" "11" "40" "up"
"1740000" "CONN" "11" "40" "down"
"1744000" "CONN" "11" "40" "up"
"1771000" "CONN" "11" "40" "down"
"1775000" "CONN" "11" "40" "up"
"1775000" "CONN" "11" "40" "down"
"2036000" "CONN" "11" "40" "up"
"2036000" "CONN" "11" "40" "down"
